label,channel,delta_power,theta_power,alpha_power,beta_power
1,Fp2-F4,1.1026641625184934e-10,7.066483931190592e-12,6.1863150417961025e-12,9.67763146791427e-12
1,F4-C4,2.421144114197092e-09,2.3760582861062495e-10,7.174656031442467e-12,3.7824059169087074e-11
1,C4-P4,1.018885368262945e-09,2.7767941315014616e-11,3.3029577684064637e-11,2.3737294137058217e-11
1,P4-O2,2.2570756848171466e-10,2.460479126684413e-11,1.8617228529313115e-12,4.253695986996991e-12
1,Fp1-F3,2.324662230652152e-11,1.459909479421979e-12,8.191315389023172e-13,6.903711874234481e-12
1,F3-C3,4.6728865655277554e-11,2.4975449764339684e-12,1.0065474570675607e-12,1.5005337197343017e-12
1,C3-P3,2.8094059466238983e-11,2.912504404795472e-12,9.66052424153786e-13,6.788107396191536e-13
1,P3-O1,1.866530198610263e-11,4.789747394243364e-12,3.9167220361196825e-13,2.0253618269551274e-12
1,Fp2-F8,4.7784725516008594e-11,4.391592665832997e-12,8.2733170235767e-13,1.0203054707124962e-11
1,F8-T4,3.1698056062415713e-10,3.063534446414399e-11,4.675336171265866e-12,2.0692646280217925e-11
1,T4-T6,9.666844875217769e-11,3.263780899307599e-11,7.182169152052452e-12,1.1142980021087675e-11
1,T6-O2,3.784833221074932e-11,1.2477847511646937e-11,2.395413318138191e-12,1.141596943604013e-11
1,Fp1-F7,2.0224407664089563e-11,4.981337088484149e-12,5.787004240502252e-13,5.095402063139375e-12
1,F7-T3,7.719970248295736e-12,1.1649215535400092e-12,4.2951523212377833e-13,4.031706792882809e-12
1,T3-T5,1.660355566418416e-11,2.5137450156434974e-12,1.6443415718270535e-12,1.6755237485313094e-11
1,T5-O1,1.7226887330004256e-11,5.816874964033818e-12,2.7202801744870982e-12,1.313353684033147e-11
1,Fz-Cz,2.01038664083649e-10,2.0474192009179476e-11,2.8359868990867196e-12,6.125954339745122e-12
1,Cz-Pz,1.82716783860228e-10,4.0113349152662986e-11,9.662954458281823e-12,3.657971519347403e-12
1,Fp2-F4,2.485459640129526e-10,1.6349696837236762e-10,1.6830428025393353e-11,5.144796171851574e-12
1,F4-C4,7.095380724715877e-09,9.437645268428813e-10,1.7514163606244247e-11,2.7475373422100518e-11
1,C4-P4,2.945939796553023e-09,6.882020466310646e-10,1.1171802975104038e-10,6.6711218970552235e-12
