label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,2.4751880416965537e-11,2.2007620564356255e-13,4.865779354962708e-14,2.1727716057420356e-13
0,F4-C4,2.4314138890921905e-11,2.3100929524624516e-13,5.570824666016453e-14,1.4430519722329027e-13
0,C4-P4,1.3863654172260295e-11,9.131515724827685e-14,9.107237581234738e-14,1.1044717691425277e-13
0,P4-O2,1.8493396108264157e-08,8.996886445003962e-10,4.194933346684872e-10,4.836773101757603e-10
0,Fp1-F3,6.76367086569176e-11,8.582956582633124e-13,4.0121392359576767e-13,1.066648266512933e-12
0,F3-C3,6.867666308256386e-11,7.807884193444681e-13,1.351595565362466e-13,2.4461139601817276e-13
0,C3-P3,1.8831932051051948e-12,1.0435881517230329e-13,2.4342819119175486e-14,8.260244345493373e-14
0,P3-O1,1.4255965248556258e-11,4.149875034491336e-14,2.7992635934832524e-14,1.5767843904569464e-13
0,Fp2-F8,3.420475079418609e-12,1.9027255981337467e-13,3.0544402829158064e-14,1.3773119940985623e-13
0,F8-T4,4.024039563430379e-12,1.0925571914938996e-13,1.1307897517289566e-13,2.6772759169261606e-13
0,T4-T6,1.1955417347856254e-08,5.892255299309192e-10,3.012275781140245e-10,3.504188305993335e-10
0,T6-O2,7.210913886734426e-10,3.6670072470099845e-11,1.5196960541541957e-11,3.9784680282884775e-11
0,Fp1-F7,5.832861808914381e-12,3.745290131378394e-13,2.9870003030072437e-13,8.747842756580655e-13
0,F7-T3,2.007501832067583e-12,2.1392095102575592e-13,1.2133946921640795e-13,2.1739731110863208e-13
0,T3-T5,2.874451420471e-12,4.173898988488268e-13,1.981188016474337e-13,4.125775684692162e-13
0,T5-O1,2.3293516643395428e-12,1.971282677777822e-14,2.128784706161238e-14,1.3181488217823812e-13
0,Fz-Cz,5.4469476199649626e-11,8.040775546990858e-13,1.8708379625571836e-13,1.1941562978073486e-13
0,Cz-Pz,6.9095296360521065e-12,1.6260336737250857e-13,2.785210419178651e-14,1.088031731241042e-13
0,Fp2-F4,3.927439764939927e-11,3.182116729813139e-13,1.35814754276103e-13,2.917172049561411e-13
0,F4-C4,2.5695967132229106e-11,5.790462308849556e-14,5.1074002949390536e-14,1.1881528940156966e-13
0,C4-P4,1.002747573821097e-11,9.380213251788132e-14,1.08723678436453e-14,2.5960589067996287e-13
0,P4-O2,1.0612172482421604e-12,8.063678495969786e-14,1.347613476396495e-13,3.2563182868289903e-13
0,Fp1-F3,9.36097116902025e-12,2.34469269179491e-13,9.206728415686116e-14,8.649581442085239e-13
0,F3-C3,8.185102459976386e-12,4.001628848218169e-13,1.5125047238340236e-13,2.4284919826162053e-13
0,C3-P3,1.286923977408813e-12,2.359891154638072e-14,1.8252583939639588e-14,9.371162470790916e-14
0,P3-O1,6.996866865702661e-13,1.171811744849287e-13,7.09906292294191e-14,2.0884027040885819e-13
0,Fp2-F8,1.933206211739082e-12,6.428493586971652e-14,2.9680817736987625e-14,1.0228096416883313e-13
0,F8-T4,3.3677269728167734e-13,4.3494992889666856e-14,7.992052032204311e-14,1.9099191300905683e-13
0,T4-T6,1.502865014178122e-12,3.483615057400541e-12,1.9688207474319105e-12,1.383352732114124e-11
0,T6-O2,1.290548406203462e-12,2.8424613824727836e-12,3.5810869115064445e-12,1.5051972844461524e-11
0,Fp1-F7,9.43318916975005e-13,6.253420356935995e-14,1.4912782152903988e-13,7.462398938511067e-13
0,F7-T3,1.0492968716263503e-12,1.0036364544502242e-13,5.718955241359822e-14,4.533450821846847e-13
0,T3-T5,3.329720992945703e-13,1.6715512934315066e-13,1.163051087892272e-13,3.097680197945479e-13
0,T5-O1,1.7471181052018678e-13,4.5354592967505946e-14,3.3163594936210275e-14,8.077302935964153e-14
0,Fz-Cz,2.6239271235850668e-11,6.743510410427876e-14,1.1643861770356727e-13,1.668078841662927e-13
0,Cz-Pz,1.3606800967939139e-11,6.254792048856873e-14,7.313440286817038e-14,1.52030369993963e-13
0,Fp2-F4,1.2922188726559022e-11,1.0981626446579159e-12,9.108737511596818e-14,2.8655138780534937e-13
0,F4-C4,4.014976236198814e-12,6.363399485343562e-14,1.1316225202523719e-13,2.232486803177806e-13
0,C4-P4,1.9387691493583043e-12,1.8528497165442087e-13,6.370120426845576e-14,1.574651533652966e-13
0,P4-O2,5.694925902110588e-12,6.56268839778034e-14,3.408952332444758e-14,1.6068103325659698e-13
0,Fp1-F3,3.6236263036499505e-12,2.1742573177587964e-12,1.5847907262113455e-13,8.76091716196113e-13
0,F3-C3,8.838868668868143e-12,1.5951647081508744e-13,5.4810532097154595e-14,2.299313682155935e-13
0,C3-P3,1.9651853300643666e-12,1.343759145072192e-13,3.458844282654732e-14,5.095951068964019e-14
0,P3-O1,1.726251382004355e-12,9.243142885785883e-14,3.0791650275019176e-14,9.221612136099336e-14
0,Fp2-F8,1.4957712221894246e-12,5.652653937042087e-13,4.3750078648692176e-14,1.219755667096899e-13
0,F8-T4,4.481033229636153e-12,4.2185319776740726e-13,8.843013105313486e-14,1.2398607054703154e-13
0,T4-T6,2.7217151711184306e-12,1.7482817960536307e-12,3.798786510351716e-12,2.8684149932260467e-11
0,T6-O2,3.42038488788499e-12,1.2499584909512901e-12,3.0057337144818412e-12,2.3615339431887166e-11
0,Fp1-F7,6.0419853995512504e-12,2.455332754430691e-12,1.2506877057877015e-13,8.263572475424737e-13
0,F7-T3,1.2602557045553081e-12,3.029638423005733e-13,1.6140764730829014e-13,4.264895227400304e-13
0,T3-T5,5.060576040353032e-13,1.5081888824538977e-13,8.689871310049458e-14,2.6671371413120886e-13
0,T5-O1,3.398569059398714e-13,6.367821785467557e-14,4.2601735974055014e-14,8.723163311809828e-14
0,Fz-Cz,6.570114120354622e-12,1.9549055325206838e-13,3.603942519965351e-14,9.537645860544957e-14
0,Cz-Pz,1.142556588456764e-11,1.0193727587074983e-13,1.6628047454408646e-13,1.3475998875733492e-13
0,Fp2-F4,5.4865793654479734e-12,1.9282790337814423e-13,5.23477373305221e-14,2.85132750166126e-13
0,F4-C4,1.981074525580972e-12,4.910762053149096e-14,8.895011724386898e-14,1.6828283298324018e-13
0,C4-P4,5.666761352558608e-13,3.8341101069987305e-14,8.307285054559693e-15,1.5769393098763433e-13
0,P4-O2,7.075364175619481e-13,3.005624424063536e-13,8.69397159570704e-14,3.1764646710874603e-13
0,Fp1-F3,5.023027828367858e-12,3.681418172000979e-13,2.353108253287377e-13,1.146041970453212e-12
0,F3-C3,5.321890092804668e-12,3.441622670994476e-14,9.163881024741244e-14,1.3496491010687748e-13
0,C3-P3,8.706783779823804e-13,7.356239410460361e-14,7.882194452142364e-15,1.232241857433311e-13
0,P3-O1,1.1826263609658676e-13,1.2057601276563695e-13,4.043374566727746e-14,1.7022292950754185e-13
0,Fp2-F8,4.48836971677161e-13,1.0044457903431406e-13,1.6410458616605717e-14,9.445134851765902e-14
0,F8-T4,1.1320958635528771e-13,3.095490086811956e-14,1.4444009674059846e-14,2.49007252436825e-13
0,T4-T6,3.209272412924883e-13,9.31647625106539e-13,1.9301172973814312e-12,1.2317383806519453e-11
0,T6-O2,9.673986462480327e-13,6.789128780257696e-13,7.624992818091521e-13,1.036088736847653e-11
0,Fp1-F7,4.222192344034955e-13,2.358277574163849e-13,1.5805962075247074e-13,9.418308767358445e-13
0,F7-T3,2.4467844511017657e-13,1.3211000688273204e-13,9.094868312950583e-14,3.655324129104394e-13
0,T3-T5,1.0957523955975315e-12,5.2211915976717314e-14,5.410751075941961e-14,2.731124069224382e-13
0,T5-O1,9.89467231459948e-14,5.086086542181003e-14,2.3447067792455765e-14,2.0179207029278502e-13
0,Fz-Cz,4.029401347123598e-12,9.633612169816806e-14,5.566663651773815e-14,1.5702695232059873e-13
0,Cz-Pz,4.052582054633982e-12,9.523566134560055e-14,2.2638314186925917e-14,1.1260337077349836e-13
0,Fp2-F4,3.816716388828937e-12,3.630764421913043e-14,1.1869347033644947e-13,4.581618810193893e-13
0,F4-C4,5.005126448727051e-12,4.580858332614678e-14,4.228859822988936e-14,1.9506876563758466e-13
0,C4-P4,9.370354331395206e-13,1.0813207841595472e-13,3.0331201598057484e-14,1.3834623790617068e-13
0,P4-O2,1.6127169368394308e-13,2.811243894765328e-13,6.222466426641944e-14,2.552459800646135e-13
0,Fp1-F3,5.336143316507365e-12,1.9310587505897697e-13,1.8730204949835516e-13,8.503039753716067e-13
0,F3-C3,7.743333521445694e-12,8.489914025477382e-14,5.219266148971566e-14,3.5854548344448834e-13
0,C3-P3,3.595475795120507e-13,6.364029472814904e-14,2.2868785419751924e-14,8.351146818045717e-14
0,P3-O1,1.6359541840232016e-13,1.9996565528562378e-13,8.534896397389881e-14,1.9991641904206677e-13
0,Fp2-F8,1.842002478293764e-12,4.96465904328058e-14,4.778751351016959e-14,1.2070896717724413e-13
0,F8-T4,7.921133616011272e-13,5.1713540948353404e-14,4.824556840885637e-14,3.1089894371552e-13
0,T4-T6,4.5170543725700857e-13,1.0467050605974762e-12,3.1495427662803102e-12,2.1916774154032157e-11
0,T6-O2,6.876839013118725e-13,1.5608204708714193e-12,3.1730690827391153e-12,1.891164332117801e-11
0,Fp1-F7,6.049795999836582e-14,8.300351393941313e-14,1.4060405218706515e-13,1.0823928253314161e-12
0,F7-T3,1.5320615459678676e-13,1.1557393311972566e-13,4.536218114956514e-14,3.699302432099259e-13
0,T3-T5,4.912812448849575e-13,1.7155900549795563e-13,1.4619648298680672e-13,2.7877234812273347e-13
0,T5-O1,1.1374325966538014e-13,5.189200547760537e-14,4.930009442570771e-14,1.1944386077275048e-13
0,Fz-Cz,2.187146713419181e-12,5.734788264466403e-14,9.354733785374e-14,2.505687599656176e-13
0,Cz-Pz,4.091871678253474e-12,1.668103811558419e-13,6.1407890573145095e-15,7.654929656863748e-14
0,Fp2-F4,1.7878670509319117e-12,2.3931046490742363e-13,1.224389472370336e-13,2.3775384987203896e-13
0,F4-C4,4.955954511081151e-13,3.676171719278601e-14,7.040036889455939e-14,1.3571211453315311e-13
0,C4-P4,1.528289523346693e-12,5.999591416247184e-14,2.4207431644992278e-14,1.139526080902938e-13
0,P4-O2,2.6950007705647357e-12,2.732337451937665e-13,5.948193002368771e-14,3.7637481152547607e-13
0,Fp1-F3,8.305034096309239e-13,1.9859364707858145e-13,8.118615958212877e-14,7.748367462880665e-13
0,F3-C3,1.1581829096675382e-12,7.069546513854166e-14,4.3720540995371096e-14,2.2418950167405058e-13
0,C3-P3,6.710671468314333e-13,5.872589952776645e-14,3.886722953663002e-14,6.634754984742653e-14
0,P3-O1,4.51474177486208e-13,1.4964410191870546e-13,3.0281908736129613e-14,1.604696723471361e-13
0,Fp2-F8,7.492490131951772e-13,7.717207247132813e-14,4.865058502179088e-14,7.90565501534729e-14
0,F8-T4,1.6930178109675378e-12,4.8750393208789266e-14,4.2664807644137263e-14,3.0201065032095225e-13
0,T4-T6,6.734497149491184e-13,9.1381583804536e-13,9.479229176931184e-13,1.5831593637324406e-11
0,T6-O2,1.6589794825652192e-12,1.0427633704623077e-12,1.6451237060015654e-12,1.601688467154088e-11
0,Fp1-F7,2.5637536203437124e-13,2.5995932427743163e-13,9.843277439100728e-14,6.977779868287706e-13
0,F7-T3,6.233603819925361e-13,7.287116663693291e-14,8.798958743220711e-14,3.2330824546719147e-13
0,T3-T5,2.695769318555113e-13,8.927677367553084e-14,6.26674919211516e-14,2.5096009220952e-13
0,T5-O1,8.871649413317114e-14,4.359982460614494e-14,2.071678331890112e-14,1.277188648542562e-13
0,Fz-Cz,2.406334911342656e-13,4.286719265696147e-14,7.087134671474072e-15,1.6536912107694e-13
0,Cz-Pz,4.677627152251289e-13,7.638881372580205e-14,4.880386075901779e-14,7.504964639165744e-14
0,Fp2-F4,7.495427189626451e-12,2.6340456441457625e-13,1.4597278169357924e-13,3.3122686830175035e-13
0,F4-C4,4.157624035086311e-12,9.854256776577761e-14,7.972772689955058e-14,1.513789219301086e-13
0,C4-P4,1.6154373297086876e-12,1.8183040869391348e-14,4.728320371335735e-14,1.7388659106975683e-13
0,P4-O2,3.8184076123374646e-12,2.5516200135248376e-13,8.318513350583731e-14,2.423271992223883e-13
0,Fp1-F3,6.2198554420003116e-12,3.0217931695915265e-13,8.826088690503666e-14,1.0205804236787984e-12
0,F3-C3,2.0284568983346276e-12,2.8025673746914975e-13,4.202993784176802e-14,1.3637731740892547e-13
0,C3-P3,4.348699082411106e-13,5.4817936358386924e-14,1.4422482949538775e-14,8.715476419687347e-14
0,P3-O1,3.140790593140074e-13,8.83499977565264e-14,4.486155597764586e-14,1.519714534881438e-13
0,Fp2-F8,5.058898131862299e-12,1.7094143836461586e-13,8.472744085042017e-14,8.148135811257747e-14
0,F8-T4,2.7338671221120377e-12,1.0826115444515593e-13,1.254268332222135e-13,2.546945589853508e-13
0,T4-T6,1.273126704504456e-12,6.23610222000125e-13,1.4822630975426713e-12,2.6016201580131877e-11
