label,channel,delta_power,theta_power,alpha_power,beta_power
1,Fp2-F4,2.3557266563256187e-09,1.7628268036263524e-10,7.367437545544866e-11,1.788640921228542e-11
1,F4-C4,8.774552959570527e-10,8.406220227966523e-11,5.688127435071303e-11,1.6253403941307454e-11
1,C4-P4,7.986871793345959e-10,1.372943856100406e-11,5.967131816803808e-12,1.0804251455020007e-11
1,P4-O2,2.506124669556746e-10,8.375214896216946e-12,1.476879453346198e-12,1.3049253669642024e-11
1,Fp1-F3,1.0947677564079231e-10,6.1088893721761426e-12,6.03846130411434e-13,1.4962580492148386e-12
1,F3-C3,1.4899318346108338e-10,9.876785721265731e-12,1.3740318082171096e-12,2.423841877964678e-12
1,C3-P3,6.083966607341666e-11,8.127939383222178e-12,1.5083064023410415e-12,1.6264066647823093e-12
1,P3-O1,2.731148763731335e-10,6.552462496006957e-12,2.6016824054987926e-12,2.5000469223518787e-11
1,Fp2-F8,3.5647271519051506e-10,2.9399164890182506e-11,9.956905055807516e-13,2.366197677324548e-11
1,F8-T4,3.467113565658166e-10,7.238039378302761e-11,1.041818662461968e-11,3.110105820335623e-11
1,T4-T6,7.309016493069321e-11,3.990576165238649e-11,5.813142211854437e-12,6.103149472522197e-11
1,T6-O2,1.476853963264887e-11,1.6334715996616676e-12,3.201898315262016e-12,1.863800089616949e-11
1,Fp1-F7,1.786440643434494e-11,4.0119369649381656e-12,1.0072915582304468e-12,1.4320047884772302e-12
1,F7-T3,1.3381062338635492e-10,1.1687633183322744e-11,9.270634017761212e-13,1.0685764074121825e-12
1,T3-T5,8.181264253876549e-12,8.679503657129711e-12,3.87602200075878e-12,7.805093487915122e-12
1,T5-O1,7.82358798413945e-11,7.214967879040202e-12,6.408008885557568e-12,3.633808915687317e-11
1,Fz-Cz,1.7459107643223493e-09,6.765783606294041e-11,1.2862975466307518e-11,1.9259792614140917e-11
1,Cz-Pz,7.80668996598655e-11,1.4430325870134514e-11,2.7726537588686776e-12,2.379844637172263e-12
1,Fp2-F4,5.917824460567411e-09,2.842866822559571e-10,9.208881258746758e-11,2.6581095331638753e-11
1,F4-C4,1.3123326480570356e-09,1.0657639817110524e-10,1.5068492668787658e-10,5.6439891828665146e-11
1,C4-P4,1.0131420782158662e-09,9.715963391264164e-11,4.937214845222143e-12,1.950298490597763e-12
1,P4-O2,3.1056399348057755e-10,3.8941292307118564e-11,2.3095714105851345e-12,6.227968162111859e-12
1,Fp1-F3,3.4921700650656954e-10,2.632783397729227e-12,8.995673365358055e-13,2.0414446285639635e-12
1,F3-C3,1.5322762082885877e-10,7.398123750422196e-12,2.9271040350808e-12,3.891980945001025e-12
1,C3-P3,4.9162588322924334e-11,6.09536114622816e-12,1.3103283244074406e-12,5.953170567970013e-13
1,P3-O1,3.737553342375053e-11,5.127102650021915e-12,1.2630778790291104e-12,6.735585962332383e-12
1,Fp2-F8,4.5493519228960043e-10,3.1217801581629754e-11,4.590366888440105e-12,1.1446684927029224e-11
1,F8-T4,3.045637204689524e-10,1.231812287269073e-11,4.4208515893832804e-12,2.3238469734196578e-11
1,T4-T6,3.15139373279487e-10,2.3646786635628533e-11,2.5756125968103763e-12,3.341185951079761e-11
1,T6-O2,1.2064216557333385e-11,1.055278402478178e-12,2.221237865004181e-12,1.0667814740115394e-11
1,Fp1-F7,6.82132809305734e-10,3.774417062916861e-12,2.3142508813111727e-12,2.9923851157605145e-12
1,F7-T3,3.270249957755467e-11,7.490909651359408e-12,5.721816061788322e-13,2.41970163317393e-12
1,T3-T5,9.119971301150879e-12,3.864494437828423e-12,9.87261304720216e-13,6.20426492632386e-12
1,T5-O1,7.594274915127988e-12,3.218675632725943e-12,1.9103557162988293e-12,7.566614084397071e-12
1,Fz-Cz,1.1443867864629248e-09,1.1828215301382614e-10,5.190390119992794e-11,4.594056818992639e-11
1,Cz-Pz,7.173690958815733e-11,3.208442415665243e-11,9.602930148548314e-13,4.371939986050424e-12
1,Fp2-F4,1.9438626274522997e-09,3.1150469210040014e-10,4.352246018620037e-11,1.902964846845747e-11
1,F4-C4,6.615671518131805e-10,1.0649450871855018e-10,4.1061687349957204e-11,4.0676134009725744e-11
1,C4-P4,1.3210805706499237e-09,5.795053789574458e-11,4.750806432375012e-12,1.7485235665510849e-12
1,P4-O2,1.1827587358760077e-10,1.3586457188852562e-11,1.841053892295957e-12,1.1071986272246594e-11
1,Fp1-F3,5.379217176508691e-11,3.3399591847745947e-12,5.8576905528352e-13,3.4080352463747866e-12
1,F3-C3,2.1776936340192123e-10,1.142864344706405e-11,2.6933222682636598e-12,1.3804086485028716e-12
1,C3-P3,2.6233156516222103e-11,5.265280110782278e-12,1.0033577008684388e-12,6.256538709011687e-13
1,P3-O1,2.2866902312003668e-10,3.4362441389752244e-12,2.0036135410670526e-12,6.229845782008091e-12
1,Fp2-F8,1.394802855515677e-10,6.346689710025065e-11,1.1110201031528322e-11,1.4678874541977698e-11
1,F8-T4,6.326289309853487e-11,2.4593735636839975e-11,4.891607442823418e-12,2.063866433827474e-11
1,T4-T6,2.104183592483874e-11,3.970356531889966e-11,5.120933022568928e-12,3.3123738200764545e-11
1,T6-O2,5.707141342021672e-11,1.8637140563117393e-12,2.7169243617980034e-12,6.340758130512722e-12
1,Fp1-F7,6.023373811907821e-11,1.1637240682478523e-11,1.5784427127336228e-12,2.60135773347033e-12
1,F7-T3,3.379720887033838e-11,5.9682699145129666e-12,3.5409038227888306e-13,1.0759333214850702e-12
1,T3-T5,2.737019847784893e-11,1.5935900069422771e-12,3.787067836051014e-13,4.899232389381382e-12
1,T5-O1,6.229924936765823e-11,6.1850828728735894e-12,7.1546296457613145e-12,1.0656190399055565e-11
1,Fz-Cz,1.6914219016472046e-09,2.1349489458388327e-10,3.480246811492017e-11,2.8763023243535265e-11
1,Cz-Pz,1.6009599308207664e-10,3.9026986321596524e-11,2.8694380258217825e-12,3.312664863022656e-12
1,Fp2-F4,6.040812530278827e-09,2.0344699374985675e-10,2.5395382219807635e-11,6.077679347631414e-12
1,F4-C4,1.7620638694922138e-09,9.608584115929478e-11,2.2824168819410347e-11,2.343762284065926e-11
1,C4-P4,8.325610519805586e-10,3.146548567781897e-11,1.0940939610192569e-11,1.889662009413948e-12
1,P4-O2,4.1858433430287436e-11,2.180997227156068e-11,3.223270323449869e-12,8.889237035224478e-12
1,Fp1-F3,6.240554742264145e-10,6.638956227032266e-12,9.27669546116695e-13,1.1847232052156327e-12
1,F3-C3,2.1020468626652745e-10,3.255754774509891e-11,3.962327765697855e-12,9.694649731551735e-12
1,C3-P3,1.2144959668134857e-10,2.01134016318842e-11,5.737563883693041e-12,3.1760271469556184e-12
1,P3-O1,2.2195897451677047e-11,6.988082581337472e-12,5.019000879786345e-12,4.503974856196279e-12
1,Fp2-F8,2.0281709644137366e-10,2.3036994814678468e-11,3.820225131216343e-12,7.340778562924061e-12
1,F8-T4,4.218955795037718e-10,4.78914607700773e-11,1.511944655694283e-11,4.015658619183177e-11
1,T4-T6,8.227967353192805e-11,1.7695019868657544e-11,1.5126216069062082e-11,3.416854764537899e-11
1,T6-O2,6.410210436331905e-11,1.617299516431397e-12,2.1053426239763142e-12,7.921266137348976e-12
1,Fp1-F7,5.111688183720961e-10,1.1342290356600234e-11,1.3474742254097494e-12,2.307663893608916e-12
1,F7-T3,1.7061711018759942e-11,3.879767237835537e-12,7.672313794541331e-13,9.239624244661573e-13
1,T3-T5,2.959710350590703e-11,7.055481108900674e-12,1.280890029309471e-12,8.435259606101086e-12
1,T5-O1,5.2658933781387694e-11,5.844069753585989e-12,3.5874253548917966e-12,8.210635850326515e-12
1,Fz-Cz,1.1733928264695772e-09,2.528536794856296e-10,2.837087448017925e-11,4.878607310793945e-11
1,Cz-Pz,1.3712849801974348e-10,2.3219381604623526e-11,7.677273921960166e-12,3.768805053276937e-12
1,Fp2-F4,2.6978305346358875e-09,3.6948687333135866e-10,1.0230167939458929e-11,6.020395036111852e-12
1,F4-C4,1.735270329556261e-09,5.407481203061439e-11,2.782407459593088e-11,3.331008746917518e-11
1,C4-P4,7.596194531104009e-10,1.6804021091732137e-11,7.33865830357509e-12,8.361089361852467e-12
1,P4-O2,7.78718261854323e-11,2.2709080950220446e-11,2.799991252160985e-11,1.9770328459208967e-11
1,Fp1-F3,4.45596097727032e-10,3.27517016442984e-10,5.194697496864755e-11,3.3909788345225983e-11
1,F3-C3,1.423876019558843e-09,2.451911264820195e-10,2.458085861945906e-11,2.5089060320728604e-11
1,C3-P3,3.4023434114054183e-10,1.638467821899219e-11,2.4992940909037782e-12,6.55681504366914e-12
1,P3-O1,4.0116607806191007e-10,1.495021068229621e-11,1.0787128701525511e-11,3.567452331207952e-11
1,Fp2-F8,5.581600812815825e-11,4.2865651724241526e-11,4.156388815958395e-12,9.053766111913763e-12
1,F8-T4,2.451601283196527e-10,4.337010605191312e-11,4.3468968026826955e-12,2.4765671992649177e-11
1,T4-T6,7.164313349009432e-11,1.1322447202167609e-11,2.130643550271585e-11,3.935161011517302e-11
1,T6-O2,7.563764795692504e-11,1.1562878541344123e-11,2.7673948531348125e-12,7.921695526152367e-12
1,Fp1-F7,1.7253348343912581e-09,2.353612829253995e-10,7.315229705619031e-12,4.7158849607002375e-12
1,F7-T3,1.1824594996045857e-09,5.6447635138834544e-11,2.571091126489222e-12,1.6451501967836157e-12
