label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,1.1681824483591495e-11,3.0660236258450797e-12,7.489399066145242e-13,3.0974024068967022e-12
0,F4-C4,4.532255594128389e-12,9.795353544844343e-13,2.7250370510876467e-13,1.769386247031831e-13
0,C4-P4,2.25037588144558e-12,2.903733501461472e-13,2.4376474211752117e-13,1.2288443638478152e-13
0,P4-O2,1.4576899708375243e-11,3.8480086951131106e-12,3.8437086334389134e-13,5.663275574789296e-13
0,Fp1-F3,8.533758159260421e-12,2.2329102281219054e-12,1.1649175385663647e-12,2.2405212224534503e-12
0,F3-C3,1.301153285463242e-11,6.063020417821989e-12,1.4558411760958797e-12,2.9543511086107244e-13
0,C3-P3,8.437688057345e-13,1.5115656391550817e-12,6.09119676064557e-13,2.3990465751793624e-13
0,P3-O1,1.3119262723525999e-11,1.9482987600805805e-12,2.0058702666755972e-13,4.48832073394177e-13
0,Fp2-F8,3.2498165622246814e-11,7.1498949319749484e-12,8.663913981638963e-13,2.504425112484377e-12
0,F8-T4,5.296895683381811e-12,5.917447170673995e-12,1.9746009481404e-12,2.5998642052228347e-12
0,T4-T6,1.360276370888738e-11,6.419928092499387e-12,2.083226310224461e-12,1.4169112064504015e-11
0,T6-O2,6.467867083275727e-12,6.003132739823564e-12,4.301417426732657e-12,1.0658592388183604e-11
0,Fp1-F7,2.7287927295046147e-11,6.637518673581593e-12,3.2157959239513306e-12,2.8921727192704755e-12
0,F7-T3,2.0129113067561264e-11,1.93363971569015e-11,5.106895541916405e-12,2.6667903852863496e-12
0,T3-T5,7.168838823248476e-12,9.384399486835583e-12,1.437817105493566e-12,4.819202750286017e-12
0,T5-O1,6.8171956323816204e-12,8.512383897391704e-12,3.684548452775759e-12,4.003989352739814e-12
0,Fz-Cz,7.77850131814061e-12,1.3068358182644467e-12,2.7549046602800734e-13,9.01908007580949e-14
0,Cz-Pz,3.0602434015294637e-13,6.499023423304612e-13,5.186892219539223e-13,1.603812654939536e-13
0,Fp2-F4,1.7153213456538765e-13,5.722302987570948e-13,7.01764858196227e-13,2.78692459393083e-12
0,F4-C4,1.1058587811020443e-12,4.673112054864411e-14,2.1464118140710888e-14,9.923732727280282e-14
0,C4-P4,2.806727094076071e-13,1.0859520491996998e-14,1.1885477794302699e-14,8.625126281156128e-14
0,P4-O2,9.212545327745217e-13,2.369444271433659e-14,4.990496001960703e-14,2.7228696799373e-13
0,Fp1-F3,1.6713208714927427e-13,1.5510507998269793e-13,1.9089945797258789e-13,2.52248486121388e-12
0,F3-C3,5.830658121168199e-13,6.418068537510018e-15,1.245549463407319e-14,9.386435043661501e-14
0,C3-P3,1.5910616142580262e-13,7.131831482374233e-15,6.841678523318468e-15,3.984520315721603e-14
0,P3-O1,3.3838024010360253e-13,2.0718862090302566e-13,4.259301614369088e-14,5.167195723513006e-13
0,Fp2-F8,4.1263094995000543e-13,5.379654401045371e-13,7.467169932837686e-13,2.3961699810066155e-12
0,F8-T4,3.6535324141510527e-13,7.171161490134894e-14,1.3570348501840852e-13,1.5682813977802415e-12
0,T4-T6,2.0611970527439562e-13,2.214097085577125e-13,6.953715605468735e-13,7.197098320295685e-12
0,T6-O2,4.858460224548924e-13,1.5544581502096374e-13,5.72805706475265e-13,5.805813168852335e-12
0,Fp1-F7,1.9826443225139138e-13,5.41841500767806e-13,4.230260011107442e-13,3.1153042664204176e-12
0,F7-T3,6.245087765010452e-13,4.4467761127728086e-13,1.5984785832150493e-13,1.934188191762771e-12
0,T3-T5,2.897861070256796e-13,8.701322648980586e-14,3.264513080617125e-13,6.470409849803771e-12
0,T5-O1,1.1752553998524527e-13,2.7379322803767417e-13,4.714562107067448e-13,5.413560500273538e-12
0,Fz-Cz,5.595135337118529e-13,8.144483860046361e-14,1.89804936001168e-14,4.605535447149266e-14
0,Cz-Pz,9.948443002039946e-14,1.1058854107226105e-14,9.391632597597091e-15,8.055558477396576e-14
0,Fp2-F4,2.760650744648823e-13,1.255253934630172e-13,5.808043117816475e-13,3.627703585648404e-12
0,F4-C4,2.4084382310218227e-12,8.968438925406669e-14,3.9678881853041253e-14,2.0288184551469613e-13
0,C4-P4,6.001980700077795e-14,2.1455737056109138e-14,2.1991221855509028e-14,5.195794427003378e-14
0,P4-O2,4.599722203555366e-13,3.921371864827024e-14,9.143524677487011e-14,6.993191317325268e-13
0,Fp1-F3,3.8415271819301385e-13,2.5641539618644413e-13,2.6215755451511505e-13,3.4670690788640195e-12
0,F3-C3,8.513046282758504e-13,5.892094079428594e-14,2.002442715063966e-14,7.277916500690315e-14
0,C3-P3,7.189316563627194e-13,6.718185617637161e-14,2.2043362983734954e-14,4.629493624600881e-14
0,P3-O1,4.573123515625081e-13,1.9622282238189847e-14,5.1423380364191995e-14,3.146106636604311e-13
0,Fp2-F8,1.9727142359704457e-13,1.906512761132984e-13,9.240208768192467e-13,4.441296815746904e-12
0,F8-T4,8.445739572611547e-14,4.981563567328437e-14,1.8322881811343695e-13,2.336834800912003e-12
0,T4-T6,6.40703718527424e-13,6.543021980996554e-13,8.526510705356984e-13,1.3726196869538055e-11
0,T6-O2,4.41902380121551e-13,5.714683916932044e-13,1.1078860988232994e-12,7.790508684382582e-12
0,Fp1-F7,2.801262913234771e-13,2.754165012376043e-13,1.8985248391686527e-13,6.082816385377479e-12
0,F7-T3,7.035908735715729e-13,2.5420285262071164e-13,3.5208124650253635e-13,2.6676291483812786e-12
0,T3-T5,9.92099499445063e-13,1.8075530187596792e-13,2.418623822569744e-13,8.7298052549307e-12
0,T5-O1,1.7754592947390986e-14,3.8083455916884154e-14,1.3490096020125974e-13,4.29511242234602e-12
0,Fz-Cz,4.897792827327099e-12,9.276500668194681e-14,1.0374458098560625e-14,6.334916406272517e-14
0,Cz-Pz,1.3349428917661813e-13,1.8660412053581125e-14,2.0427632997729365e-15,2.957328776371304e-14
0,Fp2-F4,2.0005907544715335e-11,2.3919018418324778e-12,1.5032381582301988e-12,2.4169105788753747e-12
0,F4-C4,3.720525683705516e-12,3.244783626469957e-13,1.4752288295643857e-13,2.045601217183536e-13
