label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,1.3501989158222209e-11,4.4335741477414815e-12,3.79021415762204e-12,7.990217803099896e-11
0,F4-C4,5.022404277428186e-11,3.639368356603321e-11,2.026331532331768e-12,4.4098891457027125e-11
0,C4-P4,7.256690011597308e-12,2.263299096188961e-11,2.233086154616325e-12,1.3563095323166064e-12
0,P4-O2,8.331432398778778e-12,2.878000624226712e-13,9.016266843865185e-13,1.4148176309559321e-12
0,Fp1-F3,9.597627119644641e-12,9.127364060843175e-12,1.111962782183946e-11,3.489927447528993e-11
0,F3-C3,6.668882156411132e-11,2.2147728655856582e-11,9.200958769880629e-12,1.841440257622819e-11
0,C3-P3,2.2094233224096242e-11,7.939241678115672e-13,4.765930716283589e-13,5.576298459206729e-13
0,P3-O1,3.9850539490431485e-12,2.3782146138380184e-12,6.075834978162255e-13,6.962880324590762e-13
0,Fp2-F8,1.1318927643982423e-11,3.884681169415797e-12,6.469394793717161e-13,3.9647479549940916e-11
0,F8-T4,7.72521808767056e-12,8.334685302850568e-12,3.117959961209703e-13,1.6419479551797526e-11
0,T4-T6,1.3984044821586128e-11,1.7292559446514285e-11,4.480173768394551e-13,1.7433075042565757e-11
0,T6-O2,3.5723247369871635e-12,2.7432986722608882e-12,2.7925921776974586e-13,4.787625920583527e-13
0,Fp1-F7,1.126635583708967e-11,1.0397364629403647e-11,1.6075574177867736e-12,2.1114074396679472e-11
0,F7-T3,4.857426670808223e-12,9.856331699875288e-13,7.92998216340686e-13,4.9250593740033365e-11
0,T3-T5,6.121219226302012e-12,1.6242583415472748e-12,2.2439316802055824e-12,4.7000759940357924e-11
0,T5-O1,5.84954575407968e-12,6.367019158523335e-12,5.854057454187944e-13,2.9975395391985627e-13
0,Fz-Cz,8.249765217491625e-11,3.854963348517859e-11,2.968621059744621e-12,1.5787073807015744e-12
0,Cz-Pz,1.479337928733291e-11,2.516237424001649e-11,2.4673555504389162e-12,1.9062973453480733e-12
0,Fp2-F4,4.2329569208763256e-11,1.7604133430151048e-11,4.203803913539997e-13,5.022137816259184e-11
0,F4-C4,1.2817130763094772e-10,4.309126564378444e-11,1.903066070097401e-12,2.6049504244892747e-11
0,C4-P4,5.712154695409587e-11,7.838317901469383e-12,7.313008541094088e-13,8.05835183064114e-13
0,P4-O2,4.904474481543979e-11,6.859440999503111e-12,3.796795399939609e-13,1.2538372169902494e-12
0,Fp1-F3,1.2110564336307127e-10,8.012535357349251e-11,8.903053122805014e-12,3.114905126646276e-11
0,F3-C3,1.8935514193205692e-10,2.053196063894019e-11,9.775906816576047e-12,1.0440705264154372e-11
0,C3-P3,2.2284881168650242e-10,1.112706525844774e-11,7.768700657930238e-12,2.3958204643716735e-12
0,P3-O1,1.0313384516219135e-10,3.882357589821547e-12,6.519332605713641e-13,1.5138758191945403e-12
0,Fp2-F8,1.0691958190450486e-11,4.4447331991729716e-11,3.925935737983381e-12,4.3952304757369896e-11
0,F8-T4,1.0600780677503613e-10,4.088867841612151e-11,4.980981475941883e-12,2.977120834952867e-11
0,T4-T6,2.4938411706134928e-11,1.2304494195016605e-11,1.6010411571830249e-12,1.7806954516937635e-11
0,T6-O2,2.2404379186280017e-11,2.937227037523614e-12,1.3309287973522554e-13,6.638841964137562e-13
0,Fp1-F7,1.1540716588298288e-10,5.0888434530395814e-11,2.7585390375045458e-12,1.767774965117106e-11
0,F7-T3,8.146450360293745e-11,1.9638715560388516e-11,4.0032430335402775e-12,5.579685030109401e-11
0,T3-T5,8.773543325452943e-12,5.375852199825418e-12,4.758186771314522e-12,6.104807183951478e-11
0,T5-O1,1.1535575889465915e-10,4.2641322065672785e-12,1.2330411427105028e-12,6.910294358728818e-13
0,Fz-Cz,8.848287907458954e-11,2.3270644996776398e-11,9.850643034445675e-12,1.3342731937343702e-11
0,Cz-Pz,1.9482117815969714e-10,3.0578398559795267e-11,4.147182265204081e-12,2.801014961974806e-12
0,Fp2-F4,2.69930799411484e-10,9.297476290212496e-11,2.5244868065231334e-11,6.781918166304441e-11
0,F4-C4,4.0953482296621265e-10,6.85579287946032e-11,8.154322259533497e-12,4.4350668676451333e-11
0,C4-P4,4.4883282533343047e-10,1.5827911058529863e-11,3.4011531490306583e-12,6.479709007641386e-13
0,P4-O2,9.387544523586112e-11,2.1856336722297523e-12,6.903779958620425e-13,1.4387773878057438e-12
0,Fp1-F3,5.125370319329816e-11,2.638386461601678e-11,2.1748835511633735e-12,3.351505473406606e-11
0,F3-C3,1.459687645216169e-10,1.4309422930135387e-11,3.759050408852157e-12,1.5455556676527246e-11
0,C3-P3,4.431422133091836e-11,1.6274764069670268e-12,8.996444649961801e-13,2.901143282937718e-13
0,P3-O1,1.5245192930439352e-10,6.2491250376277255e-12,4.5382073517720045e-13,9.320069639633977e-13
0,Fp2-F8,4.621322742055517e-11,6.5778541002691974e-12,1.8654117209858743e-12,3.581568442901016e-11
0,F8-T4,3.7853660926328163e-10,2.6408079779842035e-12,1.8804138348822026e-12,2.6278928860034556e-11
0,T4-T6,4.3914170890272885e-10,7.698836226564804e-12,1.835775593111518e-12,2.0773848598109632e-11
0,T6-O2,1.188170679339523e-10,3.539280895474961e-12,2.9149386430597694e-12,1.019420685792275e-12
0,Fp1-F7,2.496641221685398e-11,7.906717725657245e-12,1.9671841551227526e-12,3.056150603542141e-11
0,F7-T3,1.5578234820496294e-10,1.2574663532514994e-11,2.14662748413523e-12,6.108431020889913e-11
0,T3-T5,2.0098662246860624e-10,7.847608744272635e-12,2.2833753257062124e-12,4.582099014418196e-11
0,T5-O1,3.1689805082383686e-11,1.5294129777674557e-12,3.2846520662544107e-13,5.185500150762655e-13
0,Fz-Cz,5.7535454684972215e-11,3.413333891688507e-11,6.31010341424532e-12,1.6495431546415783e-12
0,Cz-Pz,2.0587798101718494e-10,3.405058684608301e-12,3.2372550990062264e-12,5.681377374818955e-13
0,Fp2-F4,6.464632913686008e-11,1.0790507248505268e-11,8.578743716600703e-12,9.285054256749598e-11
0,F4-C4,1.253956949852381e-10,2.9603019001674e-11,4.6113461970254795e-12,4.7376103211572536e-11
0,C4-P4,2.3086998321736117e-10,7.74457877130885e-12,9.92581717405025e-13,1.2081771784958537e-12
0,P4-O2,1.604437168384661e-10,1.0606874158241517e-11,2.298725633537251e-12,1.9053920259080155e-12
0,Fp1-F3,1.2735614708603662e-10,1.8151950341379162e-11,4.99487844148688e-12,2.0207258166933853e-11
0,F3-C3,5.046227998364378e-11,1.0666277086807103e-11,7.568051294352173e-12,1.0993424517988346e-11
0,C3-P3,4.0941579956609194e-10,5.768729917916659e-11,3.544854859191226e-11,8.617914182542976e-12
0,P3-O1,4.5914650527801527e-11,1.470140289440666e-11,1.6012874748691916e-11,1.117201675751385e-11
0,Fp2-F8,6.446440753513826e-11,8.371019631250413e-12,2.65403333130939e-12,1.8748833028821792e-11
0,F8-T4,9.444445350908393e-11,5.0824796644243534e-11,1.5545944204199892e-11,2.4232940560792028e-11
0,T4-T6,3.6615635652667274e-11,1.9740674129448918e-11,1.5913316437236312e-11,2.5935692838184985e-11
0,T6-O2,2.1004872310622996e-11,3.5121552398602596e-12,1.7858829358768078e-12,1.141989884086085e-12
0,Fp1-F7,3.69430439845789e-11,2.426823207790325e-11,2.8581262630844846e-12,1.8726358326450196e-11
0,F7-T3,2.8108377843884467e-10,1.064094307846082e-11,9.477204149858723e-12,4.731768991970175e-11
0,T3-T5,1.4912357208303277e-10,3.5226524829468013e-11,3.014163033763174e-11,4.022951647522736e-11
0,T5-O1,4.081893835961401e-11,1.911478857832704e-12,5.556033905202819e-13,1.0379441265153784e-12
0,Fz-Cz,1.4731812542945277e-10,3.6910809538334985e-11,1.7790435060818138e-11,3.033285474877003e-12
0,Cz-Pz,2.0155388479400543e-10,2.8430000188858665e-11,2.531214948706574e-12,1.259337958996943e-12
0,Fp2-F4,1.8046115825683531e-10,8.61892692613954e-12,2.41298029773464e-12,1.9644501535763034e-11
