label,channel,delta_power,theta_power,alpha_power,beta_power
1,Fp2-F4,1.140770360096113e-11,8.082583633796414e-13,1.0534083447160787e-13,2.835476252776537e-13
1,F4-C4,5.2756469438217655e-11,9.900883422267256e-13,8.644986867486103e-13,5.792716496567339e-13
1,C4-P4,3.5204197740651185e-11,6.950632372282201e-12,5.491012504989304e-12,3.007549849002717e-12
1,P4-O2,1.3844086696485843e-10,1.5906510756376697e-11,7.589644678120627e-12,3.4929611212686516e-12
1,Fp1-F3,3.072792818621466e-12,4.0616432147062347e-13,5.281513765996724e-14,3.539003018755296e-13
1,F3-C3,7.335898207059815e-12,1.0104511970883144e-12,5.398910896323679e-13,5.692966207985434e-13
1,C3-P3,1.507719149337498e-11,1.643544286773337e-12,1.9112155740797392e-12,9.224461975985794e-13
1,P3-O1,1.7785929473888073e-11,7.233505630223251e-12,4.318181518453269e-12,1.2292548270925129e-12
1,Fp2-F8,1.1864827520529262e-11,6.855586871009546e-13,2.711790239089197e-13,8.497538428364799e-13
1,F8-T4,1.5417530695975636e-10,1.8115006406349455e-11,1.3916105392276545e-11,4.2421314512592175e-12
1,T4-T6,8.045119968750588e-11,8.293553192117425e-12,3.51224797266162e-12,6.7321561566368744e-12
1,T6-O2,1.9643343346909714e-14,1.0100728045219508e-14,2.300261352548677e-15,2.4912403687944196e-14
1,Fp1-F7,1.4124166233471233e-12,1.4315338885828995e-12,4.0241291053563034e-13,5.753647878008938e-13
1,F7-T3,9.065458069181191e-13,1.175196762453295e-12,6.004072454011127e-13,5.276653971729389e-13
1,T3-T5,1.3893729674157287e-11,3.1931338177738547e-12,1.6974720192098306e-12,8.877804272519649e-13
1,T5-O1,3.138352533372639e-11,3.2928484055432753e-12,2.3110808299618465e-12,1.2284154328189131e-12
1,Fz-Cz,1.8507769298575735e-11,2.1924259219764063e-12,1.3388475602121084e-12,1.199945322285645e-12
1,Cz-Pz,1.177042492663862e-10,7.297283844347921e-12,7.322452550628057e-12,3.299118370390994e-12
1,Fp2-F4,7.390031686965466e-11,2.543955705753495e-12,4.0733084577312235e-13,5.596477636499072e-13
1,F4-C4,1.6454264636640857e-10,6.428008815415635e-12,4.1469108130551747e-13,2.0564712651082967e-12
1,C4-P4,6.554729141739623e-11,8.583639938961374e-12,5.561555151431455e-12,1.9270216770158466e-12
1,P4-O2,3.558787187665141e-10,3.7554479161355934e-11,1.4617440929129992e-11,9.673579695605119e-12
1,Fp1-F3,1.9707934606093874e-11,2.31293795134259e-13,1.0099915778547297e-13,3.349898038269651e-13
