label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,3.863351453990414e-11,2.0854523874275606e-12,5.467831320985408e-13,6.224158856419497e-13
0,F4-C4,6.618688501803914e-11,5.432685809176242e-12,2.8490040270537614e-13,1.6204660320387549e-12
0,C4-P4,3.8833194232523306e-11,3.5101403430701236e-12,2.8348817443920365e-13,3.927367840938599e-13
0,P4-O2,2.0929375891527354e-11,3.0218243480800373e-12,5.875977091598308e-13,1.2377793208935968e-12
0,Fp1-F3,2.3981867854231958e-11,3.2206915384773597e-12,1.3236787642647759e-12,6.790757425880036e-13
0,F3-C3,2.965415092160535e-11,6.533781372330417e-12,1.8872693741797126e-12,2.2399609251675217e-12
0,C3-P3,7.097540143945375e-11,6.703838368368811e-12,3.318006755414041e-12,3.1146163166853483e-12
0,P3-O1,3.9342039778491363e-11,6.646591915997227e-12,2.874308905817377e-12,6.09689847071177e-12
0,Fp2-F8,2.7316889858816177e-11,1.820665597496993e-12,9.533549663326695e-13,4.4585447714231496e-13
0,F8-T4,1.7433701954575244e-11,3.049520142088273e-12,5.999849635286973e-13,2.485168961993978e-12
0,T4-T6,1.6175729363804754e-11,1.516243130174769e-12,6.587705044577368e-13,3.5904182458864855e-12
0,T6-O2,4.991465077244756e-12,1.5889614783200069e-12,7.197156176326655e-13,8.517646171642287e-13
0,Fp1-F7,3.039634661774662e-11,5.178451252962471e-12,1.7664330686663523e-12,1.0692978268267398e-12
0,F7-T3,8.593959634845248e-11,1.0523493681120742e-11,1.9488657541308405e-12,8.024390584215942e-13
0,T3-T5,5.959110127367774e-11,5.49381109174972e-12,2.3878052635007906e-12,5.30328910620576e-12
0,T5-O1,1.311635727154889e-10,5.8166036461430876e-12,7.712457866250831e-12,1.1256290519314927e-11
0,Fz-Cz,7.041991821713947e-11,4.5346022900897464e-11,3.190781225413577e-12,1.8880214769504146e-12
0,Cz-Pz,8.711679348571721e-11,9.13657928056676e-11,6.7690481353370154e-12,3.0813226281788635e-12
0,Fp2-F4,1.3233259848289478e-11,4.729680672952576e-12,9.998746609875975e-13,1.3441288671031305e-12
0,F4-C4,1.181934981394716e-10,1.5426125021450962e-11,9.249964509150079e-12,1.6459274368288616e-12
0,C4-P4,9.553638489007987e-12,5.352258228892405e-12,1.3129039893280628e-12,8.730116973320316e-13
0,P4-O2,3.214691907210593e-11,9.199667567201846e-12,4.3842560374997386e-12,4.72943222303372e-12
0,Fp1-F3,3.8415776013479806e-12,1.5790800703623055e-12,6.657333182623421e-13,9.019167366139577e-13
0,F3-C3,5.93031627699746e-11,3.3728400048900054e-12,2.8425606309533517e-12,1.2624963974783917e-12
0,C3-P3,1.3101981791357485e-11,9.306673543361931e-12,2.857305063674728e-12,3.671994463988636e-12
0,P3-O1,3.329391312990197e-11,9.164246782084167e-12,1.3854515083476004e-12,2.373864499253897e-12
0,Fp2-F8,2.874718698970906e-11,9.922055108015384e-12,1.3233992320751486e-12,7.0718632436691804e-12
0,F8-T4,9.28318832714133e-11,1.2596845241945196e-11,7.88447689490878e-12,6.340261751713406e-12
0,T4-T6,2.267824913308137e-10,1.1181449846008857e-11,1.4349872059429063e-12,2.566478357024741e-12
0,T6-O2,1.1402471840374018e-10,1.0824494899498843e-11,8.489794749795186e-12,3.05225354648832e-12
0,Fp1-F7,9.685914857358314e-12,2.9515238855500786e-12,6.882973565225439e-13,8.340249934634911e-13
0,F7-T3,6.310978940236875e-11,4.533799836290123e-12,2.4116675507700516e-12,1.2415700958021509e-12
0,T3-T5,6.0027454318862e-11,1.222384695490375e-11,1.6423705355445001e-12,1.4254172731242854e-12
0,T5-O1,4.703758244541174e-11,9.212230020940072e-12,5.357112734238741e-13,2.3814419341999196e-12
0,Fz-Cz,7.926349193622279e-11,6.130891926701221e-12,1.0409213788003381e-11,1.678162750540816e-12
0,Cz-Pz,4.900267537185433e-12,1.019545424582052e-11,9.196738586856309e-12,2.2273942186899875e-12
0,Fp2-F4,3.341368459315285e-11,1.279182465152193e-11,8.344157296976849e-13,4.122547635087788e-13
0,F4-C4,1.0021454366823849e-10,1.949794897991859e-12,1.4678795369804614e-12,9.123565723717116e-13
0,C4-P4,1.712772851703201e-11,1.7888533131305462e-12,1.1525640644542387e-13,5.127645214171999e-13
0,P4-O2,2.6566441472618286e-10,9.16742501859592e-12,1.7476691045525911e-12,4.1865252609337335e-12
0,Fp1-F3,2.0140214199028633e-11,2.270836680304637e-11,1.1833778441818405e-12,2.2988081455399295e-12
0,F3-C3,4.2033988510609155e-11,2.26792969817373e-11,2.899783664749831e-12,2.2451500628284808e-12
0,C3-P3,3.2255766809445794e-11,3.470955441002315e-11,5.523030334605121e-12,4.070151358735931e-12
0,P3-O1,2.3167345790066422e-11,1.1402552788174976e-11,4.1087848639093536e-12,2.8487801475888178e-12
0,Fp2-F8,2.0284061688425296e-11,9.586802447170416e-12,2.420712301421975e-12,7.842313177232921e-13
0,F8-T4,4.0808120599577395e-11,5.004288326569303e-12,9.039268423942237e-13,2.1795159184702234e-12
0,T4-T6,1.995982521693087e-09,3.697420754785094e-12,3.0849090599279565e-13,1.0849928603940802e-12
0,T6-O2,1.58361062754364e-09,4.48624374430835e-12,4.280385908555028e-12,7.14628560156772e-12
0,Fp1-F7,6.867419197128317e-11,1.3462837361479205e-11,3.1396857020227283e-12,2.1395057841979098e-13
0,F7-T3,6.059179558443937e-11,9.416433475965184e-12,4.6767731713680296e-12,1.3421606669935502e-12
0,T3-T5,5.676889449743414e-11,5.934564624504157e-11,1.179976857914384e-11,2.2182668869660778e-12
0,T5-O1,1.3090185934635513e-10,1.1668668561946587e-11,2.863591138563447e-12,4.881714747350065e-12
0,Fz-Cz,6.081395392452806e-11,2.0482214807650554e-12,3.4592070037458806e-12,1.7112047596047347e-12
0,Cz-Pz,4.76883475499411e-11,8.600544330242538e-12,3.416321491821747e-12,1.4483445967109935e-12
0,Fp2-F4,2.2828416613318684e-11,9.91691430833851e-12,1.5747615423130376e-12,2.9077681780492927e-12
0,F4-C4,8.294785187935954e-11,9.925414438973082e-12,1.4171684083755684e-12,1.6278832977184069e-12
0,C4-P4,1.0168726053889984e-10,3.6007210253422834e-12,5.413076490616735e-13,5.719442097576032e-13
0,P4-O2,4.182839796057286e-10,3.785637477000315e-12,8.551400384683863e-13,9.163220560605886e-13
