label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,4.807228168089714e-13,9.10069362928233e-14,2.527266764448628e-14,5.4992773494076106e-14
0,F4-C4,1.897452026655126e-12,2.547608988132062e-13,1.3157607661254348e-14,8.563099555615093e-14
0,C4-P4,6.916720305084249e-13,6.006241073083806e-15,1.6788798193095756e-14,7.800304175087648e-14
0,P4-O2,1.0751109047179845e-12,1.2837285575259628e-13,3.858536338236214e-14,7.93431550564913e-14
0,Fp1-F3,7.295694494668232e-13,2.1010536782451874e-13,4.862463613999812e-14,4.190843720569218e-13
0,F3-C3,4.446729014398302e-12,1.4432747592515952e-13,1.7831527303524782e-13,9.142977864807112e-14
0,C3-P3,6.255287529061478e-12,4.8657980768481866e-14,7.262164988593053e-14,1.5636573126684626e-13
0,P3-O1,5.19375292780662e-12,2.903199297340684e-13,3.845853996552253e-14,1.365861740599998e-13
0,Fp2-F8,1.9844842225925e-13,5.448903931840643e-14,4.172394218033404e-14,1.1946161739501886e-13
0,F8-T4,4.970388443825626e-13,1.3004193243803856e-13,2.302355331543693e-13,1.3877616810907852e-12
0,T4-T6,4.0007997719082545e-12,9.433699130148223e-14,1.4960025784483702e-13,1.5483092344183894e-12
0,T6-O2,3.8363030486051076e-12,1.178217875384737e-13,5.927723249449021e-14,9.340916573246454e-14
0,Fp1-F7,4.384338050608949e-13,6.409758164651961e-14,5.614123540811739e-14,5.162305544988586e-13
0,F7-T3,5.176361011069831e-13,3.563905338967229e-13,1.9841760622441772e-13,2.299321058385516e-13
0,T3-T5,1.179459940229577e-12,8.24060590611758e-14,1.3361691139566332e-13,2.540151729373172e-13
0,T5-O1,1.5942793400456362e-12,1.3180410825237854e-13,8.649990488522657e-14,2.3126468185686253e-13
0,Fz-Cz,3.9526627170819655e-13,1.9990550627548615e-13,2.238080685256041e-14,7.708994588778774e-14
0,Cz-Pz,2.447167143822993e-13,1.1733551944083765e-13,1.7621784654396758e-13,3.385751071882404e-13
0,Fp2-F4,2.675231444735476e-13,1.6650932644955958e-13,6.304038829536329e-14,9.909054645686469e-14
0,F4-C4,5.570182161708635e-13,5.87345520793841e-14,1.7519669607585276e-14,4.1743214382705855e-14
0,C4-P4,5.279326214125851e-13,8.146086072295117e-14,9.67855282265094e-15,3.357549102889656e-14
0,P4-O2,1.301158324071495e-12,1.144809895043281e-13,2.5577760480482214e-14,1.7626868781961684e-13
0,Fp1-F3,3.383644658672775e-13,2.544482233245095e-13,6.313258763773285e-14,3.559086533476717e-13
0,F3-C3,2.058981901212995e-12,1.039826695560392e-13,5.482842428092575e-14,6.145144172107737e-14
0,C3-P3,3.87933609388002e-13,1.0023436917877511e-13,1.6124708752134365e-13,8.092947024357245e-14
0,P3-O1,1.9050253241061943e-12,2.3305463643432945e-13,2.874241676849877e-14,1.2227814790149123e-13
