label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,3.6435172531991543e-13,4.080910230269657e-13,2.5524171486413516e-13,3.2142820897316835e-12
0,F4-C4,1.8978869273408866e-11,4.235208574090256e-12,2.0358688654918255e-12,4.1295673098801106e-13
0,C4-P4,1.3056828662409665e-11,2.8609736875767927e-12,4.3336525392719186e-13,6.906860255006533e-14
0,P4-O2,2.034506841891104e-12,8.228326607904111e-13,2.0569093333728442e-13,3.874993093520062e-14
0,Fp1-F3,9.111004253657567e-13,2.2013204747310145e-12,5.370684564872293e-13,1.2642897521083028e-12
0,F3-C3,8.247496975728456e-12,7.185979747374046e-12,2.772421568474269e-12,1.2152092917180892e-12
0,C3-P3,1.321799954878809e-12,1.456612123165079e-12,4.0904255683217274e-13,2.8350160372884313e-13
0,P3-O1,8.97734388431081e-12,5.542207163565306e-12,1.43129009902206e-12,2.067298725917069e-13
0,Fp2-F8,4.70628831864304e-13,1.557442712658702e-13,4.966144439654377e-14,3.326612481862375e-12
0,F8-T4,1.3474894027554236e-12,3.4531762664496894e-13,2.038180933225773e-13,1.0196734451685097e-12
0,T4-T6,2.2743445857185834e-12,1.116680286604953e-13,6.808173435343753e-14,1.4625832290605122e-13
0,T6-O2,1.1688548893783913e-12,3.650352191702523e-13,1.6576099141464932e-13,1.2920141432760538e-13
0,Fp1-F7,3.96458359987781e-12,3.314517206560413e-12,1.0637446880201548e-13,6.58408602169938e-13
0,F7-T3,7.439064032398815e-12,1.5871029706767131e-12,1.7894623443652579e-12,1.130789490583931e-12
0,T3-T5,1.7462469362456457e-11,1.1533633750249587e-11,5.855763204489748e-13,6.13829037831333e-13
0,T5-O1,4.7027138565405325e-12,6.697101475771129e-13,6.33374556398643e-13,8.977976592798376e-13
0,Fz-Cz,1.2662744508770642e-12,1.7785580205013133e-12,1.4862583810336968e-12,5.085462455220657e-13
0,Cz-Pz,6.853151853063467e-12,8.789178134255911e-13,2.396531221145115e-13,3.616344957781772e-13
0,Fp2-F4,8.101454632104558e-13,6.932252601586893e-13,2.7200422104354825e-13,3.5566801008098165e-12
0,F4-C4,9.745453976228806e-12,5.866900760157757e-12,7.585783941180982e-13,3.469534946501771e-13
0,C4-P4,2.261815567679202e-12,2.1704093847830173e-12,2.4340313736465317e-13,1.6250997953790316e-13
0,P4-O2,1.0955928036171946e-12,1.172510898181156e-12,4.0561745059797675e-13,1.3377087487960397e-13
0,Fp1-F3,1.5309503793325651e-12,2.7706492522476225e-13,3.0954456051155644e-14,1.0354140926288414e-12
0,F3-C3,2.2431756350244545e-12,7.052873847997585e-13,7.338899096047182e-14,2.0124828905617192e-13
0,C3-P3,3.2869429399057106e-13,1.8110553132088585e-13,3.076269645737355e-14,5.275952944851178e-14
0,P3-O1,4.123391431452947e-13,1.1056018535402696e-13,3.8323887993047897e-14,5.135445407141148e-14
