label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,9.35126195033506e-12,7.254511282532261e-12,1.803465854876546e-12,9.797856854599153e-13
0,F4-C4,4.526275389033331e-12,6.025232953363098e-13,1.2103806107286296e-12,5.2443297939722616e-14
0,C4-P4,2.5777304397936063e-13,1.8841039911503368e-13,1.808064512563738e-13,3.0845370651019374e-14
0,P4-O2,9.109419742557206e-14,2.6423602823805427e-13,4.693975975018273e-13,9.852454440384355e-14
0,Fp1-F3,5.674250989534381e-12,3.824460635884687e-13,4.1055368055069685e-13,8.788160604297513e-13
0,F3-C3,1.5337699149603978e-11,1.9062365984911735e-12,8.405567321437106e-13,1.3834514821814683e-13
0,C3-P3,2.79200578526777e-13,3.6902450564437046e-13,1.925203436986795e-13,8.578181058117188e-14
0,P3-O1,2.0424465079869645e-13,2.554282955648834e-13,2.5271613228085647e-13,1.0449936218072433e-13
0,Fp2-F8,8.479806081637984e-12,8.60735432629939e-12,8.917188176654371e-13,1.3869578800322792e-12
0,F8-T4,4.370673226083502e-12,1.5874884710944052e-13,2.299779984871756e-13,2.544892981985611e-13
0,T4-T6,1.7682811601786352e-13,3.0222217953455357e-13,1.28586345635174e-13,1.0188856436183803e-13
0,T6-O2,7.782725955703325e-13,2.734745216399931e-13,2.6046151885839726e-13,5.319868212641716e-13
0,Fp1-F7,7.53156598443637e-12,2.9507905186155766e-12,4.339933196145009e-13,1.4439703286382018e-12
0,F7-T3,3.1545504963478417e-12,1.6937701246595916e-12,9.043608685424465e-14,3.813539321815568e-13
0,T3-T5,2.5520474560866877e-12,2.416591700678802e-13,2.6938716284461055e-13,2.2952488616798376e-13
0,T5-O1,1.3286378281656653e-12,3.006910475662429e-13,1.7825643698717004e-13,3.0087818701629775e-13
0,Fz-Cz,5.460442516985649e-12,9.437530722062525e-13,3.161680253723045e-13,8.246881752513688e-14
0,Cz-Pz,2.7756535285026517e-12,1.0295294241353832e-13,5.512052203738436e-14,3.873376251825474e-14
0,Fp2-F4,7.850857509113286e-11,6.75707986232375e-12,1.2146311410335205e-11,1.3762670300403861e-12
0,F4-C4,1.687134070013816e-11,8.748598567096131e-12,2.446613418477963e-12,4.0453818622015583e-13
