label,channel,delta_power,theta_power,alpha_power,beta_power
1,Fp2-F4,1.0802537460472398e-10,2.7691873913488863e-12,2.142191471928773e-12,9.49539757978578e-12
1,F4-C4,8.188306093538267e-09,2.694392559324817e-11,8.462767661473456e-13,5.488931834852576e-12
1,C4-P4,1.794754326676021e-09,9.50834769494709e-12,2.4464501786073238e-12,8.14267059813457e-12
1,P4-O2,1.1737964331963707e-09,3.1488139125067124e-12,8.012304677334473e-13,1.2571304113955482e-12
1,Fp1-F3,3.384412158906693e-11,4.0377822709185954e-12,1.058719625982483e-12,2.8068327069019106e-12
1,F3-C3,2.971416878653129e-09,1.1166529309296694e-11,6.000627463938628e-13,2.1862281637654985e-12
1,C3-P3,1.893780327126579e-10,4.216816204528159e-12,6.801676015185227e-13,1.5201352909060155e-12
1,P3-O1,6.719766338045893e-10,8.886250017326057e-12,2.209484389063982e-12,3.533187478139715e-12
1,Fp2-F8,4.47376334332043e-11,4.01004841047972e-12,3.847585390517915e-12,1.2471856217516842e-11
1,F8-T4,2.5693738827108323e-10,3.452509178463952e-11,4.754202583980152e-12,1.0460454317701184e-11
1,T4-T6,1.6253207931356903e-09,1.1757193775177383e-11,3.347013435025334e-12,1.1673424446230276e-11
1,T6-O2,4.962500321430486e-10,3.3278000728642266e-12,8.94624992493679e-13,3.4070497861350207e-12
1,Fp1-F7,2.2038113363967052e-11,5.4729144713782185e-12,8.222731536992608e-13,2.676223716808576e-12
1,F7-T3,1.212518794230179e-10,3.733392420572887e-12,4.012474093752432e-13,2.143794227826116e-12
1,T3-T5,7.69302156079521e-11,3.416224355061389e-12,3.369155865475136e-13,1.1696267949421921e-12
1,T5-O1,5.592251153149948e-10,1.2519191802843094e-11,4.7436557455861255e-12,4.3782306663163016e-12
1,Fz-Cz,8.3603794512003e-10,7.427316577650762e-12,4.624461950418079e-13,3.6479869011980476e-13
1,Cz-Pz,8.699273356465532e-10,1.1355850705907279e-11,8.775630843938884e-13,7.87763678709675e-13
1,Fp2-F4,3.295379675822696e-11,4.47431972552156e-12,6.064665479193429e-13,6.884551634185463e-12
1,F4-C4,1.0818900453862125e-09,5.4028014326882576e-11,1.0936251587290951e-12,2.1129917155158355e-11
1,C4-P4,1.2731436964562337e-09,1.166665182211062e-10,3.519745196571092e-11,3.5282485884662614e-11
1,P4-O2,9.361587195989089e-10,6.770964442512223e-12,1.039076727762862e-11,3.3181035473635895e-11
1,Fp1-F3,1.0458768236568425e-10,8.896047447514856e-12,9.616660651131997e-13,1.3362666649849435e-12
1,F3-C3,6.7585857327608734e-09,2.1278765219425818e-10,2.552530322841719e-13,7.0687559126846825e-12
1,C3-P3,4.5419243156471416e-10,7.566234620366032e-11,4.962142693280934e-12,3.2931062359691473e-12
1,P3-O1,3.834925836464141e-09,9.253190883612664e-11,1.0735472288327175e-11,2.6706062262176506e-12
1,Fp2-F8,1.3830868732107063e-10,2.2422361856155757e-12,4.848327964260868e-13,9.040815822136773e-12
1,F8-T4,4.449212158620672e-10,6.459438460471056e-12,1.9808976194323426e-12,1.3829515117307355e-11
1,T4-T6,8.560631318822895e-10,3.600727378371505e-11,5.735265994717446e-12,1.935076955664178e-11
1,T6-O2,1.9397382469060452e-10,9.433382935517581e-12,4.384024087416469e-12,5.428619025041158e-12
1,Fp1-F7,1.2297718265991935e-10,6.679993111579487e-12,4.909982838190294e-13,1.4214654095953353e-12
1,F7-T3,2.617796643074442e-10,3.891833093346086e-12,1.3105050057357394e-12,2.434638951391756e-12
1,T3-T5,1.2475299683723412e-10,2.7315561493730164e-12,3.4397345294949627e-13,2.4198006864379205e-12
1,T5-O1,4.3407480477438177e-10,2.2111476711916378e-11,9.365473736067708e-12,1.618617710857171e-11
1,Fz-Cz,1.01283223690887e-09,1.6645719390976677e-11,2.03267443019991e-12,2.7777971737656435e-12
1,Cz-Pz,6.449657721376371e-10,1.162138754301127e-11,1.223869416330531e-11,1.6899094727019097e-11
1,Fp2-F4,2.8264319486227896e-10,3.752929753267121e-11,1.7553995715014458e-12,4.155430112910011e-12
1,F4-C4,4.338906724180833e-09,2.656579064827462e-10,1.4936753269886237e-11,2.947778221101916e-11
1,C4-P4,5.645564611973515e-09,8.000840630804313e-11,8.631170640607321e-12,3.528407171293891e-11
1,P4-O2,4.517571914181625e-10,4.5453730189181845e-11,2.1955627062218033e-12,1.0240283065314771e-11
1,Fp1-F3,1.4830483429039817e-10,3.528581711961026e-11,8.430091683300206e-12,1.0142088653046088e-11
1,F3-C3,4.6952455090305885e-09,6.151349436442126e-11,7.414158948948437e-13,3.3655675138083283e-12
1,C3-P3,7.320867803272877e-10,5.550602115945639e-11,2.3244992436288813e-12,3.0928756421763892e-12
1,P3-O1,1.70598324361059e-09,7.783780869736541e-11,2.340973507663167e-12,5.2090098261264545e-12
1,Fp2-F8,5.1858655916413285e-11,9.348985379169304e-12,8.52100616425405e-12,2.916610533123884e-12
1,F8-T4,6.927430085666085e-10,9.825892271760355e-11,1.0984725274732192e-11,2.1973284102851167e-11
1,T4-T6,1.948011744922292e-09,1.8150794268448914e-11,3.767698428508609e-11,3.006380908754083e-11
1,T6-O2,7.771632727367778e-10,1.8944405703681072e-11,1.0742886452319127e-12,6.73612335568539e-12
1,Fp1-F7,5.292677286035474e-10,3.862689935503865e-11,2.5791545429679837e-11,1.1197306918494953e-11
1,F7-T3,1.701925699140102e-09,1.5418279574619376e-10,2.9420064217635353e-11,7.72351041079617e-12
1,T3-T5,1.1180492812762949e-10,5.892600333516798e-11,2.2761629891367402e-11,7.207933563819631e-12
1,T5-O1,2.025922202968087e-09,1.6001315518968046e-11,6.530632865062704e-12,1.539792769089228e-11
1,Fz-Cz,5.238315717491085e-10,3.7860973977436244e-11,2.3360400782180483e-12,5.496716168394375e-12
1,Cz-Pz,9.807986954776017e-10,3.976936204378537e-11,3.7362681284937475e-12,1.2177131861488056e-11
1,Fp2-F4,9.941352153854042e-11,6.725064955652726e-12,1.2176116273235162e-12,1.1838996606037158e-12
1,F4-C4,1.0890900465138032e-08,7.995688163172019e-11,9.301590782855656e-12,1.65093013150988e-11
1,C4-P4,2.705032856432388e-09,6.420153988657644e-11,1.2263815093242256e-11,5.2592458914708105e-12
1,P4-O2,4.226467815994555e-10,9.193935655313634e-12,3.842012460609167e-12,1.490020381580119e-11
1,Fp1-F3,4.892711464517077e-11,4.750055213544431e-12,5.889381279373121e-13,5.466518215828371e-13
1,F3-C3,1.905028644507814e-09,1.564332821786558e-11,3.4941699654231454e-12,3.0567959669105248e-12
1,C3-P3,3.1046728896535353e-10,1.8689496979532414e-11,2.7891307153714115e-12,4.986438315894187e-12
1,P3-O1,1.3997273596357166e-09,4.7066385615733886e-11,2.7422396687237825e-12,1.1964897882910174e-11
1,Fp2-F8,9.135251549318632e-10,9.077219783528086e-12,2.053859420213201e-12,1.3987478077977182e-12
1,F8-T4,2.3922242437617794e-10,9.852095469830389e-11,6.683858627013591e-12,1.088623092532022e-11
1,T4-T6,8.155344177296664e-10,6.141801600916038e-11,1.1936044296267362e-12,6.730004358031255e-12
1,T6-O2,3.563152560405768e-10,1.7164318851228996e-11,5.282046406151424e-12,1.8974117280802885e-11
1,Fp1-F7,1.6876214938929902e-10,1.4486699639055552e-11,3.922067770251677e-13,1.3461773636340344e-12
1,F7-T3,3.030020495990868e-10,2.0646114663101228e-10,6.830423597587711e-11,3.889359228475123e-11
1,T3-T5,5.767764989505952e-10,1.2400511578281349e-10,7.635477389985433e-11,2.3911270145725505e-11
1,T5-O1,6.169279240589841e-10,5.150387719250785e-11,2.2847805152874367e-11,2.235366341673138e-11
1,Fz-Cz,1.7384929091077228e-09,3.016788860215317e-11,2.0309749516784365e-12,5.468920770000141e-12
1,Cz-Pz,2.7098938560185807e-10,3.4359102256430885e-11,3.313003203996618e-12,6.449315020970516e-12
1,Fp2-F4,1.2945966157724099e-09,1.14422903481031e-09,7.228129784477981e-11,1.5846780110498393e-11
1,F4-C4,3.4279298301513915e-09,6.146172042309942e-10,1.1894454875721826e-11,1.3222316466034927e-11
1,C4-P4,1.1389391732563741e-09,1.5800514451789303e-11,7.733990351652109e-12,5.669332861616572e-12
1,P4-O2,4.3787933293067636e-10,7.706852231851491e-12,2.1078471360646265e-12,1.0815411558303068e-11
1,Fp1-F3,6.591295942926444e-10,6.979085873503011e-11,1.5530815591265114e-11,5.284536913137538e-12
1,F3-C3,6.858188734961151e-10,3.891113972168891e-11,3.1336763124914082e-12,5.1316112266199634e-12
1,C3-P3,4.670101756706968e-11,5.390329935065675e-12,6.201795689061253e-13,1.7254456461752277e-12
1,P3-O1,1.501940442991163e-09,3.475322143506825e-11,3.5764327862006664e-12,6.0928165202709655e-12
1,Fp2-F8,6.951442039563038e-10,5.706677663744493e-10,1.1181969906666916e-10,1.997603550731894e-11
1,F8-T4,1.4658956813811169e-09,9.078257227660891e-11,3.546249912772678e-11,5.569329140014296e-11
1,T4-T6,8.401671733029632e-11,3.922096339598675e-11,7.914404465388066e-12,2.661110196815456e-11
1,T6-O2,7.999359899339802e-10,1.23447997229913e-11,2.662168560602563e-12,9.565585030329839e-12
1,Fp1-F7,1.9979749111407854e-07,2.4794340855920334e-08,2.2158382283132342e-09,5.647342774657341e-10
1,F7-T3,1.8461159981111937e-07,1.8755422657354474e-08,2.2197644782068808e-09,9.274581806040547e-10
1,T3-T5,1.7980162133047718e-08,1.879473372967541e-09,7.067968016037153e-11,2.5071465414846896e-10
1,T5-O1,3.091203895201633e-10,1.3842117364263188e-10,1.0800739212221286e-11,2.15551574850345e-11
1,Fz-Cz,1.0719251582923071e-09,2.1305007135059686e-10,2.4966079503822166e-11,5.827497016144778e-12
1,Cz-Pz,2.554601902228712e-10,2.860047301203581e-12,1.4389997872979049e-12,7.895338847318163e-12
1,Fp2-F4,7.862021309447534e-11,2.0236137394211396e-11,4.234920575202901e-12,4.664587448381941e-12
1,F4-C4,4.5413537046408e-09,2.4823882837140387e-11,1.6416874943306832e-12,4.708428043329106e-12
1,C4-P4,1.2051763603756346e-09,1.0264635838527295e-11,3.4816773462386113e-12,4.527504119963433e-12
1,P4-O2,1.9217827778575736e-09,4.94456886123243e-12,2.60068492877954e-12,1.3374745907839449e-11
1,Fp1-F3,1.6764191856381813e-10,3.4511120356353466e-11,4.2795384702157865e-12,7.1381135044991215e-12
1,F3-C3,6.074174778174879e-09,1.7922233577538167e-11,9.914368003160176e-12,1.0689706859362228e-11
1,C3-P3,7.029478084617712e-10,6.895127372720892e-12,3.860794319740577e-12,3.2925119677545792e-12
1,P3-O1,3.3237702492933144e-09,3.625097594413548e-11,8.211685626342514e-12,1.7496795597556026e-11
1,Fp2-F8,2.2217056143230496e-10,5.378100726930302e-11,5.053795238083145e-12,3.735654492515392e-12
1,F8-T4,3.2109203371051573e-10,6.314776145549447e-12,3.43998798122151e-12,2.549844459531217e-11
1,T4-T6,1.7651653595435967e-09,3.97329904443922e-12,2.9540445580044806e-12,2.5990506948263863e-11
1,T6-O2,9.811372034025486e-11,1.6445269290163254e-11,1.4042291266839974e-12,1.1625206817802108e-11
1,Fp1-F7,6.953742958152335e-09,4.466701179739364e-10,4.679412730608036e-11,3.466362420458004e-11
1,F7-T3,2.1196624474894064e-09,1.5861716231171095e-09,5.943492308188784e-11,2.981443196625749e-11
1,T3-T5,5.299288240077543e-10,4.784597072058859e-10,3.683027653745959e-11,1.941703818900751e-11
1,T5-O1,2.0624534556887423e-09,3.1625338043935254e-11,1.336559889629891e-12,3.69320316428001e-11
1,Fz-Cz,1.5206651044521656e-09,5.298128748378234e-11,1.0264788672742609e-11,5.977179025233968e-12
