label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,1.2813009486409978e-11,3.161272668088861e-12,9.640058212285968e-12,1.4283664474687388e-10
0,F4-C4,1.8381655915705274e-12,3.920995129780741e-12,1.0814749940217596e-12,4.654098469818172e-12
0,C4-P4,9.569371290995484e-11,2.6001327249012013e-12,1.0017886876828354e-12,2.8600909647879266e-12
0,P4-O2,3.5891401750410115e-11,3.096744342394596e-12,1.4920147705944703e-12,3.47364848373988e-12
0,Fp1-F3,2.653111502112583e-11,7.926348444984984e-12,9.117261141760445e-12,8.118525151191217e-11
0,F3-C3,1.8519016290814416e-12,1.1476697802004853e-12,9.509426704459157e-13,6.921843896081619e-12
0,C3-P3,3.713077007712649e-11,1.975424185893516e-12,8.208247142694072e-13,2.975710055760106e-12
0,P3-O1,2.7361897358419123e-11,6.116299813591134e-13,2.7798186708001575e-12,2.9660335515762266e-12
0,Fp2-F8,1.1548832520748216e-11,3.639072555867692e-12,1.0490216575415215e-11,1.2288210665013993e-10
0,F8-T4,6.532105447388954e-12,2.734175019077266e-12,2.5334991729069754e-12,3.067589355401179e-11
0,T4-T6,1.7778536056078298e-10,7.387282451712632e-12,2.8393978253583842e-12,1.2531710721152173e-11
0,T6-O2,3.02637827822435e-11,3.878911476882992e-12,1.388334511470151e-12,3.451242420174237e-12
0,Fp1-F7,1.770975033142718e-11,6.190130500416786e-12,4.96365583658526e-12,6.609836279922896e-11
0,F7-T3,5.146995654981254e-11,4.112869089624323e-12,4.2605434977067273e-13,1.6907119565421783e-11
0,T3-T5,1.6132591479235445e-10,8.080631579673186e-12,2.4071612187566596e-12,1.506198996619411e-11
0,T5-O1,5.235394731797793e-11,1.9919063278580532e-12,1.9833154068712281e-13,2.0921806068716503e-12
0,Fz-Cz,7.442838099552485e-12,5.109979483674737e-12,2.7496030470144068e-12,2.875795482330045e-12
0,Cz-Pz,2.1050229745647628e-10,4.602035876688892e-12,1.910506298395073e-12,4.888054336917045e-12
0,Fp2-F4,2.3881727793507483e-11,2.424124524835992e-12,5.967702626994311e-12,9.949281069473782e-11
0,F4-C4,5.563470568476897e-12,1.8731202445412616e-12,1.367968652107675e-12,5.732541694466893e-12
0,C4-P4,2.889742979809819e-12,4.47516768703433e-12,1.2987754231276325e-12,8.34655580181977e-13
0,P4-O2,4.761236027485313e-11,2.8462149651346836e-12,1.0480956599809392e-12,2.731279944608129e-12
0,Fp1-F3,1.2681480201912551e-11,1.831454466401876e-12,1.0973315558119542e-12,7.215631948720234e-11
0,F3-C3,1.2794052414891928e-11,4.9706336875659744e-12,2.528892897764589e-12,2.4694854720339577e-12
0,C3-P3,1.1171341317598147e-10,2.6714714490967876e-12,1.447373569593157e-12,2.5257406640946286e-12
0,P3-O1,6.747944040536765e-11,2.267779537094332e-12,9.640189234207914e-13,1.4848551484648092e-12
0,Fp2-F8,1.2096314767033197e-11,5.161903225233804e-12,6.4712399027020385e-12,5.573414567050929e-11
0,F8-T4,1.3386810384579517e-11,8.090712579197114e-12,1.609201266716715e-12,6.048386964983269e-11
0,T4-T6,4.351182881505884e-11,6.429656469341728e-12,5.780689389646236e-12,2.727537557610301e-11
0,T6-O2,3.4972888314538914e-11,2.4676510669176253e-13,5.580817542099014e-13,1.8550266971642614e-12
0,Fp1-F7,1.906887485041602e-11,3.001147964334409e-12,2.0348492126758505e-12,6.308950582980079e-11
0,F7-T3,4.038633881600029e-11,9.009956999766256e-12,1.332245064431205e-12,1.662576378114633e-11
0,T3-T5,4.994106430130395e-10,7.402748720869586e-12,1.4181531075075063e-12,1.122203266970468e-11
0,T5-O1,5.545998082627166e-11,4.640832279536837e-12,8.722400682986453e-13,8.497864681811139e-13
0,Fz-Cz,4.956399610610802e-11,4.152839649823647e-12,1.8906634910723208e-12,2.9693855846349222e-12
0,Cz-Pz,2.33648978721509e-11,1.154278426469137e-11,3.673692273111085e-12,4.1465316910550775e-12
0,Fp2-F4,7.082868732131226e-11,9.116174484582074e-12,3.5594177845568422e-12,8.937232057918823e-11
0,F4-C4,3.203240183686877e-11,3.3161112154334393e-12,1.216749060187411e-12,6.868942369716839e-12
0,C4-P4,1.1238527445832263e-11,2.6121473465411225e-12,2.3621163815300246e-12,2.6758502405079012e-12
0,P4-O2,2.955285276101832e-11,4.37724260541211e-12,2.814037210391409e-12,2.8646783409925223e-12
0,Fp1-F3,7.449442819446584e-11,6.534691009223372e-12,1.7240057146718859e-12,6.141283566303483e-11
0,F3-C3,4.5387682176459265e-11,1.0917415881772817e-11,8.620312296979439e-13,3.2120376762425787e-12
0,C3-P3,1.9753969811514426e-11,2.782433825931227e-12,1.1766724350394934e-12,1.562926244581657e-12
0,P3-O1,1.3840571498513315e-11,3.2282120719569698e-12,7.392387651504748e-13,2.0142432586254985e-12
0,Fp2-F8,3.0863357416025955e-11,2.54480002670227e-11,4.403027306455555e-12,6.201911687941467e-11
0,F8-T4,2.7322244387789156e-11,8.0039591753523e-12,7.340656340781915e-13,4.063473072779367e-11
0,T4-T6,3.06614984689064e-10,1.5103243042134725e-11,8.723812726560311e-12,2.5607025871037057e-11
0,T6-O2,2.7476674313364493e-11,1.5270822288055104e-11,2.4558765736695328e-12,2.2777319906603257e-12
0,Fp1-F7,9.95437637148187e-11,2.6129334241260552e-12,2.3515149165764005e-12,4.665331510602956e-11
0,F7-T3,1.189606605657746e-10,8.212100799534694e-12,3.582172081392319e-12,1.6866363834962527e-11
0,T3-T5,5.02229622323424e-11,2.0108326148525974e-11,1.2727732463554597e-12,9.968682420718738e-12
0,T5-O1,6.26260006341238e-11,1.8236730939227612e-12,1.2341685523071802e-12,1.2909759460230024e-12
0,Fz-Cz,4.166541871016351e-11,6.63905546178097e-12,1.6666058956045363e-12,1.830046191976759e-12
0,Cz-Pz,2.411877472334244e-11,6.180924699599632e-12,2.5224204185904047e-12,2.710894585458276e-12
0,Fp2-F4,5.980682025165044e-11,7.291270623158532e-12,3.3751035052082272e-12,4.6365670051522294e-11
0,F4-C4,1.5068220179637643e-11,3.3542250937577513e-12,6.252711942650045e-12,3.772220506682088e-12
0,C4-P4,5.0646346496740325e-12,3.662189557075265e-12,7.402974544720581e-12,3.678643500990582e-12
0,P4-O2,2.6638596689831303e-11,1.3902793058540637e-11,3.3609009127173797e-12,6.269699219075114e-12
0,Fp1-F3,3.1789498637735794e-11,8.122191561899042e-12,1.1626644988952995e-11,8.367611195727619e-11
0,F3-C3,3.967674495751051e-11,3.754563242734754e-12,3.605712671229228e-12,8.567996239145128e-12
