label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,1.233444058632236e-13,6.139594680934305e-14,1.7894617115247314e-14,1.9760991828308992e-13
0,F4-C4,1.0178542173253045e-12,3.5382731781953794e-14,6.039293132992924e-14,1.248573954786371e-13
0,C4-P4,6.182733838887137e-13,6.132620291259177e-14,2.5180944542266394e-14,1.1056169638359588e-13
0,P4-O2,2.1565879671821006e-12,1.376268859591199e-12,5.302841170196624e-12,1.2654641597012672e-11
0,Fp1-F3,9.393513306648313e-13,3.107816050826217e-14,1.829722349897336e-14,2.576976984346895e-13
0,F3-C3,3.251016801226074e-13,7.881822613815395e-14,7.054635017878904e-14,1.2231264522713962e-13
0,C3-P3,6.238879503548321e-14,5.406071062807931e-14,4.1399863113775577e-14,1.9965993725183602e-13
0,P3-O1,2.1647050338384286e-13,2.2257766454841463e-13,3.4433720488010615e-14,4.638318897918654e-13
0,Fp2-F8,6.580360560415016e-13,2.583188584291642e-13,2.405262296755894e-13,5.980061121797245e-13
0,F8-T4,2.025888111292008e-13,1.144411800017525e-13,2.1133043565636688e-13,1.8410750718843908e-12
0,T4-T6,4.542821769240006e-13,1.1402433698399213e-13,2.2546033075166096e-13,9.318613512489777e-12
0,T6-O2,7.676107753715007e-13,2.2452376269525155e-12,5.28981979692616e-12,2.319279826085859e-11
0,Fp1-F7,2.0836792068272768e-12,1.5991284520022215e-13,8.787642208417897e-14,8.901287313233584e-13
0,F7-T3,8.971146326158193e-13,3.103832146961137e-13,4.0470916713244233e-13,3.0877502962026846e-12
0,T3-T5,2.090389839051552e-12,4.46482572632041e-13,6.667599185477227e-13,4.3052466009969135e-12
0,T5-O1,6.170457016764927e-13,4.754248003975226e-13,3.225025614801626e-13,4.0383702317881e-12
0,Fz-Cz,6.192732637463161e-13,6.842937831119422e-14,3.4092985455618545e-14,1.8265388597816585e-13
0,Cz-Pz,1.5854162111108384e-13,6.422472400267551e-14,1.3513126512188038e-14,9.411121197256575e-14
0,Fp2-F4,1.0361987314137242e-12,1.2004331822886545e-14,1.3921597128670306e-14,3.335997087500628e-13
0,F4-C4,6.231268327821612e-13,6.930874321977543e-14,2.2702295669142425e-14,1.233231505968799e-13
0,C4-P4,7.271190823865063e-13,9.421392216333776e-15,1.477706144938674e-14,2.0830839182910535e-13
0,P4-O2,2.2128093001220525e-12,3.2320247917847206e-12,1.2592910683652587e-11,5.314995371139305e-11
