label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,7.165401352622722e-11,1.643993749006253e-10,5.322573184442431e-11,7.613238353726062e-11
0,F4-C4,9.839998617633297e-11,1.1406613574941859e-10,1.889814876551226e-11,5.886037114218863e-11
0,C4-P4,1.082126606944321e-11,6.2203597701696795e-12,3.3492577129271096e-12,1.7866265774114028e-12
0,P4-O2,4.188173074525895e-11,6.6692096460055285e-12,2.935374329193437e-12,2.0806029588493474e-12
0,Fp1-F3,7.418089037212972e-10,5.07785760195924e-10,5.616765729612315e-10,2.6007106355223454e-09
0,F3-C3,8.635676691613016e-10,5.092164198349496e-10,5.419831898416593e-10,2.4087264484087476e-09
0,C3-P3,1.1638268849222535e-11,7.015473750740748e-12,5.981717666481531e-13,3.2127104684687897e-12
0,P3-O1,1.4136621259448062e-11,1.7221989132199293e-12,1.0114618606447915e-12,5.169893519657439e-12
0,Fp2-F8,2.288496346020299e-10,1.4969833405125996e-10,2.533857843379583e-11,9.404493078961423e-11
0,F8-T4,3.8354345345366636e-11,1.0290797882408108e-10,2.5654998541832113e-11,4.99096935961451e-11
0,T4-T6,3.567154360598832e-11,7.761859721572736e-12,1.8328334025619707e-11,1.7055784550540717e-10
0,T6-O2,2.641067871625895e-11,4.100180294782254e-12,1.1404937206168035e-11,1.3410700480764673e-10
0,Fp1-F7,7.870364979366502e-11,9.630087008734882e-12,6.171216029604902e-12,9.986094155318457e-11
0,F7-T3,3.9508314767692764e-12,2.7330094603468383e-12,6.886759400618621e-13,1.2568745652310131e-11
0,T3-T5,9.002732777316488e-11,9.035029415615067e-13,7.326810076792033e-13,9.213068798730907e-12
0,T5-O1,4.0420238446744516e-11,8.183524998916628e-13,1.9103395958735444e-12,1.0117935206608674e-11
0,Fz-Cz,2.1783501741831372e-10,2.1831087535114174e-11,2.9083254082770073e-12,1.2674371672927514e-12
0,Cz-Pz,2.3849577242775838e-11,1.5406965356439226e-11,2.390419271635123e-12,8.950468950684751e-13
0,Fp2-F4,1.3340467052400537e-10,1.3472690960752016e-11,3.6255739685235237e-12,3.409177468915294e-11
0,F4-C4,3.0315909889671893e-11,4.233017298032549e-11,6.168723322334609e-12,1.6227825628174715e-11
0,C4-P4,7.177143949586184e-11,4.178376123211714e-12,1.5636158374226943e-12,1.3765400013401945e-12
0,P4-O2,1.0502361749000642e-10,2.6880254518551306e-12,1.002867306247648e-12,1.333208720281124e-12
0,Fp1-F3,1.402889937418905e-10,1.8364434873809952e-10,5.888996432742292e-11,7.683191347216624e-11
0,F3-C3,1.8518723129073627e-10,1.2566809065722463e-10,4.290033516697735e-11,5.894672168983826e-11
0,C3-P3,2.0966055594380674e-10,2.0472108840942775e-11,1.4441266097162237e-12,1.8374932869263143e-12
0,P3-O1,8.354526267254397e-11,3.004872202504143e-12,1.6765614695925543e-12,1.1302668008062107e-12
0,Fp2-F8,1.2085762200438198e-10,1.0056629904599446e-11,3.666984259770245e-12,2.219950459178827e-11
0,F8-T4,8.75149272624459e-11,9.114644277871659e-12,2.218618539477356e-12,2.632357079492743e-11
0,T4-T6,1.2933738455344042e-10,1.3705970642133756e-11,1.1282651391911225e-11,5.417568349780638e-11
0,T6-O2,5.014663611134253e-11,1.1736035654168988e-11,6.9165446428432085e-12,3.1927669086903626e-11
0,Fp1-F7,6.141506192980027e-11,8.883484472865207e-12,4.993726833994241e-12,4.59718894846286e-11
0,F7-T3,5.319169019092958e-11,8.182739226430368e-12,2.323386711182527e-12,8.72041538587314e-12
0,T3-T5,4.580439257394519e-11,1.4692449753167314e-11,1.2479297105748976e-12,3.2855840289009383e-12
0,T5-O1,1.1772643273376917e-10,5.6509808792998645e-12,1.4083731168128252e-12,2.8336719645292824e-12
0,Fz-Cz,3.381348561919138e-11,3.26542026058514e-12,1.021630775954009e-12,5.074583739524883e-13
0,Cz-Pz,2.3665618527146024e-11,8.45649018662094e-12,7.226798931444135e-13,5.716348173969349e-13
0,Fp2-F4,1.2878262509190522e-10,6.914900153439483e-11,8.998993625114845e-11,3.354526948037002e-10
0,F4-C4,2.9656483147007336e-10,5.105907511085836e-11,1.0134138698230957e-10,2.805404439213375e-10
0,C4-P4,2.592990875772873e-10,4.463610344978531e-12,7.019362048562489e-13,2.7843983750620927e-12
0,P4-O2,1.974432880368669e-10,1.2986613949507912e-11,3.2157253568117045e-12,1.0803587636817884e-11
0,Fp1-F3,4.0322191439036716e-11,2.205234577813358e-11,2.128408454993321e-11,1.4955274138203038e-10
0,F3-C3,4.2248178097654556e-11,1.9868718447767097e-11,1.687284629025183e-11,5.942475725328759e-11
0,C3-P3,3.662791689510954e-11,6.408609033836185e-12,4.304048067392618e-12,1.0007428461429288e-11
0,P3-O1,8.121316598361015e-11,8.107268563298617e-12,6.729396458155952e-13,6.061559808887845e-12
0,Fp2-F8,9.868658500508306e-12,1.5772608648695655e-11,7.745925127959786e-12,1.1679995301937357e-10
0,F8-T4,5.173883325077288e-11,8.661906470635944e-12,3.8660101934474655e-12,1.1112626495145258e-10
0,T4-T6,6.670852289229765e-10,1.2147512250597533e-11,1.021445143512406e-11,2.4373477098713175e-10
0,T6-O2,1.934172857390328e-10,2.3079397284787664e-11,8.516180671567929e-12,1.808722581493461e-10
