label,channel,delta_power,theta_power,alpha_power,beta_power
0,Fp2-F4,1.2367567057729512e-12,1.1236050970506945e-13,3.938457799231184e-13,1.7481555989945876e-11
0,F4-C4,2.394191650029377e-12,7.191362772780493e-14,3.4885298065311124e-14,1.0484734361712374e-12
0,C4-P4,1.8940615152509496e-12,1.208880720489862e-13,1.155904981882449e-14,1.3975181201783072e-13
0,P4-O2,9.45825836805734e-13,1.6606949547275907e-12,2.796250854561754e-12,9.48893377565207e-12
0,Fp1-F3,1.2394571526134854e-12,2.652270904232703e-13,8.249008902384287e-14,7.9216663293246e-12
0,F3-C3,4.835493509057413e-13,8.619983583597717e-14,7.256126292968007e-14,1.2756127352143843e-12
0,C3-P3,3.9133033650619414e-14,5.255411905223026e-14,6.88230473180212e-14,1.5592165453415468e-13
0,P3-O1,1.7852143270034455e-12,2.197131028557786e-12,4.6108462416681414e-12,3.111918790174855e-11
0,Fp2-F8,4.852528049832541e-13,3.1675080339290655e-13,1.472272487620414e-13,1.4789415593138802e-11
0,F8-T4,4.0143697574998965e-13,1.5532250677056562e-13,6.843520720487866e-13,3.010752269618516e-11
0,T4-T6,1.175187675454219e-12,1.3602907717759578e-12,7.7553522770172e-12,1.0126431242960397e-10
0,T6-O2,1.6869798308243118e-12,2.547770902238339e-12,2.978707794295292e-12,4.405377400555619e-11
0,Fp1-F7,2.0215294750230211e-10,5.326394121513772e-12,1.1354011651610609e-12,8.580502532942395e-12
0,F7-T3,2.477825337079337e-10,1.238998995028075e-11,3.713868906187481e-12,3.7831939182466495e-12
0,T3-T5,8.407174897876531e-13,4.279207266597724e-13,3.8926505750062304e-12,2.1622686515722757e-11
0,T5-O1,3.135726340400322e-13,1.1269379261041828e-12,2.827211510646775e-12,5.587664774334624e-11
0,Fz-Cz,2.8503657589997667e-12,7.301312489548287e-13,1.7670950450247294e-13,1.1494721750522678e-13
0,Cz-Pz,4.173003504241286e-13,1.331971146570623e-13,6.78002004523664e-14,1.4065278422410237e-13
0,Fp2-F4,6.93659378680015e-13,1.259434602835619e-13,7.93638847198776e-14,1.6033333847133088e-11
0,F4-C4,1.2128119450928114e-13,1.199324685681598e-13,4.472992482643391e-14,6.639780684032269e-13
0,C4-P4,4.462634005588208e-13,1.096741351367794e-13,3.1183043719973356e-14,1.0177521755855619e-13
0,P4-O2,1.14443220739177e-12,1.0785137130113807e-12,1.3624302830156342e-12,5.865292591973937e-12
0,Fp1-F3,1.9434284935607906e-13,1.0647803556336381e-13,1.1360221369780205e-13,1.0545385489451099e-11
0,F3-C3,8.085832882546973e-13,1.5191064151037928e-13,7.616889880526211e-14,1.0166573504191436e-12
0,C3-P3,2.243783993393841e-13,8.183827126540875e-14,2.450055819376681e-14,2.8313923363538144e-13
0,P3-O1,2.1445687351479666e-12,1.3579382090443096e-12,4.384887602218813e-12,2.6422285263143403e-11
0,Fp2-F8,1.5192473079679664e-12,2.1004019272425728e-13,5.458431693122623e-13,2.8741212098717903e-11
0,F8-T4,3.645236164311489e-13,2.7909635846088415e-13,6.088412672677834e-13,2.4181552145390665e-11
0,T4-T6,1.4687909565807472e-12,2.2928199186771997e-12,5.300065968713467e-12,5.6891114169916223e-11
0,T6-O2,4.119133405730307e-12,3.2848426043111953e-12,3.5515698647117835e-12,4.351755083792682e-11
0,Fp1-F7,5.1484127462281896e-11,5.730488629368257e-12,2.7208426456674552e-12,1.5088955894431874e-11
0,F7-T3,5.186341842731866e-11,4.762287827409173e-12,2.4736791515376693e-12,4.1594260548018084e-12
0,T3-T5,1.1111488049530584e-12,6.196283546400027e-13,2.7891074313635777e-12,2.3707312597133662e-11
0,T5-O1,4.0036625509007887e-13,4.2925658367428697e-13,1.5497958608900332e-12,2.1064250785180967e-11
0,Fz-Cz,1.2629092829069284e-11,3.4855901371695946e-12,7.451302751675884e-14,1.0854225371455944e-13
0,Cz-Pz,2.518419066215212e-13,1.257969506489832e-13,1.0336922187655695e-14,9.409312800428077e-14
0,Fp2-F4,1.7236660255049881e-12,1.7866460586762973e-13,3.620086341862527e-13,1.3473171391215001e-11
0,F4-C4,1.9632531625235463e-11,3.100838584575905e-13,1.9887559247345976e-14,1.0819593686737178e-12
0,C4-P4,3.4077936857863706e-12,1.1416727081565691e-13,1.1603118573833466e-14,1.183742267200945e-13
0,P4-O2,8.922832350669651e-12,1.9911888434094193e-12,1.3530121263286154e-12,7.783475605568938e-12
