label,channel,a4_energy,a4_wiener_entropy,a4_skewness,a4_kurtosis,a4_psd_rms,a4_std,d4_energy,d4_wiener_entropy,d4_skewness,d4_kurtosis,d4_psd_rms,d4_std,d3_energy,d3_wiener_entropy,d3_skewness,d3_kurtosis,d3_psd_rms,d3_std,d2_energy,d2_wiener_entropy,d2_skewness,d2_kurtosis,d2_psd_rms,d2_std,d1_energy,d1_wiener_entropy,d1_skewness,d1_kurtosis,d1_psd_rms,d1_std
0,Fp2-F4,2.04875e-09,0.54937,0.777854,-0.138773,9.65014e-06,4.7871e-06,2.21159e-10,0.506033,-0.69546,0.60545,3.1706e-06,2.68067e-06,2.1955e-10,0.680484,0.119963,-0.710854,2.40367e-06,2.39123e-06,9.99215e-10,0.413253,0.167371,0.814912,3.80544e-06,3.80543e-06,2.91062e-10,0.972179,0.0430115,0.322511,1.49059e-06,1.49058e-06
0,F4-C4,1.25507e-08,0.230137,-0.28554,-1.41133,2.38848e-05,1.70149e-05,1.5274e-10,0.43382,-1.41845,3.07066,2.63491e-06,2.62836e-06,6.26276e-11,1.20435,-0.332483,0.280368,1.28378e-06,1.27079e-06,1.15681e-10,1.28394,-0.079085,-0.639114,1.29481e-06,1.29469e-06,2.25372e-11,0,0.0239214,-2.9124,4.14777e-07,4.14667e-07
0,C4-P4,4.17211e-09,0.246617,-0.0854469,-0.306289,1.3771e-05,1.32114e-05,8.7244e-11,0.789627,-0.475469,-0.380686,1.99139e-06,1.9833e-06,2.71033e-11,0,0.0618384,-1.69939,8.44539e-07,8.35064e-07,1.71206e-11,0,-0.0828363,-2.6844,4.98122e-07,4.96894e-07,4.80826e-12,0,7.21837e-05,-2.99553,1.91584e-07,1.91583e-07
0,P4-O2,1.12798e-08,0.688203,-0.742606,0.356147,2.26433e-05,8.96141e-06,6.47737e-11,0.766539,-0.121725,2.12472,1.71588e-06,1.71014e-06,1.75975e-10,0.341705,-4.41191,21.5147,2.15196e-06,2.12652e-06,4.15922e-11,0,-1.83114,7.01787,7.76393e-07,7.75465e-07,3.40839e-12,0,1.44604e-05,-2.99811,1.61302e-07,1.61279e-07
0,Fp1-F3,1.22739e-09,0.486871,-0.47788,-0.231856,7.46929e-06,7.36307e-06,2.09022e-10,0.411293,0.408671,2.73497,3.08237e-06,2.9965e-06,1.77531e-10,0.752019,-0.0167368,-0.578042,2.16145e-06,2.132e-06,2.07374e-10,0.922326,0.422986,-0.0485034,1.73362e-06,1.73232e-06,7.0727e-11,0,-0.0382401,-2.09713,7.34779e-07,7.34759e-07
0,F3-C3,3.52309e-08,0.73375,-0.190773,-0.800737,4.00175e-05,1.44715e-05,1.12161e-09,0.284597,-0.84139,2.24821,7.14019e-06,7.04494e-06,3.75534e-10,0.307112,-3.31486,13.9681,3.14364e-06,3.14336e-06,1.71612e-10,0.827218,-1.48908,4.17201,1.57706e-06,1.5768e-06,3.21321e-11,0,-0.00263631,-2.796,4.95261e-07,4.95257e-07
0,C3-P3,3.27151e-08,0.719514,-0.253363,-1.11859,3.85623e-05,1.39356e-05,7.64709e-11,0.737096,0.20405,0.904348,1.86439e-06,1.85043e-06,1.86793e-10,0.431617,3.2382,13.5926,2.21712e-06,2.19039e-06,3.59366e-11,0,1.52381,5.03767,7.21679e-07,7.21364e-07,4.16313e-12,0,-0.00228238,-2.9967,1.78268e-07,1.78187e-07
0,P3-O1,9.28681e-09,0.326443,0.0721151,-0.173438,2.05457e-05,1.56703e-05,3.1833e-10,0.348428,-1.25718,2.28065,3.80389e-06,3.78777e-06,9.55452e-11,0.784884,-1.70088,5.40605,1.58567e-06,1.58111e-06,2.3111e-11,0,-0.280593,-2.09396,5.78742e-07,5.77412e-07,4.0642e-12,0,-0.000105622,-2.99669,1.76138e-07,1.76137e-07
0,Fp2-F8,1.06217e-08,0.835603,-0.438976,-0.622695,2.19728e-05,6.40538e-06,2.47359e-10,0.689041,0.570388,-0.763148,3.35315e-06,3.05783e-06,5.45951e-10,0.480351,-0.482619,-0.348043,3.7904e-06,3.65747e-06,7.81854e-10,0.483854,0.513531,1.33069,3.36619e-06,3.36218e-06,3.63824e-10,0.872322,0.0091501,0.220334,1.66652e-06,1.66651e-06
0,F8-T4,7.23541e-10,0.252813,-0.419882,-0.53749,5.73483e-06,4.9972e-06,8.81089e-11,0.721057,-0.268871,-0.304525,2.00124e-06,1.99993e-06,1.47755e-10,0.872434,-0.0642131,-0.737079,1.97187e-06,1.95778e-06,2.50538e-10,0.77282,0.0748764,-0.162258,1.90551e-06,1.90362e-06,7.11057e-11,0,-0.0113906,-1.82983,7.36744e-07,7.36732e-07
0,T4-T6,1.80563e-09,0.36707,0.498533,-0.0501659,9.05946e-06,6.36258e-06,4.97522e-11,1.07909,0.0399687,-0.47897,1.50382e-06,1.50377e-06,2.34418e-11,0,0.224015,-1.19662,7.85423e-07,7.73856e-07,4.38773e-11,0,-0.258234,-1.48357,7.97435e-07,7.9677e-07,7.63681e-12,0,0.000144918,-2.98955,2.41446e-07,2.41444e-07
0,T6-O2,2.63314e-09,0.263302,-0.989185,0.116751,1.09402e-05,7.5587e-06,2.71367e-11,1.39559,-1.03447,0.936255,1.11063e-06,1.08102e-06,4.25603e-11,1.40473,-0.0737712,2.74203,1.0583e-06,1.05829e-06,3.03766e-11,0,0.157048,-2.40598,6.63506e-07,6.63404e-07,5.02074e-12,0,0.000926548,-2.99625,1.95771e-07,1.95622e-07
0,Fp1-F7,1.78728e-08,0.693701,-0.774925,0.206572,2.85027e-05,1.14488e-05,2.4746e-10,0.389173,-0.815048,1.67863,3.35383e-06,3.31238e-06,2.16262e-10,0.514756,-1.16654,3.90825,2.38561e-06,2.36295e-06,1.77076e-10,0.965147,-0.294576,-0.184813,1.60197e-06,1.59939e-06,5.0252e-11,0,-0.0297058,-2.58906,6.19357e-07,6.19353e-07
0,F7-T3,2.73446e-09,0.340868,-0.289624,0.516797,1.11487e-05,1.11439e-05,4.61262e-10,0.263518,-0.889512,2.08887,4.57891e-06,4.57625e-06,1.19325e-10,0.779332,0.618472,1.97686,1.77204e-06,1.76748e-06,2.7994e-10,0.849426,0.0233098,-0.791382,2.01423e-06,2.01379e-06,6.2679e-11,0,-0.0391793,-2.38985,6.91712e-07,6.91575e-07
0,T3-T5,1.54845e-08,0.221795,0.987016,0.00939055,2.653e-05,2.00205e-05,2.10509e-10,0.455384,0.305784,0.263685,3.09332e-06,3.09298e-06,1.11127e-10,0.73494,0.644332,2.62355,1.71008e-06,1.68523e-06,2.53688e-10,0.910281,0.0873995,-0.834187,1.91745e-06,1.91656e-06,5.28937e-11,0,0.0486605,-2.56643,6.35428e-07,6.3541e-07
0,T5-O1,3.17938e-09,0.30915,0.113874,-0.789427,1.20215e-05,9.86137e-06,2.2597e-10,0.278324,-1.14462,5.07092,3.2049e-06,3.15692e-06,1.34615e-10,0.611731,0.261293,2.71664,1.88215e-06,1.88213e-06,2.1028e-11,0,-0.211043,-2.29117,5.52046e-07,5.50623e-07,3.12034e-12,0,-0.0001064,-2.99796,1.54335e-07,1.54073e-07
0,Fz-Cz,1.76261e-08,0.485597,-0.188886,-1.40772,2.83052e-05,1.43286e-05,5.12128e-10,0.306525,-0.257778,1.29505,4.82478e-06,4.70939e-06,1.59989e-10,0.653137,-0.771578,1.56736,2.05189e-06,2.0514e-06,1.40606e-09,0.555138,0.001364,-1.15545,4.51417e-06,4.50819e-06,2.73022e-10,1.14015,0.222535,-0.781988,1.44365e-06,1.44362e-06
0,Cz-Pz,8.22759e-09,0.362519,0.238603,-1.40252,1.93386e-05,1.76413e-05,2.28948e-10,0.565938,0.402555,-0.496745,3.22594e-06,3.22471e-06,9.64876e-11,0.852251,-1.50953,4.0256,1.59347e-06,1.59097e-06,1.75619e-11,0,-0.236642,-2.24667,5.045e-07,5.02347e-07,4.55426e-12,0,0.00099185,-2.99635,1.86455e-07,1.8617e-07
0,Fp2-F4,5.08593e-09,0.649673,0.582692,-0.673555,1.52046e-05,6.5675e-06,2.15808e-10,0.548181,-0.323938,-0.789399,3.13201e-06,2.83275e-06,5.98619e-10,0.491505,0.00996533,-0.60993,3.96902e-06,3.74026e-06,9.84623e-10,0.488098,0.289293,0.106565,3.77755e-06,3.76401e-06,2.19911e-10,1.15874,-0.0342862,0.951408,1.29565e-06,1.29563e-06
0,F4-C4,1.93508e-08,0.309826,-0.775802,-0.951566,2.96577e-05,1.84299e-05,2.85287e-10,0.419884,-0.182784,0.396811,3.60106e-06,3.57748e-06,8.09382e-11,1.03519,-0.0488844,0.367694,1.45944e-06,1.44913e-06,1.65344e-10,1.09862,-0.0537436,-0.849258,1.54799e-06,1.5462e-06,2.79929e-11,0,0.00336158,-2.88867,4.62262e-07,4.62225e-07
