label,channel,a4_energy,a4_wiener_entropy,a4_skewness,a4_kurtosis,a4_psd_rms,a4_std,d4_energy,d4_wiener_entropy,d4_skewness,d4_kurtosis,d4_psd_rms,d4_std,d3_energy,d3_wiener_entropy,d3_skewness,d3_kurtosis,d3_psd_rms,d3_std,d2_energy,d2_wiener_entropy,d2_skewness,d2_kurtosis,d2_psd_rms,d2_std,d1_energy,d1_wiener_entropy,d1_skewness,d1_kurtosis,d1_psd_rms,d1_std
0,Fp2-F4,2.18437e-07,0.343027,0.198024,-1.2125,9.96441e-05,7.7373e-05,2.12592e-08,0.250449,0.212545,0.00305473,3.10858e-05,3.10852e-05,4.1378e-08,0.144798,-1.95503,7.8614,3.29984e-05,3.28496e-05,3.50804e-08,0.151948,-2.73147,13.7659,2.2548e-05,2.2465e-05,4.68483e-08,0.161122,3.81112,29.8536,1.89109e-05,1.88805e-05
0,F4-C4,8.56578e-08,0.261169,1.02537,1.33195,6.23982e-05,5.0294e-05,1.9755e-08,0.269131,-0.991775,0.552145,2.99659e-05,2.99029e-05,2.22537e-08,0.143227,2.42177,9.85841,2.41997e-05,2.41803e-05,2.8347e-08,0.179757,3.19314,16.2737,2.02689e-05,2.01675e-05,3.51724e-08,0.129966,-5.28025,46.1586,1.63857e-05,1.63621e-05
0,C4-P4,4.69731e-08,0.587246,1.44692,1.45314,4.62076e-05,3.84895e-05,1.22979e-09,0.293268,0.341056,1.33981,7.47661e-06,7.47511e-06,2.68003e-10,0.560799,-0.574101,0.59476,2.65569e-06,2.65532e-06,3.65648e-10,0.74128,0.263789,-0.535461,2.30201e-06,2.28056e-06,3.60035e-10,0.921548,0.209995,0.342451,1.65782e-06,1.65286e-06
0,P4-O2,2.18318e-07,0.537084,1.08882,0.0128082,9.96171e-05,8.89827e-05,1.63772e-09,0.202965,0.843842,1.62494,8.62796e-06,8.59852e-06,4.80278e-10,0.436458,0.00257471,0.658988,3.55512e-06,3.55483e-06,1.03659e-09,0.40287,-0.746233,1.82254,3.87595e-06,3.8308e-06,8.02764e-10,0.619476,-0.29204,0.617314,2.47547e-06,2.46666e-06
0,Fp1-F3,3.66369e-06,0.0166797,3.24396,11.2089,0.000408083,0.000402422,6.42966e-07,0.0243144,-0.888837,3.93027,0.000170955,0.000170057,5.41599e-06,0.00163125,3.74959,20.9938,0.000377526,0.000375461,5.33779e-06,0.00397133,7.84339,61.0975,0.000278135,0.000276562,6.99995e-06,0.00189634,-9.83555,106.938,0.00023116,0.000230911
0,F3-C3,3.50563e-06,0.0668969,-3.22444,11.3721,0.000399183,0.000399146,6.11396e-07,0.00754622,0.808243,4.19792,0.000166706,0.00016597,5.37778e-06,0.000667719,-3.72129,20.9829,0.000376192,0.000373819,5.29589e-06,0.0019203,-7.88207,61.5094,0.000277042,0.000275631,7.0174e-06,0.0011343,9.82756,106.878,0.000231448,0.000231201
0,C3-P3,5.7986e-08,0.389654,-0.0475044,-1.37685,5.13393e-05,4.09784e-05,5.24181e-10,0.404669,0.415007,-0.0192406,4.88123e-06,4.68238e-06,9.90624e-10,0.283166,-0.671962,1.68118,5.10579e-06,5.09548e-06,1.28194e-09,0.276895,-2.03689,11.2638,4.31032e-06,4.29257e-06,2.63557e-09,0.233273,0.988799,5.58243,4.48541e-06,4.47551e-06
0,P3-O1,7.05363e-08,0.466585,-0.183108,-0.955875,5.66233e-05,3.69283e-05,4.02568e-10,0.318312,-0.760594,0.674779,4.27768e-06,4.06875e-06,8.84544e-10,0.257454,-0.135412,2.60879,4.82467e-06,4.82467e-06,1.39242e-09,0.216033,-0.112639,8.39626,4.49222e-06,4.48719e-06,2.19461e-09,0.286282,-0.616735,2.95244,4.09302e-06,4.08738e-06
0,Fp2-F8,1.53276e-07,0.36083,0.0637987,-1.52583,8.34691e-05,7.8891e-05,2.72084e-08,0.24856,-0.490782,-0.305022,3.51674e-05,3.4807e-05,1.91048e-08,0.175153,-0.232912,0.639638,2.24222e-05,2.23535e-05,2.20797e-08,0.286169,0.132048,0.412197,1.78884e-05,1.78598e-05,2.21123e-08,0.283232,0.514203,1.82448,1.29922e-05,1.29909e-05
0,F8-T4,6.45604e-08,0.571846,-0.784566,1.14331,5.41716e-05,3.73541e-05,2.01658e-08,0.199288,0.540669,-0.22351,3.02759e-05,3.01853e-05,8.43452e-09,0.425724,0.452146,0.131416,1.48984e-05,1.48334e-05,2.15272e-08,0.368809,-0.379742,0.741377,1.76632e-05,1.75441e-05,2.74713e-08,0.289194,-0.258016,1.31372,1.44812e-05,1.44757e-05
