label,channel,a4_energy,a4_wiener_entropy,a4_skewness,a4_kurtosis,a4_psd_rms,a4_std,d4_energy,d4_wiener_entropy,d4_skewness,d4_kurtosis,d4_psd_rms,d4_std,d3_energy,d3_wiener_entropy,d3_skewness,d3_kurtosis,d3_psd_rms,d3_std,d2_energy,d2_wiener_entropy,d2_skewness,d2_kurtosis,d2_psd_rms,d2_std,d1_energy,d1_wiener_entropy,d1_skewness,d1_kurtosis,d1_psd_rms,d1_std
0,Fp2-F4,2.72876e-08,0.616275,-1.78505,3.01541,3.52186e-05,2.22833e-05,6.46061e-10,0.32505,1.20719,1.52447,5.41908e-06,5.30708e-06,6.90839e-11,1.182,0.477712,-0.502268,1.34833e-06,1.33988e-06,4.71449e-11,0,-0.672789,0.119164,8.26595e-07,8.11196e-07,2.48975e-11,0,0.00456702,-2.8461,4.35955e-07,4.32924e-07
0,F4-C4,4.94512e-08,0.267734,-0.135232,-1.2602,4.74108e-05,2.85429e-05,4.11464e-10,0.521023,0.0782141,-1.00105,4.32469e-06,4.32456e-06,4.9436e-11,1.21662,-2.64772,10.1515,1.14059e-06,1.13312e-06,1.25881e-10,0.746994,5.59774,37.4725,1.35069e-06,1.34148e-06,2.50273e-11,0,0.17974,-2.4347,4.3709e-07,4.36742e-07
0,C4-P4,4.71103e-09,0.779069,0.612268,-0.719345,1.46335e-05,4.62513e-06,6.40289e-11,0.869338,-0.500383,0.0818716,1.70599e-06,1.70565e-06,2.11444e-11,0,-1.2234,1.77777,7.45943e-07,7.38617e-07,1.28578e-11,0,0.0694187,-2.64558,4.31677e-07,4.29599e-07,1.38343e-11,0,0.00426335,-2.96913,3.2497e-07,3.24445e-07
0,P4-O2,3.28861e-10,0.482039,0.0649249,-0.337361,3.86629e-06,3.22186e-06,1.5662e-10,0.53984,0.605906,0.768662,2.66816e-06,2.66642e-06,1.42713e-11,0,0.0243748,-2.58699,6.12831e-07,6.12344e-07,1.82694e-11,0,0.00524652,-2.84618,5.14562e-07,5.14137e-07,1.91829e-11,0,-0.00053155,-2.93786,3.82667e-07,3.82664e-07
0,Fp1-F3,4.83739e-08,0.77888,-1.42532,1.16994,4.68915e-05,1.65623e-05,3.10327e-10,0.49603,0.245739,-0.0106605,3.75576e-06,3.70195e-06,8.30638e-11,0.904482,-0.395025,1.82458,1.47848e-06,1.47433e-06,4.87194e-11,0,1.56537,5.26079,8.40285e-07,8.40134e-07,2.3849e-11,0,0.0140432,-2.88905,4.26678e-07,4.26637e-07
0,F3-C3,1.66227e-07,0.724266,0.746449,-0.668891,8.69239e-05,2.96529e-05,2.30053e-10,0.641795,-0.185786,-0.986794,3.23372e-06,3.23356e-06,1.02807e-10,0.623444,-3.64086,16.1848,1.64482e-06,1.63627e-06,1.5897e-10,0.571898,6.17073,42.727,1.51786e-06,1.50081e-06,4.23967e-11,0,0.697519,0.0618489,5.68893e-07,5.67334e-07
0,C3-P3,8.01043e-09,0.696645,-0.580799,-1.23989,1.90817e-05,1.60254e-05,1.00943e-10,0.730104,0.228032,-0.558046,2.14204e-06,2.13834e-06,1.22858e-11,0,0.0408821,-2.47718,5.68603e-07,5.67439e-07,1.77076e-11,0,0.174852,-2.5181,5.06588e-07,5.02698e-07,1.75249e-11,0,-0.00436447,-2.926,3.65756e-07,3.65752e-07
0,P3-O1,4.635e-09,0.847556,1.24184,1.49582,1.45149e-05,4.23379e-06,4.90725e-11,1.04156,0.514427,-0.291672,1.49351e-06,1.49216e-06,1.39524e-11,0,-0.0501458,-2.69519,6.05943e-07,6.05221e-07,1.81859e-11,0,-0.0283828,-2.8313,5.13384e-07,5.1125e-07,2.00485e-11,0,0.0106047,-2.92561,3.91206e-07,3.91118e-07
0,Fp2-F8,1.89592e-08,0.428951,-0.360093,0.779681,2.93562e-05,2.35391e-05,7.39366e-10,0.342581,0.619395,0.259258,5.7972e-06,5.69033e-06,8.89241e-11,1.1035,0.0801572,-0.563308,1.52974e-06,1.52748e-06,8.42227e-11,1.53331,-0.333083,-0.462704,1.10482e-06,1.10211e-06,3.44267e-11,0,0.0358194,-2.80942,5.12639e-07,5.11169e-07
0,F8-T4,3.62806e-08,0.549366,0.58295,-1.13139,4.06093e-05,1.74147e-05,6.22922e-11,0.905644,0.0111958,-0.555481,1.68269e-06,1.6629e-06,5.09397e-11,1.29723,-0.235338,1.07677,1.15781e-06,1.14308e-06,8.86032e-11,1.11701,3.24013,18.2218,1.13318e-06,1.12039e-06,2.80124e-11,0,0.0333271,-2.84407,4.62423e-07,4.59847e-07
