label,channel,a4_energy,a4_wiener_entropy,a4_skewness,a4_kurtosis,a4_psd_rms,a4_std,d4_energy,d4_wiener_entropy,d4_skewness,d4_kurtosis,d4_psd_rms,d4_std,d3_energy,d3_wiener_entropy,d3_skewness,d3_kurtosis,d3_psd_rms,d3_std,d2_energy,d2_wiener_entropy,d2_skewness,d2_kurtosis,d2_psd_rms,d2_std,d1_energy,d1_wiener_entropy,d1_skewness,d1_kurtosis,d1_psd_rms,d1_std
0,Fp2-F4,6.2328e-07,0.556966,0.385817,-1.27397,0.000168318,8.00369e-05,6.79166e-09,0.302423,0.0678934,-0.951832,1.75702e-05,1.74383e-05,6.23157e-09,0.402139,-0.444646,-0.74282,1.28058e-05,1.28047e-05,1.20803e-09,0.427127,-0.140262,0.703598,4.18421e-06,4.17964e-06,9.08014e-11,0,-0.0883557,-1.63567,8.3255e-07,8.31326e-07
0,F4-C4,1.38552e-06,0.172175,-0.28335,-0.803453,0.000250954,0.0001611,8.35665e-09,0.170524,0.849733,-0.27835,1.94897e-05,1.88451e-05,1.71711e-09,0.426245,-0.0204534,-0.442604,6.72214e-06,6.72212e-06,4.9218e-10,0.638519,-0.080546,-0.147675,2.67078e-06,2.6706e-06,5.80139e-11,0,-0.0133736,-2.18127,6.65473e-07,6.65266e-07
0,C4-P4,2.81924e-07,0.738655,-0.581052,-0.543116,0.000113202,4.16017e-05,1.94295e-09,0.259337,-0.085942,-0.10231,9.39766e-06,9.37598e-06,9.11541e-10,0.391748,0.772059,1.90307,4.89775e-06,4.82175e-06,4.05073e-10,0.451471,1.88183,9.19729,2.42294e-06,2.41234e-06,4.48408e-11,0,0.194137,-2.10194,5.85061e-07,5.83234e-07
0,P4-O2,1.56865e-07,0.410073,0.197768,-1.35355,8.44407e-05,8.29172e-05,4.5557e-10,0.423958,-0.693658,0.887109,4.55057e-06,4.55038e-06,1.11646e-09,0.253353,-0.568057,2.23863,5.42039e-06,5.39179e-06,7.85862e-10,0.250155,0.235461,5.61812,3.37481e-06,3.36234e-06,7.86996e-11,0,-0.502762,1.04146,7.75087e-07,7.74989e-07
0,Fp1-F3,2.56133e-07,0.585088,-0.0826383,-1.28586,0.0001079,0.000107643,9.37376e-09,0.262424,-0.0359419,-0.654683,2.06417e-05,2.06366e-05,2.36405e-09,0.255756,-0.0321627,2.41205,7.88744e-06,7.88081e-06,7.06362e-10,0.503896,1.12253,3.75725,3.19955e-06,3.19461e-06,1.03668e-10,0,1.10042,4.5695,8.89582e-07,8.85406e-07
0,F3-C3,2.89977e-08,0.468706,-1.61431,2.35902,3.63053e-05,3.27109e-05,8.47136e-10,0.305111,0.60605,1.29943,6.20534e-06,5.98756e-06,4.18844e-10,0.502197,-0.380478,1.04311,3.31997e-06,3.28658e-06,8.0942e-11,1.40658,-1.36566,6.29415,1.08308e-06,1.08118e-06,3.15191e-11,0,-0.0500065,-2.76414,4.90514e-07,4.89125e-07
0,C3-P3,7.69421e-07,0.42344,0.0608558,-1.47542,0.000187013,9.64741e-05,5.33429e-10,0.355068,0.628315,0.123151,4.9241e-06,4.39106e-06,3.52575e-10,0.535288,-0.922651,0.796536,3.04603e-06,3.01567e-06,8.28815e-11,1.43185,0.0160746,1.36689,1.09598e-06,1.09598e-06,1.90989e-11,0,-0.0149724,-2.91733,3.81829e-07,3.81752e-07
0,P3-O1,2.99477e-07,0.0505743,0.548241,-1.45399,0.000116673,8.81969e-05,5.1386e-10,0.391485,0.0540803,0.156425,4.83293e-06,4.67219e-06,3.74968e-10,0.447073,-0.866881,1.74642,3.14127e-06,3.13859e-06,3.95722e-10,0.418764,-0.694826,7.10171,2.39481e-06,2.39473e-06,5.79392e-11,0,-0.569636,-0.232839,6.65044e-07,6.64687e-07
0,Fp2-F8,9.46138e-08,0.522925,-0.812222,0.129147,6.55792e-05,5.04229e-05,1.22051e-08,0.125618,0.885157,1.57442,2.35537e-05,2.35489e-05,4.89907e-09,0.396494,-0.431236,-0.428711,1.13544e-05,1.13526e-05,5.14319e-10,0.559803,-0.309386,0.333833,2.73018e-06,2.72654e-06,7.46874e-11,0,-0.0976329,-1.90197,7.55071e-07,7.54889e-07
0,F8-T4,5.37808e-07,0.235904,-0.315975,-1.23249,0.000156352,9.44615e-05,7.48347e-09,0.243353,-0.947995,1.47558,1.84434e-05,1.84003e-05,6.46003e-09,0.178723,1.13258,2.26738,1.30384e-05,1.30373e-05,1.04876e-09,0.426131,-0.244945,1.18811,3.89865e-06,3.8984e-06,2.38028e-10,1.20346,0.172511,-0.202338,1.34796e-06,1.34759e-06
0,T4-T6,2.14994e-07,0.653679,0.869368,-0.714049,9.88557e-05,8.92157e-05,5.03191e-09,0.104732,1.13674,4.03412,1.51236e-05,1.51038e-05,5.42985e-09,0.193085,-0.916854,1.46452,1.19537e-05,1.19216e-05,1.45875e-09,0.38959,0.159722,1.14709,4.59797e-06,4.57412e-06,2.85319e-10,1.03815,-0.358039,0.62821,1.47581e-06,1.47573e-06
0,T6-O2,1.19367e-08,0.197508,-1.03124,-0.351136,2.32933e-05,2.1718e-05,1.4231e-10,0.498068,-0.637166,1.79534,2.54335e-06,2.52737e-06,1.34569e-10,0.645459,-0.731251,2.53648,1.88183e-06,1.84801e-06,1.27193e-10,1.03415,-0.726761,3.1358,1.35771e-06,1.35769e-06,5.93796e-11,0,-0.0688864,-2.24741,6.7326e-07,6.72398e-07
0,Fp1-F7,2.58919e-07,0.439733,0.492251,-0.626796,0.000108485,9.90353e-05,8.47741e-09,0.128276,0.257566,1.11319,1.963e-05,1.95793e-05,2.76039e-09,0.234688,-1.28895,2.83921,8.52303e-06,8.4192e-06,1.40749e-09,0.549368,-0.23611,-0.49822,4.51646e-06,4.51517e-06,7.16777e-10,0.731364,0.262269,0.300688,2.33914e-06,2.33885e-06
0,F7-T3,1.52837e-07,0.176542,-0.314029,-0.696461,8.33495e-05,5.87362e-05,1.39042e-09,0.375397,-0.456192,-0.540103,7.94991e-06,7.94242e-06,9.01892e-10,0.445665,0.384801,-0.358738,4.87176e-06,4.86008e-06,1.18357e-09,0.47726,0.632044,0.540976,4.14165e-06,4.14119e-06,7.58679e-10,0.676451,0.0301143,1.31608,2.40654e-06,2.40653e-06
0,T3-T5,7.7437e-08,0.212968,0.24763,-1.70177,5.93284e-05,3.64037e-05,3.28287e-10,0.473624,0.232028,-1.18802,3.86292e-06,3.60093e-06,1.75344e-10,0.656485,0.26052,0.823375,2.1481e-06,2.12007e-06,1.15083e-10,1.26847,-0.0604727,0.0835486,1.29146e-06,1.28751e-06,7.39542e-11,0,-0.0507748,-1.69555,7.51356e-07,7.50659e-07
0,T5-O1,2.4252e-08,0.353442,-0.837712,-0.155465,3.32018e-05,3.31848e-05,2.98935e-10,0.462142,-0.360563,1.058,3.68618e-06,3.63392e-06,6.23574e-10,0.358946,-0.703709,1.8681,4.05091e-06,4.05087e-06,5.65155e-10,0.361822,0.215099,6.3933,2.86193e-06,2.8586e-06,9.91586e-11,0,-0.572681,0.74258,8.70021e-07,8.68999e-07
