label,channel,a4_energy,a4_wiener_entropy,a4_skewness,a4_kurtosis,a4_psd_rms,a4_std,d4_energy,d4_wiener_entropy,d4_skewness,d4_kurtosis,d4_psd_rms,d4_std,d3_energy,d3_wiener_entropy,d3_skewness,d3_kurtosis,d3_psd_rms,d3_std,d2_energy,d2_wiener_entropy,d2_skewness,d2_kurtosis,d2_psd_rms,d2_std,d1_energy,d1_wiener_entropy,d1_skewness,d1_kurtosis,d1_psd_rms,d1_std
1,Fp2-F4,3.55247e-08,0.736689,-1.3059,0.532538,4.01841e-05,1.55267e-05,4.68285e-11,0.946316,-0.740569,2.31285,1.45896e-06,1.45752e-06,1.49516e-10,0.496381,-3.22408,13.5269,1.98359e-06,1.96234e-06,8.46046e-11,1.28433,1.02479,7.86406,1.10732e-06,1.09999e-06,1.21175e-11,0,0.0115809,-2.93089,3.04138e-07,3.03729e-07
1,F4-C4,2.53925e-08,0.609883,-0.859499,-0.36867,3.39736e-05,2.94673e-05,1.98708e-10,0.362309,1.18479,2.23324,3.00536e-06,2.97131e-06,1.78547e-10,0.445612,2.96716,11.9244,2.16762e-06,2.15046e-06,9.86291e-11,1.07927,-1.99557,13.9944,1.19558e-06,1.18962e-06,1.66308e-11,0,-0.0414891,-2.77613,3.56304e-07,3.56078e-07
1,C4-P4,3.41055e-08,0.691923,0.570874,-1.2913,3.93732e-05,3.30193e-05,1.26085e-09,0.192647,1.04874,2.48093,7.57044e-06,7.46455e-06,5.49643e-10,0.225107,-1.3858,7.4362,3.80319e-06,3.75951e-06,2.4181e-10,0.526623,2.37879,15.0081,1.87203e-06,1.85996e-06,3.80143e-11,0,0.171874,-1.26574,5.38689e-07,5.38686e-07
1,P4-O2,1.16541e-07,0.544542,0.852584,-0.591114,7.27825e-05,6.7687e-05,1.76178e-09,0.126967,1.24688,2.78835,8.94879e-06,8.86e-06,1.33054e-09,0.100801,-3.26346,15.5759,5.91727e-06,5.87021e-06,6.12642e-10,0.20422,2.76452,24.2799,2.97974e-06,2.97683e-06,7.01468e-11,0,0.56853,7.80722,7.31759e-07,7.31192e-07
1,Fp1-F3,1.237e-08,0.336357,0.248665,-1.30633,2.37123e-05,1.27289e-05,4.60559e-11,1.07559,-0.310122,-0.13885,1.44688e-06,1.44439e-06,5.85912e-11,1.25221,0.00333768,0.0744058,1.24172e-06,1.23948e-06,7.32047e-11,1.68064,-0.363504,-0.770824,1.03002e-06,1.02177e-06,2.27389e-11,0,0.00167441,-2.9166,4.16628e-07,4.16627e-07
1,F3-C3,9.11445e-09,0.433354,0.413737,-1.12786,2.03542e-05,1.88378e-05,1.5202e-10,0.454205,1.47178,2.52227,2.62869e-06,2.54479e-06,6.38367e-11,1.10097,0.304851,2.69308,1.29611e-06,1.2934e-06,3.28924e-11,0,0.0926923,-1.87879,6.90435e-07,6.86598e-07,8.63831e-12,0,0.00877021,-2.97912,2.5679e-07,2.56762e-07
1,C3-P3,3.90466e-08,0.557189,0.849517,-0.178165,4.21289e-05,2.23005e-05,3.61855e-10,0.297049,0.687685,2.15882,4.05561e-06,4.00556e-06,3.69494e-10,0.22705,-2.77776,13.3445,3.11826e-06,3.09706e-06,1.6197e-10,0.670278,2.60295,19.1864,1.53212e-06,1.53091e-06,2.37019e-11,0,0.0429129,-2.40558,4.25359e-07,4.25248e-07
1,P3-O1,1.86026e-08,0.383317,0.087511,-1.65584,2.90787e-05,2.54236e-05,1.23905e-09,0.183451,1.04849,1.08118,7.50471e-06,7.49004e-06,1.48272e-10,0.799607,0.375564,-0.256419,1.97532e-06,1.97526e-06,2.32235e-10,1.00206,0.0477517,-1.00542,1.83459e-06,1.8324e-06,5.51203e-11,0,0.0156736,-2.59988,6.48665e-07,6.48633e-07
1,Fp2-F8,5.45528e-09,0.729052,1.32291,2.17002,1.5747e-05,9.92949e-06,4.20502e-11,1.11136,-0.229197,0.00542177,1.38252e-06,1.36179e-06,1.34404e-10,0.79026,-0.177121,-0.0910573,1.88068e-06,1.87661e-06,1.89171e-10,0.994099,-0.208518,-0.488231,1.65578e-06,1.64801e-06,4.14482e-11,0,-0.00235202,-2.74744,5.62493e-07,5.62462e-07
1,F8-T4,3.51505e-07,0.672877,0.981601,-0.230509,0.000126402,4.48949e-05,3.11249e-09,0.088488,0.669254,1.39562,1.18944e-05,1.17204e-05,3.23024e-09,0.0627833,-4.14808,19.8276,9.21989e-06,9.07306e-06,1.81004e-09,0.148245,2.14463,19.9201,5.12177e-06,5.113e-06,1.97002e-10,0.881419,1.34629,30.358,1.22631e-06,1.22585e-06
1,T4-T6,2.20221e-07,0.631174,0.962298,-0.147706,0.00010005,4.51019e-05,9.68491e-10,0.181981,2.25153,6.35804,6.63493e-06,6.59828e-06,8.26895e-10,0.163064,1.6846,6.00882,4.6648e-06,4.61758e-06,2.67158e-10,0.523382,-1.3201,11.6031,1.9677e-06,1.96224e-06,4.36003e-11,0,-0.129985,-1.32108,5.76912e-07,5.7673e-07
