label,channel,a4_energy,a4_wiener_entropy,a4_skewness,a4_kurtosis,a4_psd_rms,a4_std,d4_energy,d4_wiener_entropy,d4_skewness,d4_kurtosis,d4_psd_rms,d4_std,d3_energy,d3_wiener_entropy,d3_skewness,d3_kurtosis,d3_psd_rms,d3_std,d2_energy,d2_wiener_entropy,d2_skewness,d2_kurtosis,d2_psd_rms,d2_std,d1_energy,d1_wiener_entropy,d1_skewness,d1_kurtosis,d1_psd_rms,d1_std
0,Fp2-F4,5.88108e-07,0.38921,0.102439,-1.5326,0.0001635,0.000122871,8.78351e-11,0.792185,-0.823394,0.534357,1.99813e-06,1.96041e-06,1.0605e-10,0.896051,-0.271822,0.357883,1.67056e-06,1.66202e-06,1.26454e-10,1.0424,0.821865,2.41992,1.35376e-06,1.34413e-06,9.23789e-11,0,0.0915508,-1.11754,8.39752e-07,8.38554e-07
0,F4-C4,1.56074e-07,0.782421,-0.539233,-1.24434,8.42275e-05,2.84396e-05,7.05079e-11,0.772477,-0.954992,0.798382,1.79022e-06,1.76782e-06,5.89172e-11,1.34974,0.0944974,-0.769422,1.24517e-06,1.24514e-06,1.37968e-10,0.980752,0.0840516,1.79199,1.41405e-06,1.4118e-06,9.95423e-11,0,-0.224519,-1.08268,8.71702e-07,8.71649e-07
0,C4-P4,1.08839e-08,0.740038,-0.634704,-1.28837,2.22424e-05,1.94624e-05,2.67178e-11,1.55286,0.0425443,-0.738685,1.10202e-06,1.09828e-06,5.78543e-11,1.29752,-0.0400225,-0.193231,1.23389e-06,1.22581e-06,7.57612e-11,1.55586,-0.287104,0.303143,1.04785e-06,1.04739e-06,9.42145e-11,0,-0.0102366,-1.48221,8.48054e-07,8.47586e-07
0,P4-O2,1.59893e-07,0.925356,-0.673545,-0.815721,8.52517e-05,1.60317e-05,7.42814e-11,0.715777,-1.39386,2.99425,1.83751e-06,1.80763e-06,7.7973e-11,1.0194,0.181101,0.706278,1.43245e-06,1.42428e-06,9.73817e-11,1.32262,0.395664,0.829374,1.18799e-06,1.17056e-06,8.68868e-11,0,-0.00177782,-1.90631,8.14407e-07,8.14406e-07
0,Fp1-F3,1.11575e-07,0.782055,-0.85233,-1.00688,7.12152e-05,6.58542e-05,5.07902e-11,1.07182,0.199247,-0.821178,1.51942e-06,1.51821e-06,9.42321e-11,0.977819,0.153895,-0.136716,1.57474e-06,1.54699e-06,1.00188e-10,1.26711,0.794541,1.45376,1.20499e-06,1.20497e-06,1.07074e-10,0,-0.0193986,-0.623694,9.0408e-07,9.01622e-07
0,F3-C3,1.13283e-08,0.848624,-1.10607,0.766307,2.26919e-05,5.76969e-06,4.32363e-11,1.0441,-0.124717,0.347237,1.40189e-06,1.38548e-06,2.20402e-11,0,0.0778782,-2.22818,7.6158e-07,7.41861e-07,4.68367e-11,0,0.364327,-1.08598,8.23889e-07,8.20731e-07,4.52594e-11,0,-0.0401844,-2.59058,5.87785e-07,5.87148e-07
0,C3-P3,2.3661e-09,0.508584,-0.870948,-0.858213,1.03706e-05,1.031e-05,1.49154e-11,0,0.265257,-1.69429,8.23391e-07,8.23371e-07,1.403e-11,0,-0.0876639,-2.59921,6.07627e-07,6.07612e-07,2.56869e-11,0,0.0126286,-2.659,6.10143e-07,6.09995e-07,2.62764e-11,0,0.0117137,-2.90684,4.47866e-07,4.46672e-07
0,P3-O1,1.6622e-08,0.485054,-0.273972,-1.33173,2.74872e-05,2.72984e-05,7.6222e-11,0.828207,-0.368199,-0.0773319,1.86135e-06,1.84893e-06,1.18277e-10,0.895539,-0.77368,1.35169,1.76424e-06,1.75298e-06,1.80456e-10,0.940044,0.278098,0.5915,1.61719e-06,1.61202e-06,2.49357e-10,1.06361,-0.535776,1.87536,1.37967e-06,1.37935e-06
0,Fp2-F8,5.88898e-07,0.283282,0.0591826,-1.59597,0.00016361,9.30119e-05,3.37448e-10,0.387052,0.754667,1.91155,3.91645e-06,3.91177e-06,3.71798e-10,0.416852,1.73832,6.03331,3.12796e-06,3.12577e-06,3.77882e-10,0.734677,-0.25407,-0.370614,2.3402e-06,2.3387e-06,2.38193e-10,1.14114,-0.480415,0.722391,1.34843e-06,1.34809e-06
0,F8-T4,2.7765e-08,0.193794,-0.055847,0.61389,3.55253e-05,3.47436e-05,2.28226e-09,0.191851,0.538581,0.600898,1.01852e-05,1.00707e-05,6.08642e-09,0.299713,-0.0159683,-0.134545,1.26558e-05,1.25328e-05,1.23658e-08,0.262455,0.271077,0.288351,1.33871e-05,1.33864e-05,7.11642e-09,0.310047,-0.334681,0.411753,7.37047e-06,7.36896e-06
