label,channel,a4_energy,a4_wiener_entropy,a4_skewness,a4_kurtosis,a4_psd_rms,a4_std,d4_energy,d4_wiener_entropy,d4_skewness,d4_kurtosis,d4_psd_rms,d4_std,d3_energy,d3_wiener_entropy,d3_skewness,d3_kurtosis,d3_psd_rms,d3_std,d2_energy,d2_wiener_entropy,d2_skewness,d2_kurtosis,d2_psd_rms,d2_std,d1_energy,d1_wiener_entropy,d1_skewness,d1_kurtosis,d1_psd_rms,d1_std
0,Fp2-F4,1.77306e-07,0.157752,1.2421,0.798146,8.97739e-05,7.77759e-05,1.64988e-09,0.264863,-0.355303,0.650867,8.65993e-06,8.65993e-06,2.38023e-10,0.676229,0.123619,-0.549629,2.50275e-06,2.48342e-06,5.46133e-11,0,-0.141542,-0.478934,8.89661e-07,8.89012e-07,5.01357e-11,0,-0.027671,-2.62764,6.1864e-07,6.18424e-07
0,F4-C4,4.29844e-07,0.22206,0.632248,-0.536333,0.00013978,9.43541e-05,1.62288e-09,0.363578,0.469659,-0.0918892,8.58879e-06,8.58869e-06,3.73849e-10,0.540422,0.566514,1.19111,3.13658e-06,3.12819e-06,4.71209e-11,0,0.0722569,-1.03112,8.26384e-07,8.24255e-07,2.64648e-11,0,-0.0109366,-2.87537,4.49468e-07,4.46904e-07
0,C4-P4,5.63816e-08,0.641566,0.560887,-0.433909,5.06241e-05,4.81472e-05,6.34083e-10,0.345163,0.0612589,-0.348096,5.36861e-06,5.23505e-06,1.34035e-10,0.844621,0.355008,-0.444341,1.87809e-06,1.87603e-06,8.48673e-11,1.50332,-0.0427625,-0.0334903,1.10904e-06,1.10839e-06,8.71761e-11,0,0.17177,-1.33723,8.15761e-07,8.13588e-07
0,P4-O2,5.78679e-08,0.382665,0.467646,-0.0966905,5.1287e-05,4.83715e-05,8.52278e-10,0.341305,-0.466642,-0.426587,6.22414e-06,6.20153e-06,6.15357e-10,0.437146,0.412761,0.269313,4.02413e-06,4.02005e-06,5.17841e-10,0.516684,0.0562412,2.05542,2.73951e-06,2.72623e-06,4.34669e-10,0.817842,-0.671745,0.901561,1.82156e-06,1.82146e-06
0,Fp1-F3,9.11284e-07,0.399732,0.857979,0.506117,0.000203524,0.000178248,1.06499e-09,0.275548,-0.284438,0.279718,6.95764e-06,6.87967e-06,3.20783e-10,0.540259,-0.000252465,-0.00895255,2.90545e-06,2.90544e-06,6.23506e-11,0,0.0443612,-1.19779,9.50595e-07,9.50265e-07,6.41323e-11,0,-0.109513,-2.16797,6.99685e-07,6.99353e-07
0,F3-C3,7.70155e-07,0.274119,0.381157,-0.834927,0.000187102,0.000146541,2.8182e-09,0.266448,0.323408,-0.0280153,1.13181e-05,1.13133e-05,6.04393e-10,0.367951,1.00752,2.30722,3.98812e-06,3.97595e-06,1.00821e-10,1.14326,-0.451266,3.63346,1.20879e-06,1.20807e-06,2.43539e-11,0,0.00108763,-2.91668,4.3117e-07,4.31152e-07
0,C3-P3,1.66385e-07,0.404984,0.290817,-1.1917,8.69652e-05,8.33867e-05,1.49712e-09,0.271396,-0.714211,1.00322,8.24931e-06,8.24782e-06,2.37163e-10,0.6897,0.422243,-0.448063,2.49823e-06,2.49744e-06,2.82942e-11,0,-0.0429381,-2.4012,6.4036e-07,6.40061e-07,2.68608e-11,0,-0.0315802,-2.85613,4.52818e-07,4.51073e-07
0,P3-O1,2.71434e-07,0.565395,0.976233,0.170383,0.000111076,0.00010147,1.75677e-09,0.444154,0.181604,-0.992993,8.93606e-06,8.93573e-06,4.01308e-10,0.459336,-0.505965,1.97508,3.24973e-06,3.24729e-06,6.70679e-11,0,0.470914,0.755896,9.859e-07,9.85409e-07,5.01595e-11,0,0.105258,-2.3949,6.18787e-07,6.1864e-07
0,Fp2-F8,7.48817e-07,0.487928,0.622953,0.431731,0.000184492,9.23051e-05,3.37929e-09,0.192414,0.306027,0.862656,1.23937e-05,1.23714e-05,5.27504e-10,0.520961,-0.0503159,0.38076,3.72581e-06,3.6994e-06,9.94856e-11,1.2711,-0.619425,1.61978,1.20076e-06,1.18925e-06,7.08553e-11,0,-0.116663,-2.12824,7.35446e-07,7.34345e-07
0,F8-T4,1.57491e-07,0.711399,0.665087,0.665617,8.46089e-05,5.0695e-05,1.781e-09,0.262998,0.533791,0.232419,8.99748e-06,8.97083e-06,4.07608e-10,0.536433,0.461602,-0.354704,3.27514e-06,3.27451e-06,1.53458e-10,1.07323,-0.316967,-0.409915,1.49132e-06,1.49131e-06,1.88917e-10,1.35909,0.0349082,-0.0924952,1.20088e-06,1.20028e-06
