label,channel,a4_energy,a4_wiener_entropy,a4_skewness,a4_kurtosis,a4_psd_rms,a4_std,d4_energy,d4_wiener_entropy,d4_skewness,d4_kurtosis,d4_psd_rms,d4_std,d3_energy,d3_wiener_entropy,d3_skewness,d3_kurtosis,d3_psd_rms,d3_std,d2_energy,d2_wiener_entropy,d2_skewness,d2_kurtosis,d2_psd_rms,d2_std,d1_energy,d1_wiener_entropy,d1_skewness,d1_kurtosis,d1_psd_rms,d1_std
0,Fp2-F4,4.16491e-08,0.512019,-0.199781,-1.42002,4.35102e-05,4.10686e-05,1.21099e-10,0.660575,0.750441,-0.166295,2.34616e-06,2.31075e-06,3.60631e-10,0.256427,-3.66493,16.8571,3.08063e-06,3.06782e-06,1.20036e-10,0.923425,-2.77447,13.1432,1.31896e-06,1.30158e-06,1.16715e-10,0,-2.6349,16.1981,9.43904e-07,9.42421e-07
0,F4-C4,1.12718e-08,0.438748,0.429499,-0.376467,2.26352e-05,1.92517e-05,1.95787e-10,0.364218,2.17402,6.57064,2.98319e-06,2.98133e-06,1.24395e-10,0.643347,0.620992,5.96248,1.8093e-06,1.80845e-06,6.6562e-11,0,-1.05022,5.9014,9.82174e-07,9.80792e-07,6.1028e-11,0,-0.476433,-0.712912,6.82541e-07,6.7537e-07
0,C4-P4,1.7147e-08,0.245391,-0.180882,-1.05051,2.79179e-05,2.7757e-05,8.39176e-11,0.819409,-0.208347,-0.190331,1.95306e-06,1.89044e-06,1.88073e-10,0.410169,1.80491,10.3045,2.2247e-06,2.19679e-06,5.6214e-11,0,1.94023,8.13266,9.02605e-07,9.02469e-07,1.42561e-10,1.26187,2.00252,17.3993,1.04319e-06,1.04166e-06
0,P4-O2,0.000847893,0.00343393,0.871988,-1.14182,0.00620811,0.00518499,1.09004e-05,0.000140727,-2.8151,10.5343,0.000703899,0.000699272,8.2696e-06,0.000109379,-2.57324,15.3311,0.000466499,0.000466235,2.95985e-06,0.000174631,-1.85864,25.4747,0.000207114,0.000207095,5.59508e-07,0.000824436,4.64783,60.9855,6.53533e-05,6.53461e-05
0,Fp1-F3,4.21201e-08,0.567166,-0.349052,-1.28714,4.37556e-05,4.16798e-05,1.39783e-09,0.152449,-2.05796,6.61972,7.97106e-06,7.7538e-06,1.11496e-09,0.170077,-1.07929,8.81976,5.41673e-06,5.41669e-06,3.37755e-10,0.522303,1.57122,6.33575,2.21246e-06,2.20665e-06,3.19e-10,0.66401,3.28801,23.2084,1.56049e-06,1.55998e-06
0,F3-C3,8.17741e-08,0.488596,-0.238133,-1.2177,6.09672e-05,6.00203e-05,1.61879e-09,0.102344,2.51835,8.33484,8.57796e-06,8.536e-06,1.55368e-09,0.094746,-0.147098,9.51093,6.39423e-06,6.39398e-06,2.80633e-10,0.421785,-3.80324,18.2065,2.01672e-06,1.98758e-06,1.84684e-10,0.939791,-4.62675,37.0937,1.18735e-06,1.18221e-06
0,C3-P3,3.74056e-08,0.785233,-0.033124,-1.23383,4.12341e-05,1.34139e-05,4.64013e-10,0.122782,3.21952,11.4671,4.59255e-06,4.56433e-06,3.67551e-10,0.214034,1.34494,10.9749,3.11005e-06,3.10779e-06,9.08304e-11,0.982379,-4.94033,29.0269,1.14734e-06,1.13619e-06,5.37839e-11,0,-0.967745,1.06759,6.40753e-07,6.39061e-07
0,P3-O1,5.27271e-08,0.321707,0.265649,-1.65012,4.89559e-05,3.51699e-05,2.25877e-11,1.69987,-0.0535583,-1.18395,1.01327e-06,9.67378e-07,2.87846e-11,0,0.375066,-0.481049,8.70339e-07,8.70331e-07,3.65906e-11,0,0.147625,-1.91179,7.28216e-07,7.26922e-07,9.65855e-11,0,-0.344583,7.33023,8.58658e-07,8.58641e-07
0,Fp2-F8,1.79424e-08,0.457338,-0.399287,-0.907377,2.85581e-05,1.48065e-05,3.17192e-10,0.216213,2.30351,6.52045,3.79708e-06,3.69276e-06,1.7099e-10,0.457774,-2.76597,11.2155,2.12126e-06,2.10783e-06,3.20513e-10,0.366642,-1.07085,20.1377,2.15525e-06,2.15461e-06,9.86288e-10,0.185333,-1.20617,50.3348,2.74389e-06,2.74153e-06
0,F8-T4,2.36407e-08,0.227466,0.0222373,-1.18976,3.27807e-05,3.27249e-05,3.55001e-10,0.196541,2.17981,6.63263,4.01702e-06,3.96202e-06,4.32717e-10,0.248819,-2.50291,11.9463,3.3745e-06,3.37121e-06,1.86582e-10,0.695813,-1.97268,7.7883,1.64441e-06,1.63715e-06,1.93166e-10,1.05892,-2.45238,11.9756,1.21431e-06,1.20579e-06
0,T4-T6,0.000566608,0.00116674,0.874212,-1.13485,0.00507493,0.00422271,7.43631e-06,0.00107196,-2.79013,10.4299,0.00058139,0.000577859,5.70719e-06,0.00144088,-2.5255,15.161,0.000387543,0.00038742,1.96535e-06,0.00275593,-1.84285,24.8435,0.00016877,0.000168721,3.90278e-07,0.0108248,5.69945,65.1483,5.45823e-05,5.45733e-05
