label,channel,variance,rms,line_length,zero_crossings
0,Fp2-F4,1.3180568438448116e-11,5.733918225867174e-06,0.0005310054438917202,32.0
0,F4-C4,5.897914839523805e-11,1.2121449939551196e-05,0.0006900019015167699,11.0
0,C4-P4,5.899584150487767e-11,1.1672960603617832e-05,0.0016523729746848962,54.0
0,P4-O2,1.8259932790327324e-10,1.3616628581754472e-05,0.0021914655704519787,62.0
0,Fp1-F3,1.2507952684323866e-11,5.178350888557103e-06,0.0006268305642262031,43.0
0,F3-C3,1.3609469836679101e-11,1.169544456276079e-05,0.0004064938225653859,3.0
0,C3-P3,1.5950375328818867e-10,1.7687251277593668e-05,0.0003498837594378489,5.0
0,P3-O1,1.1533165462263223e-10,1.399978508881418e-05,0.0012937917122867518,30.0
0,Fp2-F8,1.0339641980337068e-10,1.0286898004238432e-05,0.0009716789272133547,50.0
0,F8-T4,4.586781594973959e-10,2.2494042381459495e-05,0.0002888486509445478,12.0
0,T4-T6,1.0329567636977639e-10,1.344849490700506e-05,0.00035278292709128086,11.0
0,T6-O2,4.773653605060318e-10,2.192558382394644e-05,0.00036437959770500806,2.0
0,Fp1-F7,1.2039415853231937e-11,3.5300868409818255e-06,0.00033386204345835745,33.0
0,F7-T3,4.180240291499579e-11,6.5184966347695716e-06,0.0002900693531144139,17.0
0,T3-T5,7.689731528301973e-11,1.3168035817147915e-05,0.000564574753563036,11.0
0,T5-O1,7.236851517418402e-11,1.308211431307287e-05,0.000706328793038728,27.0
0,Fz-Cz,2.6029525679967683e-11,1.3783272252585712e-05,0.0010430900041505172,1.0
0,Cz-Pz,9.118283882947003e-11,1.0234388253003815e-05,0.00030487036692403944,15.0
0,Fp2-F4,1.6012723047050395e-11,4.413860506370593e-06,0.0003529355148625141,33.0
0,F4-C4,3.359371128900994e-11,6.0993594673766595e-06,0.00013061513217566453,17.0
0,C4-P4,7.205373528724093e-11,8.523739963149055e-06,0.00020584090339365824,11.0
0,P4-O2,3.598371360863827e-11,1.922164982171089e-05,0.0003562924458296456,0.0
0,Fp1-F3,2.0981276656337968e-11,4.946339928197099e-06,0.0004095455779900509,49.0
0,F3-C3,5.5006879658002817e-11,8.238536428893712e-06,0.000287170185460982,16.0
0,C3-P3,5.932262990053443e-11,9.845819421300588e-06,0.00015640246551408432,6.0
0,P3-O1,9.244084566905939e-11,1.4853942685118434e-05,0.0001898191874141667,5.0
0,Fp2-F8,8.071439604527568e-11,1.1252487364725672e-05,0.0003446957752159184,4.0
0,F8-T4,3.06594220063139e-11,8.949513840294353e-06,0.00019790633928952912,12.0
0,T4-T6,8.305614832539566e-11,1.0094831825257377e-05,0.000247344777169103,8.0
0,T6-O2,1.0107660336426187e-10,2.6703730178772502e-05,0.0002319334122745445,4.0
