label,channel,variance,rms,line_length,zero_crossings
1,Fp2-F4,4.2994635562313284e-09,6.932455289634678e-05,0.0008984608014160587,2.0
1,F4-C4,1.3481468355640598e-09,3.962145951618637e-05,0.000650505697561571,6.0
1,C4-P4,1.3785534571738341e-09,4.2367299799958665e-05,0.0004236317968688008,4.0
1,P4-O2,3.127529023354551e-10,1.7722274642868693e-05,0.0006844698582110049,8.0
1,Fp1-F3,2.1318371162274942e-10,2.8763068904248913e-05,0.00027004017383343006,3.0
1,F3-C3,2.911097230828182e-10,1.71388132930188e-05,0.00026334772838526577,2.0
1,C3-P3,1.3371758793016063e-10,6.783820155382885e-05,0.0002707094183782464,0.0
1,P3-O1,7.510690772705265e-10,3.515261943597675e-05,0.0013322985775933104,18.0
1,Fp2-F8,9.326473420990184e-10,3.055648634149185e-05,0.0011956053793145541,9.0
1,F8-T4,5.004412665946807e-10,2.3031681751213748e-05,0.0014587857965636158,30.0
1,T4-T6,3.556756835162714e-10,2.4436799974729866e-05,0.0016250930659504987,33.0
1,T6-O2,8.533715739926597e-11,4.6489920262327566e-05,0.0008594773066805017,0.0
1,Fp1-F7,2.6928197726601345e-10,5.895359539079862e-05,0.0004124219507431259,0.0
1,F7-T3,2.741458185216352e-10,1.9656268860084806e-05,0.0003344549612720115,3.0
1,T3-T5,1.6546559852281395e-10,3.3436987071586945e-05,0.001045861912411878,5.0
1,T5-O1,3.319322873813448e-10,2.0277865322805326e-05,0.0016152217089144562,22.0
1,Fz-Cz,1.960131115088646e-09,7.314920530171253e-05,0.0006602097434614093,2.0
1,Cz-Pz,7.347924120233736e-11,2.2057496832243128e-05,0.0002154967434308909,2.0
1,Fp2-F4,7.321807182766383e-09,9.206033367155612e-05,0.0008499405719168676,3.0
1,F4-C4,1.8631872794117207e-09,5.448732175963816e-05,0.000565009706961272,2.0
1,C4-P4,1.4936968779037114e-09,3.9173146192543584e-05,0.00036072280965605645,3.0
1,P4-O2,3.9286584811824013e-10,2.6438869655689482e-05,0.0005802350203558456,15.0
1,Fp1-F3,4.3406830775272347e-10,3.309520659145094e-05,0.0002630131061128575,5.0
1,F3-C3,2.7201970288816756e-10,1.681566658903704e-05,0.0002196795218359935,4.0
1,C3-P3,6.865604355450057e-11,4.801708232257641e-05,0.00015660322348704496,0.0
1,P3-O1,1.3745997306595192e-10,2.057811137993938e-05,0.0007273015090792566,25.0
1,Fp2-F8,7.076203262955532e-10,2.6609716366167187e-05,0.0010410098894619588,11.0
1,F8-T4,5.184540349124155e-10,2.903904639554237e-05,0.0012899688601336712,19.0
1,T4-T6,3.4977404398078574e-10,1.8717501059515606e-05,0.0014012307657094026,33.0
1,T6-O2,4.8818262218545406e-11,3.879696082076763e-05,0.0009151919150364694,0.0
1,Fp1-F7,8.070375181247649e-10,7.033942367363645e-05,0.0003468359853511155,0.0
1,F7-T3,7.863397131274327e-11,1.6765680600120634e-05,0.0003287663826410717,4.0
1,T3-T5,5.68985047201969e-11,1.2956805960209468e-05,0.0008696832859889521,16.0
1,T5-O1,5.1449195696599226e-11,7.285377626437416e-06,0.001066106559892575,59.0
1,Fz-Cz,1.19867279092291e-09,6.265790969123893e-05,0.0005409169033478806,4.0
1,Cz-Pz,6.896706904819056e-11,2.3801141627611793e-05,0.0001634629800714134,2.0
1,Fp2-F4,1.902492413013958e-09,5.462255590745909e-05,0.0007764909831232641,4.0
1,F4-C4,1.0302909228811597e-09,3.407341743893627e-05,0.000551290193792535,9.0
1,C4-P4,1.3948534553450027e-09,3.7756902947013684e-05,0.0003346222724082156,6.0
1,P4-O2,1.9765306649617267e-10,1.4474200070005685e-05,0.0005996431121555222,15.0
1,Fp1-F3,9.98152230825115e-11,3.4341139280704024e-05,0.00026033612793359184,0.0
1,F3-C3,3.414813384322023e-10,1.8614215713087954e-05,0.0002096408536637471,5.0
1,C3-P3,4.0961231730121204e-11,3.0634502775363773e-05,0.0001589455793939024,0.0
1,P3-O1,3.43146198046144e-10,2.711114255162568e-05,0.0011775357766045107,28.0
1,Fp2-F8,1.8746824217336494e-10,1.8460946716043975e-05,0.0011604700407116916,25.0
1,F8-T4,1.789740805364218e-10,1.543103359172715e-05,0.0015118234267403178,30.0
1,T4-T6,1.4386613272977074e-10,1.76198857664334e-05,0.0016573841152378913,34.0
1,T6-O2,1.2897647582167709e-10,3.683998702140796e-05,0.000861652351451155,0.0
1,Fp1-F7,2.642928030206731e-10,6.947484049219142e-05,0.00034834178557695245,0.0
1,F7-T3,2.0764122552759931e-10,1.7613113799022325e-05,0.0002641842840662863,22.0
1,T3-T5,5.2629698303764525e-11,8.9202959421135e-06,0.0008251785237586599,33.0
1,T5-O1,1.6456767434371944e-10,1.7192688497593922e-05,0.0014546030181585132,41.0
1,Fz-Cz,3.072845091447557e-09,6.091403434549339e-05,0.0006049970685140535,4.0
1,Cz-Pz,1.1784701363211606e-10,1.3056965886476974e-05,0.00021683523252052372,2.0
1,Fp2-F4,7.234800960137354e-09,9.083414100767368e-05,0.0007443672449720756,2.0
1,F4-C4,2.3004839970112454e-09,4.798214316610344e-05,0.0005705309744560075,4.0
1,C4-P4,1.345627765230617e-09,3.668281756817742e-05,0.000321237381511887,2.0
1,P4-O2,1.104237817798917e-10,2.176631335201728e-05,0.0005720367746818443,5.0
1,Fp1-F3,7.883071340381197e-10,4.361192412930768e-05,0.0003341203389996034,5.0
1,F3-C3,3.7717856409144513e-10,1.9530655609587308e-05,0.00028543279836420793,3.0
1,C3-P3,4.3949085990182566e-10,2.6078721879371773e-05,0.00030651400152592546,3.0
1,P3-O1,1.0285202112572254e-10,2.4147993379117664e-05,0.0008541233503219705,4.0
1,Fp2-F8,3.852509544870998e-10,2.318732225573785e-05,0.0011454120384533219,14.0
1,F8-T4,6.841770956317431e-10,2.621246851556688e-05,0.0013435084237189857,20.0
1,T4-T6,3.014403865099446e-10,1.923532693419425e-05,0.001392697897762993,28.0
1,T6-O2,9.835179478283685e-11,1.7046910054446738e-05,0.0008064396765037996,16.0
1,Fp1-F7,6.38529555076373e-10,6.655597071498767e-05,0.00036524021033356726,0.0
1,F7-T3,4.958992181660443e-11,7.867244953867722e-06,0.0002745575745109412,11.0
1,T3-T5,1.563955451590384e-10,1.7802298743128187e-05,0.0008248439014862514,16.0
1,T5-O1,3.9495739278663376e-10,2.854634220576661e-05,0.0012253867615588856,15.0
1,Fz-Cz,2.671473645885713e-09,5.505515142910582e-05,0.0006058336241950744,2.0
1,Cz-Pz,3.189783687363723e-10,2.0125456878058946e-05,0.00023272979045991398,5.0
1,Fp2-F4,4.3552700432881655e-09,6.600021986949824e-05,0.0008206611230811487,2.0
1,F4-C4,2.4865684899201722e-09,5.609980401852664e-05,0.0007127454402294992,4.0
1,C4-P4,2.1355326210912097e-09,4.6817669543894234e-05,0.0005106335876949368,3.0
1,P4-O2,3.1393615401264133e-10,2.879067479516444e-05,0.0006704157227698599,8.0
1,Fp1-F3,1.0085730441859382e-09,5.169982108019912e-05,0.000645653674611652,5.0
