label,channel,variance,rms,line_length,zero_crossings
0,Fp2-F4,7.265568201557474e-11,9.522902530174087e-06,0.0002052907641224403,10.0
0,F4-C4,1.4235017694628206e-10,1.9580220246946517e-05,0.00024360501431318094,4.0
0,C4-P4,4.3030152098981016e-11,1.0635372132181324e-05,0.00016279373552659685,3.0
0,P4-O2,1.583980859090967e-10,1.4824051545910917e-05,0.00016714382506790372,26.0
0,Fp1-F3,6.199225681830924e-11,1.1807786002294191e-05,0.00028292313132114626,8.0
0,F3-C3,7.756782079223587e-11,2.0832622205307554e-05,0.00022988550114444402,0.0
0,C3-P3,1.5940069173586926e-10,1.3949123082345e-05,0.0002201814552446058,2.0
0,P3-O1,1.077781354806956e-10,1.2405548001694757e-05,0.00029530415540025026,4.0
0,Fp2-F8,1.0449893404513336e-10,1.0293497058101562e-05,0.00025565141611987664,6.0
0,F8-T4,6.844850158210433e-11,1.888079716777559e-05,0.0006710849673146762,0.0
0,T4-T6,1.6318331640544922e-10,1.5892800112118612e-05,0.0006428093852961819,15.0
0,T6-O2,2.1590637246078777e-11,4.649003433776326e-06,0.00017166122574541467,17.0
0,Fp1-F7,7.120661841832467e-11,1.8940823082736694e-05,0.00025297443794061096,0.0
0,F7-T3,3.8702125861992174e-10,3.691948557628992e-05,0.00048520229499191247,3.0
0,T3-T5,6.995876743990173e-11,9.460808854348884e-06,0.0005104662765587327,22.0
0,T5-O1,1.7462381861144434e-10,2.1499216525312852e-05,0.00037962896804712046,2.0
0,Fz-Cz,1.466944426865246e-10,1.579977065756728e-05,0.0002596668833887753,14.0
0,Cz-Pz,2.424525403070545e-10,3.1478184893578874e-05,0.0002988176892605364,0.0
0,Fp2-F4,1.824354625347323e-11,2.3475543363300932e-05,0.00017868829346598717,0.0
0,F4-C4,2.8398906790436244e-10,3.7896931757111555e-05,0.00027773648609881896,0.0
0,C4-P4,3.250225955629279e-11,5.9347475622275135e-06,0.00017115929233680233,7.0
0,P4-O2,1.6229016807344985e-10,1.5703011679019075e-05,0.00020763312002929776,1.0
0,Fp1-F3,1.1114081322192369e-11,1.5826804562315456e-05,0.0001540935564439833,0.0
0,F3-C3,1.7028951248364407e-10,2.8757331610771384e-05,0.0002185083438825648,3.0
0,C3-P3,6.580502002605089e-11,8.5691147509561e-06,0.0002270412118289742,11.0
0,P3-O1,1.0923116848560644e-10,1.1738447063813129e-05,0.00021031009820856353,9.0
0,Fp2-F8,5.115126715520606e-11,9.114492734979974e-06,0.00023356634614093448,7.0
0,F8-T4,1.7703162763987466e-10,1.7832686589795964e-05,0.0006660656332285531,17.0
0,T4-T6,1.4188342351285134e-09,0.00012377601561641889,0.0006331053393963436,0.0
0,T6-O2,8.57300342317044e-10,0.00013077632149361933,0.00022402961137730037,0.0
0,Fp1-F7,2.471453544673591e-11,5.283842152404624e-06,0.00014054135441145054,14.0
0,F7-T3,1.9815515022062145e-10,3.037318389832109e-05,0.0003759481230506302,0.0
0,T3-T5,2.1921359382243832e-10,4.5409284147318866e-05,0.0004259741527756585,0.0
0,T5-O1,1.6770919504000345e-10,2.3702983524386852e-05,0.00026569008429212326,3.0
0,Fz-Cz,1.4204214142930841e-10,2.4902632382969876e-05,0.00026635932883693964,2.0
0,Cz-Pz,6.703086605725978e-11,1.8183799276346773e-05,0.00025431292703024383,1.0
0,Fp2-F4,1.0890051336763378e-10,1.3879617536115917e-05,0.00015258775621814632,4.0
0,F4-C4,2.4918818216369407e-10,1.5891637293697165e-05,0.00019759445185705128,1.0
0,C4-P4,1.2358809910644318e-10,1.3733533615251385e-05,0.00014321833259071628,4.0
0,P4-O2,3.6370716419621347e-10,4.6522257086060664e-05,0.00022520078933072914,0.0
0,Fp1-F3,3.887414639843024e-11,1.9028567612457383e-05,0.00018169989391766104,0.0
0,F3-C3,8.060386578845389e-11,2.1480196173410762e-05,0.000260838061342204,2.0
0,C3-P3,6.50142856579599e-11,1.8828012246254077e-05,0.00027171328519547106,2.0
0,P3-O1,6.416211880111442e-11,8.063709007103818e-06,0.0002536436824854274,15.0
0,Fp2-F8,1.9602280091283962e-11,6.397078922732328e-06,0.00014840497781304368,8.0
0,F8-T4,5.801670817249948e-11,1.915203579087774e-05,0.00034683598535111546,0.0
0,T4-T6,7.90858811562643e-09,0.00016729911061079912,0.00044638611139255957,0.0
