label,channel,variance,rms,line_length,zero_crossings
0,Fp2-F4,1.3075570565826942e-10,1.19577964592104e-05,0.00041702237878048036,8.0
0,F4-C4,1.4557019724564826e-10,1.2392165157592247e-05,0.00020339949905392624,5.0
0,C4-P4,1.0483905235741493e-11,6.7726671416223275e-06,0.00014038074953459268,0.0
0,P4-O2,5.071237887327371e-12,2.2938178905164032e-06,0.000255737104586932,42.0
0,Fp1-F3,5.916965313108856e-11,7.694343329279856e-06,0.00019378646946623118,12.0
0,F3-C3,2.992726144302877e-11,6.775244995799462e-06,0.00017242418149357583,7.0
0,C3-P3,1.4335198719293586e-10,1.4059846143470715e-05,0.00018203721108127078,8.0
0,P3-O1,4.5120198867929836e-11,8.368582032182372e-06,0.0003442380119022187,18.0
0,Fp2-F8,6.879342037532132e-11,9.488275634427283e-06,0.000527801100695822,37.0
0,F8-T4,1.3383129609044842e-10,1.1569577693752817e-05,0.0007539361776635028,29.0
0,T4-T6,1.8318695293160373e-10,1.3675126998845546e-05,0.0008177178660390026,12.0
0,T6-O2,1.3866356213195081e-11,6.721457224307584e-06,0.00037918061151463354,9.0
0,Fp1-F7,2.2357456160283562e-11,5.165962671378652e-06,0.00020553572785119174,11.0
0,F7-T3,1.3773210423549098e-10,1.1747621079643442e-05,0.0005940241934110537,17.0
0,T3-T5,3.665739375411504e-11,6.0655138533428865e-06,0.0006164545957823419,46.0
0,T5-O1,2.423771734005359e-11,6.17161655561163e-06,0.0004145809744407483,20.0
0,Fz-Cz,1.8924715533590387e-10,1.589466313565397e-05,0.0002603147377239295,4.0
0,Cz-Pz,7.702189312484404e-11,1.7933782675630608e-05,0.00021331770418408765,2.0
0,Fp2-F4,9.201492676929448e-11,1.131015441881991e-05,0.0003829953057954649,12.0
0,F4-C4,9.154754954213265e-11,2.154951364186807e-05,0.0002732846982787561,6.0
0,C4-P4,1.5642987384023985e-11,5.487544127650191e-06,0.00027557351484725477,19.0
0,P4-O2,1.7286687585698732e-11,4.515641837315716e-06,0.0008592217398144474,80.0
0,Fp1-F3,8.303070205349195e-11,1.1997232465377011e-05,0.00017578111246070743,22.0
0,F3-C3,8.499123738375672e-12,7.223395841959118e-06,0.00028640724660481575,5.0
0,C3-P3,2.300944346998454e-11,9.86843881428642e-06,0.0001994322170018616,2.0
0,P3-O1,1.2080202221415174e-10,2.5576419265978096e-05,0.0009735099804681539,0.0
0,Fp2-F8,4.31619386919446e-11,7.590684490106014e-06,0.0005227657042451247,23.0
0,F8-T4,3.593962734304561e-11,1.0135939533861743e-05,0.0009437553650776695,32.0
0,T4-T6,1.3337760105279523e-10,1.2072298297150795e-05,0.0009593193177434614,14.0
0,T6-O2,8.849650263872426e-11,9.999939298440713e-06,0.0007473749035004731,13.0
0,Fp1-F7,2.3308857539041304e-11,4.903625912999155e-06,0.00029388404739524523,15.0
0,F7-T3,2.7942182583993366e-11,1.3133580935106008e-05,0.0005404658857081819,2.0
0,T3-T5,1.7240936876352226e-11,7.730022875235337e-06,0.0005595393571123386,16.0
0,T5-O1,5.2502403753711966e-11,1.4742386875710655e-05,0.0011338797280343027,12.0
0,Fz-Cz,4.314132730052029e-11,1.421855014271464e-05,0.0006011958186590166,2.0
0,Cz-Pz,1.8121376711826814e-10,1.410485144765204e-05,0.0003416440197912534,8.0
0,Fp2-F4,3.312817578573711e-11,1.3580609659480184e-05,0.00043014492710654017,9.0
0,F4-C4,1.1900104468985282e-10,1.0963692010877046e-05,0.0002618406154362621,9.0
0,C4-P4,4.85296657037342e-11,7.281802007646671e-06,0.00028213478901028475,17.0
0,P4-O2,4.2088705714738684e-11,7.4022518234177385e-06,0.0008814995544145024,40.0
0,Fp1-F3,8.863989135949806e-11,1.3031383157240988e-05,0.00019592269826349684,2.0
0,F3-C3,1.7498701482315274e-11,7.8977703864855e-06,0.00029556251287881095,14.0
0,C3-P3,6.89969337072211e-11,1.056126633629491e-05,0.00020614607893612477,3.0
0,P3-O1,1.637889246613968e-10,2.4748803014036424e-05,0.0010142509153874325,12.0
0,Fp2-F8,5.171415019247454e-11,8.823588664361883e-06,0.0005618281736808374,33.0
0,F8-T4,6.813162759121138e-11,1.0644795711303618e-05,0.0011184683631397443,50.0
0,T4-T6,2.9928476469205524e-10,1.824645475983968e-05,0.0011915579055604723,20.0
0,T6-O2,1.3413924092224097e-10,1.2441007094655487e-05,0.0008123772940458387,29.0
0,Fp1-F7,1.83830103235129e-11,4.388857162895362e-06,0.0003248593649555954,30.0
0,F7-T3,3.855904436838747e-11,8.739235854265851e-06,0.000554961723975341,12.0
0,T3-T5,2.215143497172247e-11,6.107413702680091e-06,0.0005680842723014006,25.0
0,T5-O1,5.64926999977564e-11,7.5847152548923095e-06,0.001140746177739799,56.0
0,Fz-Cz,1.0992858669155613e-10,1.961360872133525e-05,0.0005979914754631183,5.0
0,Cz-Pz,1.6956433381163388e-10,1.820560597473467e-05,0.00033554050894192333,1.0
0,Fp2-F4,1.4921419575267022e-10,1.2499724941226894e-05,0.000405425708166753,14.0
0,F4-C4,1.405784661238619e-10,1.1912600691407931e-05,0.00029952979493087556,12.0
0,C4-P4,1.0050777216188189e-10,1.0025395600927947e-05,0.0002775571558732871,3.0
0,P4-O2,2.5589683361812836e-11,8.529606510268846e-06,0.0008703606471144748,32.0
0,Fp1-F3,1.006594859435914e-10,1.185464199009388e-05,0.00020675643002105782,4.0
0,F3-C3,5.5730695620457603e-11,7.945503177189652e-06,0.00028961158980071413,2.0
0,C3-P3,1.0339740177189483e-10,1.6637938994711488e-05,0.00021224958978545487,3.0
0,P3-O1,6.078816036894851e-11,7.910571365717933e-06,0.0009976188483230078,45.0
0,Fp2-F8,3.1555515890884513e-11,7.278885020555039e-06,0.0005369563669698172,29.0
0,F8-T4,4.9467333378715586e-11,1.0649963587829209e-05,0.0010914603276314582,41.0
0,T4-T6,1.2419868224772803e-10,2.1282299990499036e-05,0.001053313384823145,8.0
0,T6-O2,1.3757751311547574e-10,2.3234343926058976e-05,0.0007788079843745229,7.0
0,Fp1-F7,5.57739899874105e-11,1.36957851328723e-05,0.0003051755424665059,13.0
0,F7-T3,6.152721887031786e-11,7.84392888107746e-06,0.0005473323354136785,24.0
0,T3-T5,7.42013612008537e-11,1.8316161833671734e-05,0.0005944819567247536,5.0
0,T5-O1,1.722184128337406e-10,1.4526862201224322e-05,0.0011366263079165013,27.0
0,Fz-Cz,3.554683936495453e-10,1.9103464697348177e-05,0.0006019587575151829,13.0
0,Cz-Pz,9.839085550198062e-11,1.1164055730041127e-05,0.00034362766081728565,10.0
0,Fp2-F4,8.701257731348146e-11,1.0527359735973177e-05,0.000389098816644795,23.0
0,F4-C4,4.060929406963423e-10,2.3774756943597317e-05,0.0002911374675130467,8.0
0,C4-P4,1.1975053216590607e-11,7.320555115321368e-06,0.00026840188959929194,11.0
0,P4-O2,3.708436638710811e-11,7.21861599960776e-06,0.0008607476175267799,46.0
0,Fp1-F3,1.7867594798246622e-11,4.245218741327432e-06,0.0001963804615771966,26.0
0,F3-C3,2.7996726956476494e-11,5.736994558140879e-06,0.0003048703669240394,33.0
0,C3-P3,7.66889532150789e-11,9.738380120791145e-06,0.0002264402525101474,18.0
0,P3-O1,1.1586968206926471e-10,1.1048179685598548e-05,0.0010136405643024994,27.0
0,Fp2-F8,3.796373731929088e-11,1.2682539047190297e-05,0.0005293269784081545,14.0
0,F8-T4,1.531631189343126e-10,1.3002813671957935e-05,0.0010681143986327707,39.0
0,T4-T6,8.54570571036791e-11,9.281884932223658e-06,0.0010617057122409741,43.0
0,T6-O2,1.1327920682534504e-10,1.398952988682197e-05,0.0007801812743156223,17.0
0,Fp1-F7,3.259720792540826e-11,7.57688099917257e-06,0.00030380225252540655,12.0
0,F7-T3,4.2345844688801936e-11,1.3449221887128975e-05,0.0005354304892574846,12.0
0,T3-T5,1.2617125131093414e-10,1.1245974947782095e-05,0.0005552668995178075,16.0
0,T5-O1,1.177994335389475e-10,1.7059279662789956e-05,0.0011378470100863675,25.0
0,Fz-Cz,2.535091991784614e-10,1.831855257709991e-05,0.0006164545957823419,10.0
0,Cz-Pz,1.701375430162291e-10,1.676307222298906e-05,0.00034851046949674975,11.0
0,Fp2-F4,1.4117967528695692e-11,5.027442889500218e-06,0.00041854825649281286,34.0
0,F4-C4,1.1224252055656121e-10,2.5048811369359298e-05,0.00025344828801843324,0.0
0,C4-P4,5.59431553819431e-12,6.033875420007308e-06,0.00026947000399792467,4.0
0,P4-O2,1.752183707285826e-11,5.4243658290896344e-06,0.0008485405958281196,66.0
0,Fp1-F3,6.7910442023314345e-12,5.1579900329849645e-06,0.00020889265881832327,16.0
0,F3-C3,1.5757766501584754e-11,4.038590820020802e-06,0.0003036496647541734,42.0
0,C3-P3,2.967698132726041e-11,1.704052959383846e-05,0.00018630966867580186,2.0
0,P3-O1,4.777759185617018e-11,9.536935971425247e-06,0.000992278276329844,54.0
0,Fp2-F8,2.389145619592474e-11,1.3508576568022145e-05,0.0005126949113437299,0.0
0,F8-T4,6.986364953781248e-11,8.793134073404131e-06,0.0009963981461531416,36.0
0,T4-T6,3.934664458660178e-11,1.4608174886180356e-05,0.001004943061342204,8.0
0,T6-O2,1.5741858895710266e-11,1.425047135517912e-05,0.0007490533689840387,0.0
0,Fp1-F7,2.7239777017018878e-11,6.769886792958972e-06,0.00029235816968291274,23.0
0,F7-T3,2.6136287045845053e-11,9.893640540803392e-06,0.000579070591830195,3.0
0,T3-T5,1.3113546990577468e-10,1.3471107568238395e-05,0.0005776973018890956,17.0
0,T5-O1,6.169890988505239e-11,1.123633887114485e-05,0.0011355581935178684,27.0
0,Fz-Cz,7.999955173663428e-11,1.1056231826435145e-05,0.0005963130099795526,34.0
0,Cz-Pz,6.094684847196678e-11,1.2098212851338905e-05,0.0003553769192022461,18.0
0,Fp2-F4,7.360763851746993e-10,5.139727245704905e-05,0.0003292844103213599,0.0
0,F4-C4,2.7616412678700215e-10,1.8257093551077653e-05,0.0003430173097323526,5.0
0,C4-P4,1.0506301756414444e-10,1.3898963726498708e-05,0.0002786252702719199,9.0
0,P4-O2,4.950059134523176e-11,1.2352528475639914e-05,0.0008685295938596758,26.0
0,Fp1-F3,2.275058722339771e-10,1.5114287987943952e-05,0.00032348607501449624,9.0
