label,channel,variance,rms,line_length,zero_crossings
0,Fp2-F4,6.681074909707347e-11,1.2886280025476626e-05,0.0021079530050355537,49.0
0,F4-C4,8.779138880619502e-12,6.6118501446404075e-06,0.000566515507187109,11.0
0,C4-P4,3.791413492568032e-12,2.299624845592601e-06,0.00020428689730521557,38.0
0,P4-O2,2.5592039366276092e-11,5.176917042461719e-06,0.0009066590470900601,68.0
0,Fp1-F3,2.959566432059229e-11,2.7780828957888198e-05,0.0011850647777336954,0.0
0,F3-C3,5.147714343610686e-12,7.051107143041105e-06,0.000552628682882168,2.0
0,C3-P3,9.47234447961715e-13,6.03101131726151e-06,0.0002245315447859127,0.0
0,P3-O1,9.342967802673359e-11,9.685949101299495e-06,0.0017147718349559006,76.0
0,Fp2-F8,7.350145288508433e-11,1.2079334295450882e-05,0.002310566790978728,69.0
0,F8-T4,8.762590470057063e-11,1.576441403929384e-05,0.0020012085001373334,30.0
0,T4-T6,2.1720039508680468e-10,1.659073495106912e-05,0.0031258739577013457,79.0
0,T6-O2,1.1643408048636732e-10,1.0815217424931169e-05,0.002317091925290689,91.0
0,Fp1-F7,4.372219882571735e-10,2.1238994388930507e-05,0.0011464159052705465,12.0
0,F7-T3,5.332176924931225e-10,3.6241919373457566e-05,0.0008370576144291512,15.0
0,T3-T5,9.907596244501176e-11,1.1712741160379957e-05,0.0023368346393627735,78.0
0,T5-O1,1.6419292774766826e-10,1.3576354130189269e-05,0.0028327448470717486,87.0
0,Fz-Cz,1.4401504766585152e-11,6.790464094561748e-06,0.0004120873284707174,15.0
0,Cz-Pz,2.3157553338442563e-12,3.6029756126007557e-06,0.00027773648609881896,4.0
0,Fp2-F4,5.976969905871486e-11,1.0323961206258469e-05,0.0020077336344492937,73.0
0,F4-C4,6.344771170436036e-12,4.387670249721109e-06,0.0006244051603137304,38.0
0,C4-P4,1.481797862341118e-12,1.5907967443903597e-06,0.00019475016254158153,40.0
0,P4-O2,2.011861190906541e-11,4.7243644226400045e-06,0.0008840720437025056,71.0
0,Fp1-F3,2.31372697635381e-11,2.9761576121295986e-05,0.0011616412186651202,0.0
0,F3-C3,9.651992959226165e-12,9.242550248643913e-06,0.0006866449029816583,6.0
0,C3-P3,2.2406150832637094e-12,7.582792952013477e-06,0.00023808374681844543,0.0
0,P3-O1,8.563332783434994e-11,9.44201426796881e-06,0.0017124294790490432,102.0
0,Fp2-F8,9.059589128691438e-11,1.121797852369721e-05,0.0026087152356944485,106.0
0,F8-T4,9.951544246411229e-11,1.6930686898275376e-05,0.0023301421939146087,37.0
0,T4-T6,1.937967572675335e-10,1.5416326216679828e-05,0.0032269298839686265,86.0
0,T6-O2,1.1198693648154628e-10,1.0744836417521313e-05,0.0023979032040772723,99.0
0,Fp1-F7,8.150387056420348e-11,1.547280701392973e-05,0.0010304692878810996,19.0
0,F7-T3,9.071334397942715e-11,1.544249484152909e-05,0.0007485500233771782,26.0
0,T3-T5,7.969018144208725e-11,1.0874173080524593e-05,0.0021713639256569113,83.0
0,T5-O1,1.3616264736994242e-10,1.2582687190121978e-05,0.002820196511856441,97.0
0,Fz-Cz,2.055299572642262e-11,4.5613864947295245e-06,0.0004012121046174505,32.0
0,Cz-Pz,2.651538261885526e-12,2.847920018041156e-06,0.00029496953312784207,34.0
0,Fp2-F4,9.15645373852817e-11,1.8402273113741184e-05,0.0020416977950987267,27.0
0,F4-C4,2.366738981623323e-10,2.9170771268141872e-05,0.0005305436129032256,0.0
0,C4-P4,4.660440828117245e-11,9.838480327002456e-06,0.0002252007893307291,8.0
0,P4-O2,5.881201336071079e-11,9.029777235191117e-06,0.0009322576509292886,43.0
0,Fp1-F3,1.3604364629663007e-10,4.2713286300441785e-05,0.0012175231381572923,0.0
0,F3-C3,5.544155915989685e-10,4.505741022231022e-05,0.0005996431121555225,0.0
0,C3-P3,1.2074883088502376e-10,2.480713360485258e-05,0.00023908761363567002,0.0
0,P3-O1,2.6734216110179065e-10,2.471120824111914e-05,0.0015538185219275487,30.0
0,Fp2-F8,1.2746386197787825e-10,1.1296594783401547e-05,0.0034305475367290257,135.0
0,F8-T4,5.583738355409624e-10,3.831946261235297e-05,0.0041121731056245605,27.0
0,T4-T6,7.635672581115729e-10,4.485856894339513e-05,0.0036897124867091885,28.0
0,T6-O2,1.0981233837562235e-10,1.0839339555829154e-05,0.002290991388042848,96.0
0,Fp1-F7,4.2523248959204945e-11,1.6218841251530123e-05,0.0012598528556169316,2.0
0,F7-T3,1.999001928944456e-10,1.6476566881077066e-05,0.0016001637066560869,72.0
0,T3-T5,1.5949545862075575e-10,1.920748000356589e-05,0.0026830013801690724,49.0
0,T5-O1,2.0237791014134237e-10,2.029542637622547e-05,0.0026814955799432357,43.0
0,Fz-Cz,4.65619809387064e-11,1.1272602352223836e-05,0.00039853512643818473,10.0
0,Cz-Pz,4.633587761799436e-11,1.1112678740479609e-05,0.00027137866292306287,24.0
0,Fp2-F4,6.71520323008543e-11,3.734861311566909e-05,0.0016675900945463422,0.0
0,F4-C4,9.72392351251562e-11,8.00316404305965e-05,0.0006337745839411603,0.0
0,C4-P4,2.1789131677073054e-10,4.519082311024268e-05,0.00024159728067873164,0.0
0,P4-O2,6.963952335449742e-11,1.3861481670064477e-05,0.001199788157719657,11.0
0,Fp1-F3,2.6750552403250452e-11,6.849965737374589e-05,0.0011408946377758108,0.0
0,F3-C3,7.594313236975798e-11,0.0001059590915509709,0.0005357302581255533,0.0
0,C3-P3,1.375941794522857e-11,4.5298035738731845e-05,0.00032792982696005124,0.0
0,P3-O1,6.428704857111582e-11,5.231460538876709e-05,0.0014616300858790857,0.0
0,Fp2-F8,2.107183284569473e-10,3.375429770424098e-05,0.0022073358199407945,11.0
0,F8-T4,4.0797835909663415e-10,0.00011679922817300148,0.00415165853376873,0.0
0,T4-T6,9.443783692369172e-10,0.00011103353090447108,0.004839809236976226,0.0
0,T6-O2,6.631173193545898e-10,2.813472174594275e-05,0.0033472265908993807,73.0
0,Fp1-F7,5.736350495942298e-10,2.4123320021767532e-05,0.0013259407544175543,15.0
0,F7-T3,1.368967161264439e-09,6.423566349678457e-05,0.001993177565599536,0.0
0,T3-T5,3.0477696474441534e-10,5.610087409937178e-05,0.002608045991149632,0.0
0,T5-O1,3.2090487053427697e-10,5.079689684353242e-05,0.002715627051728873,0.0
0,Fz-Cz,2.4379206995155538e-11,1.3075285177708579e-05,0.0004323319759514145,0.0
0,Cz-Pz,1.599964518579821e-11,3.3370162796494656e-05,0.0003110314022034363,0.0
0,Fp2-F4,1.7021216434882825e-10,3.332497610735848e-05,0.0031409319599597155,16.0
0,F4-C4,2.641425238009306e-10,7.874612897829938e-05,0.0008333767694326611,0.0
0,C4-P4,4.3851737815682887e-10,6.503293518787054e-05,0.0002513013265785699,0.0
0,P4-O2,1.4495045590162086e-10,1.6798139102851885e-05,0.0016787999406720174,12.0
0,Fp1-F3,2.1364234329699748e-10,5.6537383475309176e-05,0.0032702634682454904,0.0
0,F3-C3,2.2194119751912834e-10,9.48744616135109e-05,0.0008397345926084167,0.0
0,C3-P3,3.5611652952759183e-11,1.7390967002759996e-05,0.00030885635743278306,0.0
0,P3-O1,2.16376502731208e-10,1.5034026598256248e-05,0.0016913482758873256,61.0
