label,channel,variance,rms,line_length,zero_crossings
0,Fp2-F4,4.622389137899354e-10,4.702639414725836e-05,0.0006950372979674672,4.0
0,F4-C4,1.1699826208229914e-09,7.226381606467036e-05,0.0005101009192327645,2.0
0,C4-P4,1.1995541009299443e-10,2.891410403103096e-05,0.0003233334872432631,0.0
0,P4-O2,3.165401852488678e-10,2.0824617067544674e-05,0.0002883908876308481,5.0
0,Fp1-F3,5.668164914482984e-10,2.673811920327562e-05,0.0005551143117465743,5.0
0,F3-C3,8.602293209763305e-11,9.546139055929662e-06,0.00022964459570604578,14.0
0,C3-P3,3.935708571154743e-10,5.2928666636416396e-05,0.00020416243791009239,0.0
0,P3-O1,4.70865872492939e-10,3.248623611297038e-05,0.0002621457909787285,9.0
0,Fp2-F8,2.7570868346168354e-10,1.9123133674588346e-05,0.0006602472861262855,9.0
0,F8-T4,4.8458847228007e-10,4.608770774184472e-05,0.0007331842407757807,6.0
0,T4-T6,5.495177488134096e-10,2.374253814762457e-05,0.0006976312900784326,6.0
0,T6-O2,2.715298116022973e-11,6.011495552391029e-06,0.00021347029195532098,32.0
0,Fp1-F7,6.364867841361823e-10,3.12274596582002e-05,0.0009072868877529219,8.0
0,F7-T3,2.394697219855139e-10,1.9392677107912264e-05,0.0007521051244087037,29.0
0,T3-T5,5.764192042784045e-11,1.7425294240934752e-05,0.00025909403555406357,7.0
0,T5-O1,4.992803755421714e-11,7.222375903988962e-06,0.0003176877397076327,23.0
0,Fz-Cz,9.303788619102859e-10,8.79809519608574e-05,0.0005754084853205969,0.0
0,Cz-Pz,6.523636658355871e-11,2.4285527315876025e-05,0.00017089830378124338,2.0
0,Fp2-F4,6.45699334297389e-10,7.381453825237793e-05,0.0005123897358012635,0.0
0,F4-C4,3.7826721162124625e-10,3.904531770669492e-05,0.0007217401579332865,1.0
0,C4-P4,2.2350679085329554e-10,4.9581245864407364e-05,0.0004603573058107243,0.0
0,P4-O2,8.533321502770626e-11,1.2827136413602668e-05,0.0003039548402966397,5.0
0,Fp1-F3,3.3972984232509395e-10,5.519889069463368e-05,0.00040023772394482256,0.0
0,F3-C3,2.1342493529254936e-10,1.5725834270366385e-05,0.00027420022490615555,6.0
0,C3-P3,6.088084590525764e-11,4.107576356309149e-05,0.00016235338859218128,0.0
0,P3-O1,1.080301228564666e-10,2.5528409320826298e-05,0.0002532957002471999,5.0
0,Fp2-F8,6.039993143907844e-11,2.6535498818611748e-05,0.0002600095621814631,0.0
0,F8-T4,3.5926157712063745e-10,2.6247874010129662e-05,0.0005288692150944548,3.0
0,T4-T6,2.50901509642621e-10,1.6133318646717532e-05,0.0005268855740684225,8.0
0,T6-O2,6.228712679455549e-12,1.3439169169515466e-05,0.00023559551878414264,0.0
0,Fp1-F7,1.5973782559424646e-10,5.25653634278731e-05,0.0007875054873348185,0.0
0,F7-T3,2.897267317850686e-10,2.0121452415071544e-05,0.0007788079843745229,13.0
0,T3-T5,2.57548597756692e-11,1.0997617896759596e-05,0.0002841184300363172,2.0
0,T5-O1,6.464611397230331e-11,1.222542936578452e-05,0.00032394383832819607,1.0
0,Fz-Cz,6.309719522709262e-10,4.0691599543858116e-05,0.0004830928837244788,1.0
0,Cz-Pz,1.8886330476351992e-10,4.2003124138653124e-05,0.0002565000434430984,0.0
0,Fp2-F4,1.46421974613613e-09,5.324011917703717e-05,0.0003808590769981995,1.0
0,F4-C4,8.984961085614382e-11,9.75992066427988e-06,0.0004586788403271586,24.0
0,C4-P4,1.0472610430561879e-10,1.4331505483648315e-05,0.0003123471677144693,9.0
0,P4-O2,2.2530585915225121e-10,1.5273215466672717e-05,0.00028442360557878364,12.0
0,Fp1-F3,9.183007286439707e-10,6.351540652935988e-05,0.0003173825641651659,2.0
0,F3-C3,1.1356003788615105e-09,9.303955478908714e-05,0.0006001277042603838,0.0
0,C3-P3,3.446180990465549e-10,6.578761166153289e-05,0.00048019371607104693,0.0
0,P3-O1,1.1834298935468428e-10,1.524439669816712e-05,0.0003205869073610643,5.0
0,Fp2-F8,4.143887386858069e-10,2.0489039125091567e-05,0.0002120970020142218,6.0
0,F8-T4,1.5865623096321117e-10,1.3942113983973684e-05,0.000433349270302438,7.0
0,T4-T6,2.6612098331027675e-10,2.170400976927839e-05,0.00047134362533951817,10.0
0,T6-O2,1.5429075630730178e-11,4.0051905693841305e-06,0.00022613507696768125,26.0
0,Fp1-F7,2.5095686545363854e-10,2.932064700003947e-05,0.0006864923827784052,8.0
0,F7-T3,2.3757491815032875e-10,4.3913904135156606e-05,0.0006953424735099339,0.0
0,T3-T5,8.389264304437115e-11,1.600635617538069e-05,0.00033386204345835745,4.0
0,T5-O1,3.1538717230286647e-10,2.0465161545819173e-05,0.00034286472196111916,4.0
0,Fz-Cz,2.0924302018338822e-10,4.346420001669056e-05,0.0004924007377697073,0.0
0,Cz-Pz,2.749141703840109e-10,5.5010283928422755e-05,0.00039306609869685946,0.0
0,Fp2-F4,2.250523709410512e-12,2.142796494437265e-06,0.00010437003552354508,29.0
0,F4-C4,9.12534361135897e-12,8.37384589827479e-06,0.00011978140041810357,0.0
0,C4-P4,2.90090071507668e-10,2.487885404774942e-05,0.00021652204737998595,0.0
0,P4-O2,4.968935774099957e-11,7.230839546309982e-06,0.000273284698278756,13.0
0,Fp1-F3,6.095355385327096e-12,5.0510589382992895e-06,0.0001521300079195532,2.0
0,F3-C3,2.6784335468054296e-12,1.6922265027843869e-06,0.0001135253017975402,29.0
0,C3-P3,3.810723937145369e-11,2.4696715319278503e-05,0.00012557973572496718,0.0
0,P3-O1,3.1689632185575557e-10,1.8657116545777845e-05,0.00024673442608417003,7.0
0,Fp2-F8,5.216622519522537e-13,1.4673872484383292e-06,0.0001229857436140019,14.0
0,F8-T4,2.261850098165306e-11,5.974930456959458e-06,0.0002932736963103122,32.0
0,T4-T6,3.7205592959363586e-10,2.392030428472921e-05,0.0003692624063844721,12.0
0,T6-O2,4.276159396157566e-11,7.5445706230643216e-06,0.0001820372110812708,1.0
0,Fp1-F7,7.509049355386475e-12,4.340755020685745e-06,0.0005589290060274057,45.0
0,F7-T3,7.911919350686521e-12,3.5055514945028673e-06,0.0005569453650013733,72.0
0,T3-T5,8.018315000790107e-11,1.6919045374305897e-05,0.00017532334914700763,0.0
0,T5-O1,2.123691759549569e-10,2.2107848346408825e-05,0.00022537213811151465,2.0
0,Fz-Cz,3.735101311863994e-12,1.0852235356333955e-05,0.00011489859173863948,0.0
0,Cz-Pz,4.995519161291372e-11,2.2175484251141174e-05,0.00013504017754142891,0.0
0,Fp2-F4,5.667105909035984e-11,9.058824715692077e-06,0.00021270735309915473,16.0
0,F4-C4,3.5370253535554616e-10,4.969044458246209e-05,0.0002598569744102299,0.0
0,C4-P4,2.546240978191101e-09,7.95813263607388e-05,0.00052535969635609,3.0
0,P4-O2,3.0650492167875077e-10,5.619586796427898e-05,0.0005038448206122014,0.0
0,Fp1-F3,2.6858608383994106e-11,1.2284433582381807e-05,0.00019332870615253138,5.0
0,F3-C3,1.126871267010331e-10,2.0672092814598463e-05,0.0001762388757744073,4.0
0,C3-P3,2.6053978223883367e-10,7.880917019384404e-05,0.0003067014201788385,0.0
0,P3-O1,3.023489345176601e-09,5.585048059337817e-05,0.0005628962880794701,5.0
0,Fp2-F8,9.649500290735871e-11,1.5943203165448484e-05,0.00020782454441969065,2.0
0,F8-T4,6.990742035845126e-10,4.8861346939707634e-05,0.000488586043488876,1.0
