label,channel,variance,rms,line_length,zero_crossings
0,Fp2-F4,4.223116501154142e-10,2.374706362801769e-05,0.005313106194341868,86.0
0,F4-C4,5.537240642772041e-11,2.58971598859147e-05,0.0005966181855220189,0.0
0,C4-P4,2.2045253017012256e-10,2.053802625659026e-05,0.0002410886785485397,9.0
0,P4-O2,6.906864192316965e-11,8.711159468598359e-06,0.0004087826391338847,12.0
0,Fp1-F3,4.6507474829360756e-10,2.79129224793097e-05,0.005481715681554612,75.0
0,F3-C3,2.5140213204654982e-11,5.442661102666435e-06,0.0007617181539963987,51.0
0,C3-P3,8.784799982514658e-11,1.0796343009164315e-05,0.00023864727420880766,2.0
0,P3-O1,1.4208822496619341e-10,1.4594533752375983e-05,0.00039047210658589424,15.0
0,Fp2-F8,4.9465016195899e-10,2.5146476923966587e-05,0.0056944230346537665,86.0
0,F8-T4,3.58673408172694e-10,2.960485716622874e-05,0.003920742781838434,36.0
0,T4-T6,7.000172049401932e-10,3.5662434118636504e-05,0.0023641949274880213,45.0
0,T6-O2,7.260144031079011e-11,1.2390788969839615e-05,0.0005613704103671376,26.0
0,Fp1-F7,4.753078433495293e-10,3.9362621006497236e-05,0.005732875153004547,26.0
0,F7-T3,3.2583209154079125e-10,2.0208923519591154e-05,0.0026956155666066467,49.0
0,T3-T5,4.107292901617162e-10,2.090803320455344e-05,0.001511687049607837,22.0
0,T5-O1,9.469807120706595e-11,1.934749845707641e-05,0.00036987275746940506,5.0
0,Fz-Cz,5.229319045690579e-11,1.6170665211749057e-05,0.00033798191328165533,3.0
0,Cz-Pz,8.124909598995665e-10,4.045072860630728e-05,0.0003199765562761314,10.0
0,Fp2-F4,4.0040325874829213e-10,2.3512846532430967e-05,0.005070186462538529,85.0
0,F4-C4,2.342871596340008e-11,1.1792974823619753e-05,0.0005857844537644581,4.0
0,C4-P4,1.5298222285284124e-11,5.104595133805245e-06,0.0001994322170018616,22.0
0,P4-O2,2.3639089432569664e-10,2.9311355376834664e-05,0.0003797909625995666,9.0
0,Fp1-F3,3.851913544805551e-10,3.236377781297588e-05,0.005224452699255347,42.0
0,F3-C3,9.75565744754342e-11,1.3000844546262213e-05,0.0008370965129856256,21.0
0,C3-P3,1.8533131035374683e-10,2.122816744310026e-05,0.00027511575153355504,8.0
