label,channel,variance,rms,line_length,zero_crossings
0,Fp2-F4,1.8280710767064948e-10,1.6296757004539767e-05,0.0005877640214850307,15.0
0,F4-C4,6.894494702203111e-10,4.835507686908392e-05,0.00037009223328348653,1.0
0,C4-P4,1.8049221259582044e-11,1.0699356865035481e-05,0.0001686496252937407,8.0
0,P4-O2,7.572645174709785e-11,1.209729912686105e-05,0.00020679656434827737,8.0
0,Fp1-F3,1.166114429152069e-10,1.7463675903079717e-05,0.0005497843935666982,6.0
0,F3-C3,1.521623822550421e-10,3.704054274068368e-05,0.0002486243483993043,6.0
0,C3-P3,6.499944896635363e-11,1.814249093597937e-05,0.00015041271144749304,0.0
0,P3-O1,5.163786835307783e-11,7.243637532700917e-06,0.0002290489454634237,13.0
0,Fp2-F8,2.1679517977373446e-10,1.9452072695908825e-05,0.000572706019226661,11.0
0,F8-T4,4.863696916631447e-10,3.4266220220130035e-05,0.0003349568946806238,1.0
0,T4-T6,2.883132029856526e-10,3.5840988344940566e-05,0.00031387569151890624,0.0
0,T6-O2,3.2393856754449363e-10,1.818156513522897e-05,0.00018805771709341724,1.0
0,Fp1-F7,1.230621639105882e-10,1.1748265991678988e-05,0.0005859235989867854,20.0
0,F7-T3,1.7751827155169958e-10,1.5527864162544897e-05,0.0002380837468184454,5.0
0,T3-T5,1.1033599392780084e-10,4.142806181198496e-05,0.00019140393981749936,0.0
0,T5-O1,1.786911189641918e-11,7.188882300701345e-06,0.00019123662868129524,4.0
0,Fz-Cz,1.9060032308601578e-10,3.2307835975490764e-05,0.00033729925058748126,7.0
0,Cz-Pz,1.4484239600739285e-10,3.9822797741574275e-05,0.0002561533495284889,0.0
0,Fp2-F4,1.0722299077515868e-10,1.573946847702504e-05,0.00026301310611285747,4.0
0,F4-C4,8.352116727649672e-11,2.089211455403293e-05,0.00021867565501876895,3.0
0,C4-P4,6.436873644356573e-11,1.0917882952906851e-05,0.0001646341580248421,4.0
0,P4-O2,5.399279588445096e-10,4.578360028601603e-05,0.00018052871596423235,0.0
0,Fp1-F3,7.898576727465893e-11,3.239925045935396e-05,0.00023557407977538376,0.0
0,F3-C3,1.365328748297565e-10,4.593157442012343e-05,0.00019692520731223482,0.0
0,C3-P3,3.975501361463682e-11,1.3771313551857707e-05,0.0001542608675801874,2.0
0,P3-O1,4.332177042265611e-10,3.044748092448151e-05,0.0002333990350047304,4.0
0,Fp2-F8,4.2056445251451446e-11,2.3439257899912398e-05,0.00022704121182897437,0.0
0,F8-T4,2.322708904852405e-10,2.770951592777258e-05,0.00026451890633869446,4.0
0,T4-T6,6.137677707361461e-10,4.53045143484391e-05,0.0002673631956541642,2.0
0,T6-O2,7.813859197037167e-11,2.5527688421958316e-05,0.00013987210986663427,0.0
0,Fp1-F7,9.008857254037473e-11,1.7810834545325028e-05,0.0002596668833887753,4.0
0,F7-T3,5.537729413805706e-10,2.9446137970162976e-05,0.00020579269753105258,1.0
0,T3-T5,3.078588811091372e-10,2.9064881576594072e-05,0.000201777230262154,0.0
0,T5-O1,1.5616129287035562e-10,2.5751135632190335e-05,0.00019040007300027468,4.0
0,Fz-Cz,7.567759510041252e-11,2.3635120082072984e-05,0.00022469885592211677,0.0
0,Cz-Pz,2.008208532836311e-10,3.0351706869067855e-05,0.00021549674343089093,2.0
0,Fp2-F4,1.69518025022816e-10,1.3066563912612435e-05,0.0006053316907864621,15.0
0,F4-C4,1.6018121917772957e-10,1.7785279405142367e-05,0.0003224085594653157,4.0
0,C4-P4,1.2169382498614585e-11,3.4927608524164587e-06,0.0001663072693868832,25.0
0,P4-O2,3.436782392015933e-11,1.3586100334467514e-05,0.00018805771709341708,0.0
0,Fp1-F3,1.1670023326377683e-10,2.8281621961295003e-05,0.0005994758010193182,0.0
0,F3-C3,2.521674633062305e-10,2.5412532506346035e-05,0.00028660397631763673,2.0
0,C3-P3,8.066045451492784e-11,9.167879556579729e-06,0.00019424822913296916,6.0
0,P3-O1,4.883211520781197e-11,7.631220996006067e-06,0.00023323172386852624,10.0
0,Fp2-F8,1.883915674860838e-10,2.0377277127368157e-05,0.0006304283612170782,6.0
0,F8-T4,1.7970515760764877e-10,1.4792724185637886e-05,0.0003361280726340525,4.0
0,T4-T6,3.7721175667725277e-10,1.9640427412112774e-05,0.0002666939511093478,3.0
0,T6-O2,1.3211374946960523e-10,1.2296666026026536e-05,0.0001706573589281899,6.0
0,Fp1-F7,9.928564524073691e-11,1.6305306381760386e-05,0.0005989738676107058,14.0
0,F7-T3,2.4823083945873333e-10,1.7070909118471433e-05,0.0002944675997192297,3.0
0,T3-T5,1.5676873696719702e-10,1.3028666535892536e-05,0.00028409430927457495,6.0
0,T5-O1,3.263819585772676e-11,5.868732126725526e-06,0.00019357898458815268,26.0
0,Fz-Cz,1.2402619519346355e-10,1.1181331263527595e-05,0.0003280971380962554,8.0
0,Cz-Pz,7.00779872086539e-11,1.7438533785714314e-05,0.00020796774230170603,2.0
0,Fp2-F4,9.169947930588771e-11,1.290774766365693e-05,0.00023139130137028106,12.0
0,F4-C4,3.6518351218527965e-10,1.999396790281542e-05,0.0002641842840662863,6.0
0,C4-P4,1.3902563080525766e-11,4.515827020334951e-06,0.00015242044508194218,10.0
0,P4-O2,9.118416151735264e-11,1.837685615373803e-05,0.000172163159154027,2.0
0,Fp1-F3,4.706234585368279e-11,3.479036624816826e-05,0.0002558187272560809,0.0
0,F3-C3,2.2330863176204424e-10,1.6615619968451803e-05,0.00022068338865321814,5.0
0,C3-P3,1.2827233459640899e-10,1.793744846323834e-05,0.00017550938187810907,1.0
0,P3-O1,1.9355594625135354e-10,1.672884561652342e-05,0.00023892030249946596,5.0
0,Fp2-F8,3.566541914121285e-11,8.749039961145137e-06,0.00020478883071382788,4.0
0,F8-T4,1.686149388624904e-10,1.2995005468227295e-05,0.00023724719113742484,4.0
0,T4-T6,1.7657699441877552e-10,1.977889805861599e-05,0.00022302574456007566,1.0
0,T6-O2,4.386474045557132e-11,2.1008751451065763e-05,0.00017919022687459953,0.0
0,Fp1-F7,1.1263924859613339e-10,2.5507618784907247e-05,0.00026067075020599987,1.0
0,F7-T3,5.432621920829556e-11,7.50130463543211e-06,0.00025314174907681503,9.0
0,T3-T5,3.3206156372321274e-10,3.2629079943975026e-05,0.0002738883299661246,4.0
0,T5-O1,8.413064413036575e-11,1.0780010818731804e-05,0.00021231783184301277,5.0
0,Fz-Cz,3.098004980936223e-10,2.7585120336479057e-05,0.00024695123703726306,3.0
0,Cz-Pz,1.444676135316211e-10,1.2925720102469901e-05,0.00019859831867427596,5.0
0,Fp2-F4,2.301242431088009e-10,1.7613172777895214e-05,0.0005425900147099216,11.0
