label,channel,variance,rms,line_length,zero_crossings
0,Fp2-F4,6.67293172085075e-11,1.1096490945735378e-05,0.00020950300990325106,6.0
0,F4-C4,3.109706981666338e-11,6.140006411692389e-06,0.00018722519530320052,14.0
0,C4-P4,3.5793604999742786e-11,6.9938352039269824e-06,0.0002021787968840545,31.0
0,P4-O2,7.836753815549234e-07,0.0009258305957874135,0.006723169788308361,9.0
0,Fp1-F3,1.297160638916013e-10,1.1438605856138495e-05,0.0003399655543076856,7.0
0,F3-C3,1.8000982006177424e-10,1.564596754649754e-05,0.00022247297045808098,7.0
0,C3-P3,1.0719722276756625e-11,1.1707946340341193e-05,0.00014236439056063117,4.0
0,P3-O1,5.114043046372253e-11,1.4012979718866773e-05,0.00019424423277992947,11.0
0,Fp2-F8,2.2897143787419923e-11,7.446810620487743e-06,0.00027572610261848403,12.0
0,F8-T4,4.768532234198207e-11,7.1896741429354915e-06,0.0002601621499526953,29.0
0,T4-T6,5.232964253695763e-07,0.0007590243505091999,0.007767327906857511,82.0
0,T6-O2,2.7316447867409732e-08,0.00017163367925832607,0.003839108324228642,65.0
0,Fp1-F7,1.9271048442423224e-11,4.396093808879192e-06,0.00037567109277627104,41.0
0,F7-T3,5.271878606023218e-11,7.398853767914986e-06,0.0003161618619953014,49.0
0,T3-T5,6.89113834298991e-11,1.3530507400378902e-05,0.0003440854241309886,4.0
0,T5-O1,1.5733948080541233e-11,6.503200700386527e-06,0.0002934262840815522,21.0
0,Fz-Cz,1.1174376296912379e-10,1.1838270052250492e-05,0.00018264756216620316,10.0
0,Cz-Pz,4.788553698439221e-11,9.529060309536395e-06,0.00019531234717856292,3.0
0,Fp2-F4,4.311925823295469e-11,6.6327019816692e-06,0.00018432602764976958,7.0
0,F4-C4,3.174108484934504e-11,5.637211180883838e-06,0.00014846790140995514,13.0
0,C4-P4,1.0044438083564036e-11,7.010947321052749e-06,0.0001615904497360149,7.0
0,P4-O2,3.1346449676194464e-12,1.3135720568876003e-05,0.0002867124221472823,0.0
0,Fp1-F3,1.9757433723835177e-11,7.823291853873903e-06,0.0002638242564622944,11.0
0,F3-C3,1.3843811793283131e-11,1.3654171176496756e-05,0.00017578111246070743,0.0
0,C3-P3,3.1239715666169617e-12,6.4837740486578045e-06,0.00011795034716330454,0.0
0,P3-O1,4.985261995572132e-12,5.902546058212799e-06,0.0001489256647236549,2.0
0,Fp2-F8,3.101393395977876e-12,1.2983851505980722e-05,0.00014038074953459277,0.0
0,F8-T4,2.639243978813443e-12,1.7500970195958862e-05,0.00024566631168553737,0.0
0,T4-T6,1.0339974513817026e-10,1.4914033816273944e-05,0.0026477030064394054,52.0
0,T6-O2,1.0706218895047624e-10,1.0352296823615795e-05,0.0026908853456984157,109.0
0,Fp1-F7,4.463189050561299e-12,2.4477291356544975e-06,0.0002478025404828028,49.0
0,F7-T3,2.2061905306035608e-12,3.895590192334326e-06,0.00020385726236762597,0.0
0,T3-T5,1.9897151431309417e-12,6.743240971559375e-06,0.000261230264351329,0.0
0,T5-O1,1.417057318835818e-12,1.4197249747188367e-06,0.00016509996847437967,72.0
0,Fz-Cz,3.047130433504867e-11,1.5747183784194406e-05,0.0001391600473647267,0.0
0,Cz-Pz,1.5903009735996778e-11,5.323660084663278e-06,0.0001242064457838679,9.0
0,Fp2-F4,3.305261394729165e-11,6.617828071518992e-06,0.00016601549510177925,10.0
0,F4-C4,5.385858612946705e-12,2.4578519594431885e-06,0.00014617908484145637,24.0
0,C4-P4,1.515835074554832e-11,1.2041408189256268e-05,0.00017547593691824098,0.0
0,P4-O2,1.3393151123634539e-11,9.911664807813308e-06,0.0002850339566637165,0.0
0,Fp1-F3,7.668792967986977e-12,8.293160939379164e-06,0.00027389504936368905,0.0
0,F3-C3,1.8793244727473223e-11,7.400150497602469e-06,0.00016815172389904478,18.0
0,C3-P3,3.050963414767581e-12,4.89510527074437e-06,0.00011352530179754019,3.0
0,P3-O1,1.1514979291509407e-11,5.228723539331086e-06,0.00014953601580858792,13.0
0,Fp2-F8,6.3985978526531e-12,1.8628508906665007e-05,0.00013442982645649594,0.0
0,F8-T4,1.4117603731384283e-11,2.6458407826148442e-05,0.00020400985013885922,0.0
0,T4-T6,1.2551199906840022e-10,2.0334545782494308e-05,0.0027993752510452586,18.0
0,T6-O2,1.2909550774590158e-10,1.3522321135751416e-05,0.00283508078951384,90.0
0,Fp1-F7,7.240768378119809e-12,3.14245209511777e-06,0.0002471921893978698,26.0
0,F7-T3,2.256337716247569e-12,4.038849792465285e-06,0.0002272031913663137,0.0
0,T3-T5,1.778876482360233e-12,8.084677343649721e-06,0.00023742657203894163,0.0
0,T5-O1,2.111843392707072e-12,3.728119671125769e-06,0.00017547593691824098,4.0
0,Fz-Cz,1.1498242838830709e-11,1.1441344677046285e-05,0.00012420644578386793,0.0
0,Cz-Pz,1.2795501418804153e-11,5.976688318812969e-06,0.00012374868247016818,13.0
0,Fp2-F4,1.0579623363701179e-11,6.018118508937396e-06,0.00014251697833185834,5.0
0,F4-C4,2.7824525772856054e-12,1.6715152860778105e-06,0.00013793934519486071,48.0
0,C4-P4,3.010081336627612e-12,8.626413675213655e-06,0.00017440782251960815,0.0
0,P4-O2,2.4030457322171346e-12,8.013803618321865e-06,0.0002915952308267464,0.0
0,Fp1-F3,9.241018721907402e-12,4.961211202558906e-06,0.0002343748166142765,25.0
0,F3-C3,7.597699015272218e-12,4.692335636849508e-06,0.0001522825956907865,24.0
0,C3-P3,1.464860782933595e-12,4.140382344507214e-06,0.00011764517162083808,0.0
0,P3-O1,8.831176181652631e-13,7.4593430231365525e-06,0.00016372667853328045,0.0
0,Fp2-F8,1.1320366203989853e-11,1.448897897841491e-05,0.00013534535308389544,0.0
0,F8-T4,2.4820924220567033e-12,2.1779357168003075e-05,0.00022674542805261398,0.0
0,T4-T6,1.1998142195603069e-10,2.0617010996823084e-05,0.00307479617812128,10.0
0,T6-O2,1.1833988855103786e-10,1.2080808402434579e-05,0.0030792212234870445,126.0
0,Fp1-F7,5.085755318514822e-12,2.332448486908321e-06,0.0002163694596087527,32.0
0,F7-T3,2.4913063705638257e-12,8.632621340248974e-06,0.00023467999215674305,0.0
0,T3-T5,2.779773835363735e-12,1.179025211626394e-05,0.00028976417757194746,0.0
0,T5-O1,9.179540528988044e-13,5.98342580506449e-06,0.00019210800398266543,0.0
0,Fz-Cz,7.363199318427693e-12,9.417573585772293e-06,0.00012832631560716573,0.0
0,Cz-Pz,4.6456913113733405e-12,5.4067067805942655e-06,0.00013473500199896236,0.0
0,Fp2-F4,7.562050076191818e-12,2.8059403795217945e-06,0.00016799913612781158,14.0
0,F4-C4,5.033658761925815e-12,2.482813634388429e-06,0.00014114368839075904,27.0
0,C4-P4,1.9929097382717184e-12,7.275916863992549e-06,0.00015380847340311897,0.0
0,P4-O2,1.6777021052710938e-12,6.374186063933833e-06,0.00026687601188695945,0.0
0,Fp1-F3,9.966005301687461e-12,4.454676519630378e-06,0.0002413938540910062,26.0
0,F3-C3,8.971376702160275e-12,6.408984407858158e-06,0.00014495838267159026,0.0
0,C3-P3,9.688089380001559e-13,3.6868457784419605e-06,0.00010711661540574373,0.0
0,P3-O1,1.1638270342452947e-12,8.134567223941056e-06,0.00014587390929898992,0.0
0,Fp2-F8,3.7983874779452086e-12,6.237586537234499e-06,0.00013000478109073156,0.0
0,F8-T4,2.5034566323314593e-12,1.92453145905943e-05,0.00019912704145939511,0.0
0,T4-T6,1.0190259094897483e-10,1.8349926064373253e-05,0.002639158091250343,22.0
0,T6-O2,9.840427337000519e-11,1.0928903551497852e-05,0.002595212813135166,121.0
0,Fp1-F7,2.3518529845736475e-12,3.849629498718211e-06,0.00024932841819513536,12.0
0,F7-T3,1.477744678927842e-12,8.876503427367567e-06,0.00019897445368816184,0.0
0,T3-T5,2.2073174496189687e-12,1.0675360774673728e-05,0.00026489237086092717,0.0
0,T5-O1,8.210134380753052e-13,5.357549348525421e-06,0.00018096909668263817,0.0
0,Fz-Cz,5.1885682045885326e-12,9.665913294619981e-06,0.00011825552270577105,0.0
0,Cz-Pz,4.9372549612991254e-12,4.132158741078843e-06,0.0001307677199468978,6.0
0,Fp2-F4,2.2568645828616457e-12,2.3735362257805907e-06,0.00015777575545518363,40.0
0,F4-C4,3.7564996281366945e-12,2.600557838175196e-06,0.0001266478501236,39.0
0,C4-P4,3.4378643423426737e-12,8.321964535468643e-06,0.0001679991361278115,0.0
0,P4-O2,7.344592720195055e-12,3.242588309499784e-06,0.000285339132206183,50.0
0,Fp1-F3,4.027200710174153e-12,3.458641538952748e-06,0.00024139385409100618,23.0
0,F3-C3,3.4017119845217847e-12,4.876126529549917e-06,0.00014617908484145642,6.0
0,C3-P3,1.765313663844408e-12,2.709641551714793e-06,0.00010559073769341113,2.0
0,P3-O1,1.3932399636047603e-12,1.0863476433684462e-05,0.0001473997870113223,0.0
0,Fp2-F8,1.9768770770714334e-12,4.238851054351167e-06,0.00014190662724692524,0.0
0,F8-T4,7.039045611112133e-12,2.0599850230533826e-05,0.00020553572785119177,0.0
0,T4-T6,1.2504754394366642e-10,1.767109003796453e-05,0.0027839638861507,34.0
0,T6-O2,1.2287924944002867e-10,1.3194941496255394e-05,0.002829740217520676,80.0
0,Fp1-F7,3.0767272987771435e-12,4.518893430455296e-06,0.00022750836690878018,10.0
0,F7-T3,1.7302480794371793e-12,6.658519909981607e-06,0.00020736678110599077,0.0
0,T3-T5,3.0708212767998e-12,8.226489044918562e-06,0.0002413938540910061,0.0
0,T5-O1,8.212596407479653e-13,7.53507137955835e-06,0.00016174303750724812,0.0
0,Fz-Cz,1.5885888169757973e-12,9.56352966843907e-06,0.00012176504144413611,0.0
0,Cz-Pz,1.429893608541268e-12,6.809543168207969e-06,0.0001144408284249399,0.0
0,Fp2-F4,2.7976989531249514e-11,8.200616793700093e-06,0.00015289294677571952,17.0
0,F4-C4,6.742073673616502e-12,3.835451731235262e-06,0.0001510618935209206,14.0
0,C4-P4,4.7892992342380974e-12,9.154849032300534e-06,0.00015472400003051847,0.0
0,P4-O2,2.2516903477026922e-11,4.758745111933361e-06,0.0002790830335856196,23.0
0,Fp1-F3,1.038021589657478e-11,7.169773461796836e-06,0.0002148435818964202,2.0
0,F3-C3,3.1995461948116444e-12,3.630303472386264e-06,0.00014236439056062507,13.0
0,C3-P3,2.2770865974760813e-12,1.6537095691688406e-06,0.00010879508088930943,20.0
0,P3-O1,1.6779241495285423e-12,1.124239171269469e-05,0.00014526355821405681,0.0
0,Fp2-F8,9.866306719551035e-12,3.2552833955380586e-06,0.0001368712307962279,4.0
0,F8-T4,1.4667309640146187e-11,2.1208475913370203e-05,0.00022689801582384712,0.0
0,T4-T6,1.0652041801529856e-10,1.443474657829149e-05,0.0023937969551072725,48.0
0,T6-O2,1.1447797438867177e-10,1.3618017801935747e-05,0.0023966961227607038,58.0
0,Fp1-F7,3.813408327873149e-12,4.571638950337619e-06,0.00020751936887722407,6.0
0,F7-T3,3.353554315424522e-12,4.0035552692417e-06,0.00022460919925534824,14.0
0,T3-T5,1.6898608935382128e-12,7.3817599423320834e-06,0.00022781354245124662,0.0
0,T5-O1,9.92960603065229e-13,6.890012696836877e-06,0.0001939390572374645,0.0
0,Fz-Cz,2.3337821347253816e-12,8.173371969022662e-06,0.00011856069824823765,0.0
0,Cz-Pz,3.4353323272661285e-12,7.36802793786056e-06,0.00012207021698660241,0.0
0,Fp2-F4,2.1308844516156075e-11,6.822766281171377e-06,0.00020797713219092382,17.0
0,F4-C4,8.635808854199374e-12,1.0061861797978531e-05,0.00013107289548936434,0.0
0,C4-P4,6.555712461245396e-12,6.772458990798494e-06,0.000116424469450972,0.0
0,P4-O2,5.763412543095613e-11,8.239104943558946e-06,0.0002120970020142216,7.0
0,Fp1-F3,1.014246440598876e-11,5.378651299123484e-06,0.00024887065488143564,8.0
