label,channel,variance,rms,line_length,zero_crossings
0,Fp2-F4,2.2465499307620254e-10,1.7115551532391434e-05,0.0029175715931272317,73.0
0,F4-C4,1.7041976740217738e-10,1.539550489416817e-05,0.002363939043427839,65.0
0,C4-P4,4.1386128351357295e-11,7.368697564722774e-06,0.0001975944518570513,22.0
0,P4-O2,3.047778220134539e-11,6.245686211642131e-06,0.00031337375811029387,17.0
0,Fp1-F3,1.2517732640506468e-10,1.2745159852586091e-05,0.0018395859425641649,68.0
0,F3-C3,1.432236828398129e-10,1.4980092526799486e-05,0.0011822204884182255,55.0
0,C3-P3,1.0614836238924173e-10,3.046225397165869e-05,0.00017149391460921046,0.0
0,P3-O1,1.9716808586568115e-11,1.4442575694276774e-05,0.00024762048158207965,0.0
0,Fp2-F8,9.168044810408787e-11,1.6613740981125943e-05,0.0018387493868831442,34.0
0,F8-T4,1.095657712271238e-10,1.389152441072885e-05,0.0021325477420575576,53.0
0,T4-T6,9.543289066727401e-11,1.4617138665259733e-05,0.0019381322017883846,41.0
0,T6-O2,6.905598540292212e-12,1.140877730030896e-05,0.00022503347819452496,0.0
0,Fp1-F7,9.749689722297022e-11,2.3040800294892123e-05,0.0017400358165227205,9.0
0,F7-T3,1.6803043087704041e-10,1.4240989944649115e-05,0.0026400024181646164,75.0
0,T3-T5,1.3474812868225493e-10,1.741858229296657e-05,0.0023291383270973845,46.0
0,T5-O1,2.330024271586027e-11,5.2763349774811e-06,0.00020846967571031835,20.0
0,Fz-Cz,1.476050217285015e-10,1.4584261029568442e-05,0.0002400914804528947,8.0
0,Cz-Pz,7.41197236876158e-11,2.128329428974695e-05,0.0002442742588579974,1.0
0,Fp2-F4,2.6308111282065825e-10,1.650734835659575e-05,0.002655729664967803,72.0
0,F4-C4,4.5110964459520994e-10,3.3894277049427316e-05,0.002353900375255592,24.0
0,C4-P4,1.526531194449917e-10,1.5916948926730624e-05,0.0001937462957243569,1.0
0,P4-O2,1.8882322145469895e-10,1.613795106320752e-05,0.00033847042854091006,4.0
0,Fp1-F3,2.8469071121765374e-10,1.770521543696387e-05,0.0019306032006591997,42.0
0,F3-C3,1.0492957616291372e-09,4.9239100608382066e-05,0.0011136229225745414,18.0
0,C3-P3,6.466310221413156e-10,3.785739994502916e-05,0.0002568225940733055,6.0
0,P3-O1,4.069955071917478e-10,3.431947856186289e-05,0.0002737210188299203,4.0
0,Fp2-F8,1.612674234720738e-10,1.5181785901571432e-05,0.0018382474534745321,42.0
0,F8-T4,2.2522555196599155e-10,2.6794117850669664e-05,0.0019491747367778554,18.0
0,T4-T6,1.1901950481023953e-10,1.5108658656507568e-05,0.0017500744846949674,53.0
0,T6-O2,4.956196339860852e-11,1.305172648207935e-05,0.00022151994433423878,15.0
0,Fp1-F7,3.1051849914238945e-10,2.4403346478997646e-05,0.0018457764546037166,23.0
0,F7-T3,2.5925926435509404e-10,1.7240491553408777e-05,0.0024941071073946346,59.0
0,T3-T5,1.5900832136277263e-10,1.61019279089579e-05,0.002225572733787042,53.0
