label,channel,delta_entropy,theta_entropy,alpha_entropy,beta_entropy
0,Fp2-F4,1.2216050260287554,0.3720311680725413,0.06847212004122347,0.12400177553851098
0,F4-C4,0.9797344320268205,0.28908296319106536,0.2509042496106688,0.1492517248563257
0,C4-P4,0.8931128997433201,0.7333209669585213,0.36031672462406444,0.31518153824587797
0,P4-O2,0.7610834281203525,0.3813684823265949,0.09473375621120317,0.17845576403501423
0,Fp1-F3,1.1409096846144573,0.7611046894073823,0.41189169533654046,0.3362214364199257
0,F3-C3,1.4459560567328213,1.8432544523705845,1.875622722948545,3.5710882916391657
0,C3-P3,1.5057211342609245,1.7970101551018824,1.9138498438633462,3.471980804465586
0,P3-O1,1.040727477280095,0.47329115137834676,0.14657253522370833,0.30924397355773137
0,Fp2-F8,1.2225194129796688,0.4722205999966102,0.21691714454626132,0.0833362855276954
0,F8-T4,1.1114799241648243,0.43816365898940524,0.35024743513633905,0.59657579918119
0,T4-T6,1.2261360953367266,0.297744464647285,0.3207005446048778,0.6681862807590129
0,T6-O2,0.814761506878954,0.1345669434816739,0.15575083322575095,0.3253891883016883
0,Fp1-F7,1.14132916907033,0.2630083699700039,0.368798638648819,0.48486106256105954
0,F7-T3,1.170967496624622,0.529223794813092,0.32591630541941075,0.5778690524638089
0,T3-T5,1.0605769246329346,0.5155360281313335,0.9311960002965249,2.130888710928249
0,T5-O1,0.9651062066077697,0.4244886544195238,0.5367440263712288,1.9231858564294235
0,Fz-Cz,0.41601622588208975,0.753719859054874,0.6186292458034143,0.21630068428314933
0,Cz-Pz,0.9285068606803983,0.5307534440973051,0.40559810326926,0.28910872080061994
0,Fp2-F4,0.9817322410004523,0.20172414286987217,0.038975451710742084,0.06679047666916049
0,F4-C4,0.8298209187777186,0.11841955742371996,0.15699733034511593,0.05076521891949403
0,C4-P4,0.8123494792942345,0.2603685162526559,0.382819573748963,0.24910801764336327
0,P4-O2,1.0042954432755482,0.7451339166448248,0.35832328887173526,0.3105745457970529
0,Fp1-F3,0.9373112294273879,0.6914106090823564,0.24236922645747483,0.33940799323593035
0,F3-C3,0.7791755147973627,1.769362564439598,1.0197614177434993,0.7731842884940001
0,C3-P3,0.7785489849461295,1.7955319729386858,1.0453885248453008,0.9032031243838448
0,P3-O1,1.087982479728614,1.1355056606515033,0.4800544992442366,0.4326938491087782
0,Fp2-F8,0.878849196056844,0.14271109070180643,0.24604067732315027,0.061069680995089234
0,F8-T4,0.5237288006139137,0.28671425779286636,0.2174476256297426,0.39106931428704145
0,T4-T6,1.0245909877985768,1.315598710511034,0.46506975729230143,0.5162856493676675
0,T6-O2,1.119821166808694,0.5154038993424868,0.20484257936553782,0.27468545896358043
0,Fp1-F7,1.1841434095378194,0.6112210427603486,0.23525834314740893,0.19499267279509483
0,F7-T3,1.1818153130993028,1.0992113069119527,0.6287908768851095,0.6108797212094355
0,T3-T5,1.177970741132461,0.988901308732311,0.3584716515666887,0.927043758224952
0,T5-O1,1.1917567973498577,0.6097911945029403,0.386414560645418,1.0144348024577043
0,Fz-Cz,1.012391577519953,0.6132149425500024,0.24364553554467727,0.44207023919012123
0,Cz-Pz,0.8351813167445095,0.7673081075123857,0.24457031822622008,0.1494736939269657
0,Fp2-F4,0.5946524522770533,0.3586440289699992,0.18442592982783046,0.1080381651315564
0,F4-C4,0.9757696783131625,0.39107996133030676,0.21212139042566305,0.10677368293094842
0,C4-P4,1.0376608855597298,0.5625944057171516,0.34669982868898225,0.2525700748428127
0,P4-O2,1.4154780721904086,0.4592606414583968,0.23449802880418813,0.15257768441647457
0,Fp1-F3,1.3822796559352037,1.3760051005864085,0.5245785799755162,0.42842709655218686
0,F3-C3,0.44838223098692964,1.2788653634277256,0.9652322645259098,0.6520693729668381
0,C3-P3,0.5716604989016945,1.2543062459330363,1.0158700152422355,0.3849560216247504
0,P3-O1,1.0717142731054339,0.28170580377804794,0.11306305307133035,0.29644023085038385
0,Fp2-F8,0.8211934799449052,0.4001299922610246,0.19539996408973337,0.1337009153518337
0,F8-T4,0.5426074817247792,0.5028974721161679,0.45175703877626716,0.1606207254398811
0,T4-T6,0.7779024862852351,0.32654692814648273,0.5079317579653986,0.6216507241722202
0,T6-O2,1.4725409016242708,0.6644131380930894,0.2317555012824653,0.1964770665698722
0,Fp1-F7,0.8842839020310662,0.4703930094769416,0.3039975920432112,0.1814882830613166
0,F7-T3,1.01045872046179,0.8818008499593006,0.8330307738142853,0.6220281499562729
0,T3-T5,1.1356119720227944,1.435345643364486,0.7704077159531383,0.8331921327507267
0,T5-O1,1.2783430868360106,1.0144046635032857,0.44080247076245094,0.5859659813255689
0,Fz-Cz,1.154016517458812,0.4916659282702332,0.45672313737775316,0.3148655651078273
0,Cz-Pz,1.083043893355495,0.27346312436285986,0.36803831294982053,0.22764123054146518
0,Fp2-F4,1.0802763019217918,0.34147940185236014,0.37904106068672155,0.12475636478454075
0,F4-C4,0.8812267103995001,0.3533224850761481,0.15120601993782748,0.14558552798984634
0,C4-P4,0.8245575050920323,0.7914848308672129,0.264023449116269,0.40471574253650805
0,P4-O2,0.9270669473157314,0.18191876932414397,0.06934600327853935,0.19255515975477228
0,Fp1-F3,0.5787139564689319,0.17035974026334447,0.27989252854628194,0.15036559007982597
0,F3-C3,0.6199329437192316,0.4775169041147809,0.26746367082153394,0.37000608434783955
0,C3-P3,0.482573677838571,0.4012524126411747,0.3895450107707388,0.3757698898930948
0,P3-O1,0.8548349449036071,0.5579615358406271,0.3699035468746647,0.2099269236114743
0,Fp2-F8,0.2612696031689584,0.1501247605520509,0.2459130369113196,0.09597249577768163
0,F8-T4,0.7686530245785439,0.3176945701924967,0.25070817962757064,0.2682942988597016
0,T4-T6,0.726247642632638,0.4479499464342193,0.17070657861642213,0.33241598403007844
0,T6-O2,0.49227826997798213,0.20714150725757408,0.12467577554829062,0.19281176617903578
0,Fp1-F7,0.998233418060283,0.6205533560584594,0.2255473445990681,0.41991240901638727
0,F7-T3,0.8547210949831955,1.257956530881039,0.35574311736263275,0.39270009646424436
0,T3-T5,1.4154978421686017,1.041416425895143,0.839593823128892,0.9754236776567126
0,T5-O1,0.8563611348534582,0.8125939124707218,0.363055442347933,0.9621763796816895
0,Fz-Cz,0.8404808510068686,0.37909067273308233,0.32194618405863346,0.5426638548173476
0,Cz-Pz,0.7458899773911728,0.3480154043931799,0.12945630020252022,0.38187407214439695
0,Fp2-F4,1.3512144300344537,0.5962738994903806,0.10474545532256106,0.1423346822569474
0,F4-C4,1.0685755007497135,0.24589851911697974,0.22056366294745772,0.29779324248727085
0,C4-P4,1.0469780242244329,0.6475446178031933,0.3431815757712132,0.3517209013601621
0,P4-O2,1.4109887410431945,0.6384176946953255,0.297436571202213,0.450976540565853
0,Fp1-F3,1.2006647010934983,0.47909086210879887,0.27789172583906774,0.24391800244551198
0,F3-C3,0.8240213961375774,0.3019534911894152,0.27253258631848104,0.3777255391569182
0,C3-P3,0.8818379186612659,0.45589476805651485,0.39304904039529925,0.38244280752698906
0,P3-O1,0.531301947685392,0.5283387439311138,0.44496546307642765,0.20854033053308935
0,Fp2-F8,1.0949556917057959,0.20588162784339775,0.06878912837828229,0.11674772343024546
0,F8-T4,1.1472952267400973,0.5668286061448217,0.4732750799925123,0.9719611637550403
0,T4-T6,1.0381049343685957,0.6679083956566584,0.41918016925532325,1.1183117382109171
0,T6-O2,1.0839766380768683,0.3609012222153363,0.26206963292648855,0.42338316228994044
0,Fp1-F7,0.7221412056936841,0.6524802466485432,0.23705193907165548,0.6957546468986814
0,F7-T3,1.1339621598255858,0.3558294391595467,0.5877866631678395,0.614782517495704
0,T3-T5,1.2149465967248387,1.3523003306390078,0.932695183070059,1.1969064806296388
0,T5-O1,1.002791978365239,1.0375906011313476,0.548754905140366,0.7305752114459758
0,Fz-Cz,1.367411812935373,0.4584358775186496,0.502291326753528,0.2474826040803768
0,Cz-Pz,1.3311669822638375,0.48517373899721816,0.17507200920473584,0.20936313713816646
0,Fp2-F4,0.5625907036222116,0.13265958572414518,0.22900289077936328,0.07711201787815097
0,F4-C4,0.3333737400348225,0.06027277588016231,0.16312973645179235,0.10182926307672384
0,C4-P4,1.3535121550317304,0.32834498778544785,0.15544282050826744,0.5256701521494411
0,P4-O2,1.08392806799175,1.0349106688176881,0.1517476937353965,0.537937680646939
0,Fp1-F3,0.4979906732854054,0.1956684200277252,0.06180285859282836,0.11934310128370951
0,F3-C3,0.845448196014119,0.0656747322850631,0.26823219613245564,0.43770126257172476
0,C3-P3,0.773672560145452,0.17279715962910214,0.30214578010564397,0.29590149869484683
0,P3-O1,1.182477618424247,0.731498149154623,0.19022939217420973,0.44007695175510947
0,Fp2-F8,0.5245063350563298,0.04709807661962519,0.09790757493338298,0.10028546557843843
0,F8-T4,1.0945189776675106,0.529645152348949,0.18551659819517666,0.15094024993710747
0,T4-T6,0.855502680819879,0.3427153109787358,0.26678177754589505,0.1829071009815558
0,T6-O2,1.158382046148668,0.7989613514257106,0.14049158541013423,0.4314110158454043
0,Fp1-F7,0.7824869717900951,0.2792335473837687,0.2505176471779041,0.23876785460612032
0,F7-T3,0.9735972272719116,0.16486040598362073,0.1411550823481941,0.1638266015294922
0,T3-T5,1.3509085612146432,0.4985740432267561,0.1876531947804633,0.7728969788789656
0,T5-O1,0.6826102319983259,0.7035826799506614,0.5735843187819025,0.5847470014962725
0,Fz-Cz,1.1374520565953965,0.3451825715437332,0.3192442817240757,0.39219129339514713
0,Cz-Pz,0.5821732685933837,0.27034043957261367,0.16525177038877392,0.29022756887071144
0,Fp2-F4,0.583400647812761,0.20378242435843685,0.05372595571895471,0.1188322635554904
0,F4-C4,0.8403514296670161,0.048884526356492014,0.06966549162310545,0.17671191690892782
0,C4-P4,1.290610001069874,0.5523979619606556,0.26789724555539274,0.8049838031727005
0,P4-O2,1.1038086558038458,0.9365891234970897,0.6188682238868689,0.32810348930397276
0,Fp1-F3,0.8685478570861291,0.2924322960261002,0.1209877906235597,0.18781965824157865
0,F3-C3,1.073106626426397,0.37525924959186285,0.4781218363675539,0.3121505123011424
0,C3-P3,1.2564863048990822,0.3928873790904963,0.12802127539984165,0.20900112031891255
