label,channel,delta_entropy,theta_entropy,alpha_entropy,beta_entropy
1,Fp2-F4,1.1091520078468482,0.3484662340021502,0.23339819520251806,1.686464691296416
1,F4-C4,1.0289600567506878,1.1788141173079312,0.5000634201935137,0.6018890176533918
1,C4-P4,1.6012470337628306,1.2016660634332672,0.21846619610230655,0.33456992158231974
1,P4-O2,1.128154515424523,1.1440223630879216,0.4389011150587628,0.2656749783881946
1,Fp1-F3,1.5500293680393755,1.1955470125901488,0.3463345190488498,0.7556745104155849
1,F3-C3,1.208277930160098,1.354159284659436,0.3604403726867373,0.4709099096220647
1,C3-P3,1.409625449251264,1.5340164809696004,0.4424327780372226,0.4807080101310378
1,P3-O1,1.4806157516059124,0.9230556504508775,0.7036043803863381,0.7237398628953384
1,Fp2-F8,1.4244142310476642,0.2474731015744477,0.2370661841262922,1.4093649910849715
1,F8-T4,0.8302846289686586,0.38714895861026777,0.38653599453758863,0.32902615330047014
1,T4-T6,1.1808561356960032,1.196780804772016,0.34012847778678007,0.24689459810759756
1,T6-O2,1.594099564616343,1.7220983386612232,0.5241286117311064,0.579523362321284
1,Fp1-F7,0.9982215326014107,0.9182349034150306,0.8963334971307338,0.8042773293659735
1,F7-T3,1.0006415363916303,1.102882510600581,0.907116099834987,0.7617453329098549
1,T3-T5,1.4505814720478711,1.6555217865636966,1.2463211500516223,1.1369945576911107
1,T5-O1,1.2127459176182371,1.0701989283450677,0.7067532580557788,0.8916842543677487
1,Fz-Cz,1.675770065355007,1.59651524891022,0.44852522551661717,0.39493513652604073
1,Cz-Pz,1.7341119213714578,1.4754797602082217,0.4496088124136948,0.23378796260188905
1,Fp2-F4,0.9177460907353814,0.403660571954167,0.3840377244381902,1.1975133200815027
1,F4-C4,0.48442874247601214,0.25665980094365876,0.10685929434263085,0.4878591083527202
1,C4-P4,1.143797810436087,0.7363470355449881,0.4908795822936258,0.5168444687921815
1,P4-O2,1.2874903051208728,1.3909926448906011,0.6464706743540152,0.8615636682918094
1,Fp1-F3,0.5770887345820976,0.22261889715319544,0.10229494201968695,0.6797852484814974
1,F3-C3,0.9516034635372412,0.961226134037163,0.8692131831329708,1.101816352663913
1,C3-P3,1.4821628314168125,1.400845151531437,0.8721160393104564,1.06670846412946
1,P3-O1,1.528261933054716,1.6928377764215226,1.144537039293884,1.2919044216283488
1,Fp2-F8,0.677469682216386,0.45644978503972644,0.317590858717923,1.0234061260439327
1,F8-T4,0.6333532482308168,0.3673097709780955,0.13160693933043074,0.17854380785079088
1,T4-T6,1.3435412967864597,0.7890234597237896,0.4012332737690944,0.33367065139772956
1,T6-O2,1.0415575623946174,1.276355536217879,0.9537193869198606,1.1028780369175029
1,Fp1-F7,1.5750072693153951,0.6709160431933906,0.39827220213156317,0.8474942751554695
1,F7-T3,1.4188060865305558,1.7717579613747179,1.4337132105022647,1.0805765044546816
1,T3-T5,1.8393164520843637,1.8775771415006115,1.5220533471655207,2.0493869968163034
1,T5-O1,1.2751340244059284,1.3565233140665207,0.791808738143219,0.9427992824909538
1,Fz-Cz,1.235156460618685,0.8783870272793294,0.807453532293871,0.7734179767792064
1,Cz-Pz,1.5194615864314,1.2681538427638703,1.0187058169829522,0.8299353721743368
1,Fp2-F4,1.4274419561857745,0.8501748675062311,0.12887715964541813,0.9195029994095287
1,F4-C4,1.1638924734360985,0.3725627332189827,0.5839453631699335,0.6834667064691435
1,C4-P4,0.785093443126464,0.9143969240993802,0.548893473389563,0.4387057704331093
1,P4-O2,0.4370431899761148,1.065491596203357,0.7283641116497479,0.8203305901446485
1,Fp1-F3,1.5776452036870316,1.4889844784741815,0.5919502841851096,0.7105415995103439
1,F3-C3,1.3972125513263383,1.0344891927593456,0.7271013682379588,1.1482794454174217
1,C3-P3,1.0369711545140263,1.3311175953123802,1.1052297126956334,1.2455806349221585
1,P3-O1,1.4998885628493481,1.5765965335064123,1.1902056133920034,1.3991165269334498
1,Fp2-F8,0.8950234261187919,0.7238583402892766,0.250525117437913,1.0824209268806475
1,F8-T4,1.139912387324654,0.6424471173775278,0.34249976806695626,0.3339671202558711
1,T4-T6,1.0889405366862104,0.5246773375983697,0.4688538779576288,0.7754650379181807
1,T6-O2,1.077710804877709,1.21316394272525,1.0439501727456502,0.8889943414357411
1,Fp1-F7,1.7808219568817225,1.4930173461682754,0.3907908780242006,0.820773311474279
1,F7-T3,1.2855836499919495,1.1393677730463478,1.0367283107266472,1.3104195884092968
1,T3-T5,1.566582487336568,1.647546266027745,1.5315448592167873,1.9494584934288985
1,T5-O1,1.5655108687031027,0.7488149308304055,0.7529722858190211,1.0097271160537291
1,Fz-Cz,1.1294398824827454,1.1004580083532316,0.8871266125590156,0.8920582026484015
1,Cz-Pz,1.135910015569607,1.3481697135507336,1.053047730015265,1.0751696796747552
1,Fp2-F4,0.4287662512161137,0.24208154634964826,0.09662402594248602,0.18760092070080275
1,F4-C4,0.37925015820071484,0.7073738628233206,0.34025568121245625,0.27008711644068223
1,C4-P4,1.05528576758355,0.7899568687376026,0.16668282666869255,0.22481948932521922
1,P4-O2,1.4688583170992482,1.2219081317460467,0.20926909771755045,0.2828122541324362
1,Fp1-F3,1.0884103380970598,0.7204742657316544,0.18537613535266514,0.14448318400193802
