label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
0,Fp2-F4,6.232798772718338e-07,6.791657268644451e-09,6.231574326594926e-09,1.208025819996519e-09,9.080136270913549e-11
0,F4-C4,1.3855161845259217e-06,8.356645731892699e-09,1.7171124034595924e-09,4.921803194634555e-10,5.801385996523884e-11
0,C4-P4,2.819240285846557e-07,1.9429505744511772e-09,9.115414637582824e-10,4.050730376727559e-10,4.48407655219263e-11
0,P4-O2,1.5686511262325519e-07,4.5556970218010106e-10,1.1164634587899222e-09,7.858623457094664e-10,7.869959829756919e-11
0,Fp1-F3,2.561331942405816e-07,9.373764409681487e-09,2.3640479642979295e-09,7.063616906989365e-10,1.0366762138579174e-10
0,F3-C3,2.8997716257191084e-08,8.471360958846421e-10,4.188441727027311e-10,8.094200058613833e-11,3.1519136854609667e-11
0,C3-P3,7.694212025236476e-07,5.334286355949319e-10,3.525752388991955e-10,8.288154010027174e-11,1.9098920661593698e-11
0,P3-O1,2.9947687358912986e-07,5.138597269800747e-10,3.7496846442581075e-10,3.957215841860075e-10,5.79391533549472e-11
0,Fp2-F8,9.461380977410067e-08,1.2205062893439646e-08,4.899071332049841e-09,5.143192393590146e-10,7.468741541336165e-11
0,F8-T4,5.378083130736557e-07,7.483469746341645e-09,6.460034477908855e-09,1.0487624038865678e-09,2.380281490449598e-10
0,T4-T6,2.1499370385116078e-07,5.031907950464253e-09,5.429847408441976e-09,1.458750872522419e-09,2.8531915328198864e-10
0,T6-O2,1.193668872155258e-08,1.4230996644580477e-10,1.345689153701395e-10,1.2719342851269452e-10,5.937957457594022e-11
0,Fp1-F7,2.5891875141003553e-07,8.477408787396567e-09,2.7603946621072967e-09,1.4074902002550853e-09,7.167770765199446e-10
0,F7-T3,1.528370090466808e-07,1.3904234436666446e-09,9.018921473367828e-10,1.1835748127266412e-09,7.586791298361766e-10
0,T3-T5,7.74369948333021e-08,3.282870928912551e-10,1.7534445879369103e-10,1.1508320697251434e-10,7.395424717441247e-11
0,T5-O1,2.4251970383155478e-08,2.9893450524505916e-10,6.235741890167816e-10,5.651554360059191e-10,9.91586153027653e-11
0,Fz-Cz,2.0609133007738247e-06,8.42779561757592e-09,3.1259995105061798e-09,5.6590501684332e-10,5.41911131828602e-11
0,Cz-Pz,1.7190943537335447e-07,4.257668896682361e-10,1.9131256280336952e-10,8.681068425245251e-11,1.836815942883223e-11
0,Fp2-F4,1.7019758820022814e-06,3.246095501314919e-09,1.7759918715956805e-09,6.726772271854978e-10,9.958911027365181e-11
0,F4-C4,6.004334937926606e-07,1.2497565543436529e-08,7.844390100931545e-09,7.640076852867072e-10,9.927376562390458e-11
0,C4-P4,8.724111978931306e-07,8.384369131092124e-09,2.5575120389801006e-09,1.992468789096613e-10,3.037105049271202e-11
0,P4-O2,9.980659429612902e-08,1.0513366823098284e-09,1.3712454971520792e-09,9.97128053251095e-10,4.2978550745783914e-11
0,Fp1-F3,9.236360683029098e-07,4.215862500363298e-09,1.0079782428989346e-09,2.8507910270494133e-10,4.741855583921805e-11
0,F3-C3,7.018768308946957e-08,2.511872165856221e-09,3.6003325865770196e-10,1.1772492299754763e-10,1.7224732546773498e-11
0,C3-P3,7.082835776328347e-07,5.088230905739295e-10,1.452704593505373e-10,3.3139971268524014e-11,1.5068297531512924e-11
0,P3-O1,3.3575536058932496e-07,8.286453620669314e-10,6.036835604738748e-10,4.87157451834283e-10,3.418790224373567e-11
0,Fp2-F8,2.178287520209907e-07,2.88374092515624e-09,3.944978770724729e-10,8.386120011330687e-11,2.665228625386836e-11
0,F8-T4,1.9699913512490675e-07,4.560409470997023e-09,2.3220602219987243e-09,5.39217891535472e-10,1.7781618389963761e-10
0,T4-T6,9.019996557964974e-08,2.4460354503014293e-09,1.4324120816951493e-09,1.000842438599598e-09,2.6742939943052403e-10
