label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
0,Fp2-F4,3.681488064152052e-09,6.859267789307372e-10,4.453780605922013e-10,7.94010434681436e-10,6.842177850203877e-10
0,F4-C4,8.738018212730855e-09,5.859723270498643e-11,3.8060170106305857e-11,4.752260060580153e-11,9.052421597081538e-11
0,C4-P4,7.71502626345915e-10,5.1133113307186125e-11,1.3565802156914672e-11,3.474202643780651e-11,5.38202249532429e-11
0,P4-O2,4.740861508334244e-09,5.890051651045808e-11,8.384904316705093e-11,1.314291175377341e-10,1.1678242437901316e-10
0,Fp1-F3,3.566813009161547e-09,6.194866127536113e-10,3.6488939656741054e-10,1.1552851664929577e-09,5.091399850872684e-10
0,F3-C3,3.1009804054934105e-08,1.1280099780811212e-10,2.5165968902363447e-11,4.738569667188955e-11,6.531493749877577e-11
0,C3-P3,1.1006092056935024e-08,8.154756802006577e-11,1.6827519856472824e-11,4.1008548902632943e-11,6.648081121694401e-11
0,P3-O1,3.744493483519109e-09,9.818945811483099e-11,8.093326607550725e-11,1.8200682584469324e-10,1.444586420072621e-10
0,Fp2-F8,7.578065453516373e-09,6.088236199637289e-10,5.583674021990239e-10,7.613616217213663e-10,5.714605869107093e-10
0,F8-T4,1.2640923302680789e-08,2.734808414144627e-10,9.456268217906128e-10,8.701958252764304e-10,1.3086225046814425e-09
0,T4-T6,1.2300862771990298e-08,6.696218179354303e-10,1.801101142137116e-09,3.610417944742002e-09,4.870880937588913e-09
0,T6-O2,3.6261185695553345e-09,6.43743403231901e-10,1.0895794574554214e-09,2.6111965310569605e-09,3.6386253961229235e-09
0,Fp1-F7,1.9318361010239133e-08,1.0190892596068103e-09,4.344402734972316e-10,1.1585714060925338e-09,5.380701365909285e-10
0,F7-T3,2.7198096251440616e-08,7.502575387120697e-10,3.479841703353993e-10,6.556596610692622e-10,9.837214446217439e-10
0,T3-T5,2.1727103120443952e-08,5.905023151181643e-10,8.864790817335121e-10,1.7106067329219194e-09,2.489148459491544e-09
0,T5-O1,4.82256704828531e-09,9.495140304368474e-10,7.767303747319706e-10,1.6151431032288195e-09,1.563648545811602e-09
0,Fz-Cz,2.3919657648668265e-08,8.168345437292337e-11,1.958652700492852e-11,1.8321784071065409e-10,1.5732033667419332e-10
0,Cz-Pz,7.313262128149256e-09,4.6399846256395395e-11,2.002002641584044e-11,3.6805455382583616e-11,2.425389521141563e-11
0,Fp2-F4,2.2662717659789453e-09,2.5596486679577605e-10,3.3504034388264924e-10,7.327042839994693e-10,7.420240303943427e-10
0,F4-C4,1.3062341783228727e-09,2.7853505796535584e-11,2.8814340257920883e-11,4.8723878167832417e-11,6.893668689867439e-11
0,C4-P4,1.378960607923018e-09,1.0946195236092129e-11,1.0672753429675043e-11,3.2063047118357246e-11,5.141660531707533e-11
0,P4-O2,1.6400426488725434e-09,3.7504730959684836e-11,5.7229589323259716e-11,1.0418657327215982e-10,7.651184252716111e-11
0,Fp1-F3,3.149165454240815e-09,3.639002586701391e-10,6.545000472504335e-10,6.451118897329377e-10,4.5300535940309875e-10
