label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
0,Fp2-F4,4.0637845891158384e-08,2.2263023972862127e-09,2.3703084009853253e-09,3.2551515824863857e-09,2.638177957525291e-09
0,F4-C4,1.0799084416664614e-07,4.4981239464776487e-10,2.740178802376829e-10,3.3846519563343084e-10,6.923754460010057e-10
0,C4-P4,4.630204334679411e-07,7.392848131525436e-10,1.7264545877262003e-10,4.905964296681057e-11,4.749529066647927e-11
0,P4-O2,2.1431399378576112e-07,3.9978217661927596e-10,8.801385151105416e-11,5.535402813269453e-11,5.147674877677257e-11
0,Fp1-F3,4.025123748292433e-07,2.481392884016986e-09,1.1220666139993161e-09,1.1563119754223348e-09,8.154070698839823e-10
0,F3-C3,6.940631505086e-07,1.9808930338714433e-09,1.7084573277977373e-09,6.297735159329899e-10,5.446413923519452e-10
0,C3-P3,1.0448239321613328e-06,3.2290437605723354e-09,4.774601745338777e-10,5.819409641338701e-11,2.475217482310293e-11
0,P3-O1,7.910902779192697e-07,2.7902598791395326e-10,1.897743811054949e-10,7.174015315544102e-11,8.253735420358225e-11
0,Fp2-F8,1.1281181164092136e-07,4.247285649399594e-09,2.546514703635264e-09,2.847600134632526e-09,2.1432368506275492e-09
0,F8-T4,1.4322782090646268e-07,5.326443041140171e-10,4.1017213013708137e-10,8.105975467822063e-10,1.2205537851632777e-09
0,T4-T6,2.0592884753105156e-07,3.1643073132888593e-10,6.575251626955142e-10,9.48167073580769e-10,1.4736767488437018e-09
0,T6-O2,5.127476776025602e-08,6.277479590640076e-10,4.404045830736687e-10,2.6444734590416095e-10,2.908276889000633e-10
0,Fp1-F7,3.279420363069899e-08,9.158626071827247e-09,1.5858369623121471e-09,7.0461012106893e-10,3.2443512916163755e-10
0,F7-T3,2.5137313428203675e-08,1.8257153836623178e-09,1.8610697463974876e-09,2.3279777420756463e-09,2.193490697996065e-09
0,T3-T5,8.723676429325629e-08,9.141850940202286e-10,4.973905621184212e-09,6.616232973804628e-09,9.716398504532297e-09
0,T5-O1,4.7889374492634805e-08,1.1709364174265372e-09,4.469860774093168e-09,5.757479397753007e-09,7.586390586508935e-09
0,Fz-Cz,4.05941704002394e-07,6.615892289527185e-10,2.1253344191716952e-10,5.194730154217497e-11,4.941982927621529e-11
0,Cz-Pz,1.126353976355963e-06,2.5898192752988453e-09,1.2468481105006135e-10,3.4193962242500624e-11,4.719073474636512e-11
0,Fp2-F4,9.70539228400381e-09,1.8359282458675934e-09,1.807497610799979e-09,3.2084265353994917e-09,2.7421785776736224e-09
0,F4-C4,6.2037184288166185e-09,2.074198041153488e-10,3.35983854001739e-10,5.929748725748902e-10,5.940406959280092e-10
0,C4-P4,3.691053722616866e-07,7.50470561425657e-11,1.8326223358248647e-11,4.318824403904489e-11,2.7511116069246205e-11
0,P4-O2,9.918153127132312e-08,1.37225945472867e-10,5.6561162890574256e-11,4.093097659819242e-11,3.2404013841615944e-11
0,Fp1-F3,9.528096354160786e-09,2.439276122754008e-10,5.138561387864585e-10,1.2697463417566797e-09,7.93033339216672e-10
0,F3-C3,1.0789968825401728e-08,2.237408997159336e-10,2.6286039649112583e-10,9.917029218877388e-10,6.462549894254755e-10
0,C3-P3,1.2568378376340346e-07,1.1656805033480426e-10,4.699686076669365e-11,3.2472394933683197e-11,2.7326228746637136e-11
