label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
0,Fp2-F4,1.492288704212512e-07,1.1116144650965588e-09,2.657739950302973e-09,5.03522013023769e-09,3.3064929769664105e-09
0,F4-C4,2.6382760883252027e-09,1.0462084947887921e-09,3.2508428605985674e-10,2.0694996459172135e-10,2.0164750093343488e-10
0,C4-P4,1.219607016536307e-08,1.5282107276375152e-10,2.8903854366755573e-11,1.4555966308577828e-11,1.6220654370815963e-11
0,P4-O2,3.11565403383663e-08,6.88812934654917e-10,3.202436038225926e-10,9.55445827293086e-11,5.2338400551748e-11
0,Fp1-F3,1.7773896325012383e-07,4.935732954412195e-10,1.6358758674707974e-09,2.5831511853758807e-09,1.3006435550453665e-09
0,F3-C3,4.883139153567627e-08,3.1007580887989036e-10,1.2848384391916409e-10,1.1436703509332388e-10,1.0885681992497477e-10
0,C3-P3,5.939798143695968e-08,2.1267885579417363e-10,6.532360136634899e-11,4.6580890919269556e-11,3.5798183171842985e-11
0,P3-O1,1.637992840018926e-08,7.280161352496284e-10,3.204666047309062e-10,7.623917068579213e-11,3.796824443630906e-11
0,Fp2-F8,6.66626414170965e-08,9.636182350207303e-10,4.6772385555956744e-09,1.2921722785497983e-08,1.1506472187969477e-08
0,F8-T4,3.6570215102140925e-08,1.0648980339900953e-09,3.516062025308327e-09,7.105572739476112e-09,8.886709803952768e-09
0,T4-T6,3.040843981900835e-08,5.027554739895241e-10,9.82767055572794e-10,1.4028208987305489e-09,1.4217070204608585e-09
0,T6-O2,1.0118291872077291e-08,1.2591936079113442e-09,1.0323704262990546e-09,1.4502700745012382e-09,1.4592291182118553e-09
0,Fp1-F7,5.82892716333949e-07,9.048238985947463e-10,2.8783116598161576e-09,4.066785438000239e-09,2.8860046748720285e-09
0,F7-T3,9.445864050976566e-08,5.445468657136379e-10,3.2655177095990553e-09,4.664508029463125e-09,3.0178034224905606e-09
0,T3-T5,1.364906660387667e-07,1.3508449434457748e-09,1.1488987617316208e-09,1.295338062185715e-09,1.665898294391441e-09
0,T5-O1,6.553833709542096e-09,7.13643094297077e-10,4.4563787397704375e-10,5.728925189640428e-10,3.848316526417706e-10
0,Fz-Cz,3.4428502118313685e-08,8.804068318029743e-10,9.792904104235907e-11,5.3133928776932e-11,3.410702312860928e-11
0,Cz-Pz,2.0345705310006021e-07,1.0520153920898553e-09,1.2357581424351383e-10,5.945499121936249e-11,2.833717003047663e-11
0,Fp2-F4,1.8079876293066783e-08,7.036157500643182e-10,3.904569063996746e-09,4.999345840802945e-09,4.271059658014392e-09
0,F4-C4,3.005982875892365e-08,9.31974400301322e-10,2.0067088974052725e-10,2.355236795172437e-10,1.5841266909557093e-10
0,C4-P4,5.7071373478842666e-08,2.200605231327384e-10,1.3964221652193603e-10,3.007959949137801e-11,2.1140867709254074e-11
0,P4-O2,1.4410460763359194e-08,1.2894194581203513e-09,6.659104367218928e-10,1.8820972853929533e-10,5.475702712971501e-11
0,Fp1-F3,4.503762648499911e-08,2.5642914575860003e-10,8.221260208487875e-10,1.7360454804654336e-09,1.7150615242101663e-09
0,F3-C3,1.0391284762298069e-07,2.3098415899671707e-10,9.991017096763917e-11,1.1317397462750891e-10,1.4924440566222877e-10
0,C3-P3,1.0601920795249234e-07,3.598715816210375e-10,6.233763150562082e-11,4.2588211128115135e-11,4.142808345631828e-11
0,P3-O1,1.1508656307750631e-08,6.877738920683655e-10,3.167756195199807e-10,1.5968924532853638e-10,4.8203706536511064e-11
