label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
0,Fp2-F4,2.0487549019287357e-09,2.2115911071902794e-10,2.1954968815954454e-10,9.992149344388393e-10,2.910621670435757e-10
0,F4-C4,1.2550665421920475e-08,1.527403406704218e-10,6.262757043839533e-11,1.1568098480849337e-10,2.2537216900656746e-11
0,C4-P4,4.172110761113538e-09,8.724402099880359e-11,2.710334416563394e-11,1.7120629846238052e-11,4.808260170585637e-12
0,P4-O2,1.1279787951510985e-08,6.477373486932105e-11,1.759748348673198e-10,4.159224608769225e-11,3.4083896056359955e-12
0,Fp1-F3,1.2273879900996213e-09,2.0902191055653482e-10,1.7753104473942806e-10,2.0737406732840255e-10,7.072696412117607e-11
0,F3-C3,3.523086258738776e-08,1.1216119195797191e-09,3.755335640224288e-10,1.7161197567176126e-10,3.213207564134013e-11
0,C3-P3,3.2715099568946764e-08,7.647090392875594e-11,1.8679304420592168e-10,3.593658490933805e-11,4.163133943956667e-12
0,P3-O1,9.286805277800108e-09,3.1833029865457157e-10,9.554516108737984e-11,2.3111011109799405e-11,4.064201826780676e-12
0,Fp2-F8,1.0621664277054052e-08,2.473588982001807e-10,5.459511446240032e-10,7.818543537178706e-10,3.6382367957569734e-10
0,F8-T4,7.235411054642785e-10,8.810890648531124e-11,1.47754811772888e-10,2.5053781232374443e-10,7.110570233982251e-11
0,T4-T6,1.805625299888838e-09,4.97522317049338e-11,2.3441803984957397e-11,4.387730039236701e-11,7.636813292731307e-12
0,T6-O2,2.6331428060106123e-09,2.713673378701939e-11,4.256025377033401e-11,3.03765563515114e-11,5.020741051062472e-12
0,Fp1-F7,1.787283764375077e-08,2.4745952677232286e-10,2.1626224489131936e-10,1.7707565381977002e-10,5.025195085759724e-11
0,F7-T3,2.7344611690348574e-09,4.6126178436919833e-10,1.1932491825651824e-10,2.799402668820302e-10,6.267899025385665e-11
0,T3-T5,1.548453241367906e-08,2.1050936691488173e-10,1.1112667789002001e-10,2.5368754658231483e-10,5.289369661514319e-11
0,T5-O1,3.179383405624884e-09,2.259698662969128e-10,1.3461460857438293e-10,2.1028047375536778e-11,3.1203363080879797e-12
0,Fz-Cz,1.7626117523004854e-08,5.121278582508712e-10,1.599892542838669e-10,1.4060649013651548e-09,2.7302155957761105e-10
0,Cz-Pz,8.227593069599826e-09,2.2894766889851152e-10,9.648761285978658e-11,1.7561922664305325e-11,4.554263070194353e-12
0,Fp2-F4,5.085926767175789e-09,2.1580841853604096e-10,5.986185858040548e-10,9.846234076515796e-10,2.199109630485802e-10
0,F4-C4,1.9350798793401188e-08,2.8528731126812373e-10,8.09382059700785e-11,1.6534388123769338e-10,2.7992936792289944e-11
0,C4-P4,3.956237237255287e-09,5.6197005218994264e-11,2.5484968864116858e-11,1.2841639303451945e-11,4.510002932019915e-12
0,P4-O2,3.8980098519787254e-08,1.8090330965714305e-10,2.339245026606746e-11,1.7646543764275876e-11,4.423054409486481e-12
0,Fp1-F3,2.145411774713221e-09,8.482487675530772e-11,1.2620652311794824e-10,2.2116963599792858e-10,6.882171276028864e-11
0,F3-C3,9.820093645106204e-08,3.2789957567029975e-11,3.652444158947835e-11,1.0184859835579028e-10,4.82928461926566e-11
0,C3-P3,4.312427251617727e-08,1.59315526297208e-11,9.159187129700664e-12,1.004363698379352e-11,5.471534429785383e-12
0,P3-O1,2.6347400643340995e-08,3.367097342726538e-11,1.1486901560543726e-11,1.2882698036049764e-11,5.175450070211942e-12
0,Fp2-F8,1.3445350064398763e-08,8.445518819894796e-11,8.194341367085808e-10,9.676054097404933e-10,2.638674873088208e-10
0,F8-T4,4.2705752536565164e-09,5.352912014599056e-11,2.2114244010914233e-10,2.678906052137964e-10,7.960483844171313e-11
0,T4-T6,1.4615097615919217e-09,2.0025993303513012e-11,3.9644111830611376e-11,4.990424785903135e-11,1.3061879486057529e-11
0,T6-O2,1.7574554924712208e-08,9.770822547030365e-11,3.256435283791348e-11,4.1868805512528845e-11,9.537903277234392e-12
0,Fp1-F7,4.9288299029170085e-08,5.0952754811072785e-11,1.3946034517305943e-10,1.1252034547261902e-10,2.5784288458178076e-11
0,F7-T3,7.032860547717393e-10,7.60058412591262e-11,4.570627632903515e-11,3.845041857796658e-10,6.42543343650153e-11
0,T3-T5,1.8847700587370124e-09,5.412747263746883e-11,5.1893829490042023e-11,3.1824015593762856e-10,5.946690047103408e-11
0,T5-O1,1.058314849336202e-09,2.170054697922287e-11,1.0886360047118064e-11,1.1734718644887461e-11,3.3676142374117736e-12
0,Fz-Cz,1.8987794501676788e-08,5.393175887185084e-10,2.9992359906818455e-10,1.5592249417367451e-09,3.222132310558741e-10
0,Cz-Pz,1.3805669211075004e-08,4.2226730303381895e-10,8.14718313099896e-11,2.4029601464242164e-11,6.018188205875696e-12
0,Fp2-F4,4.3671152118525525e-09,8.460968624475727e-11,7.289504502389965e-10,7.381934609743868e-10,1.9606800623562113e-10
0,F4-C4,3.614503415866297e-08,2.4636139516809646e-10,5.5936318183801894e-11,1.1099650666543394e-10,2.4630682001108722e-11
0,C4-P4,3.05843427001981e-09,4.1102324750876454e-11,2.247161704097774e-11,1.3343608404986193e-11,4.1740650433784525e-12
0,P4-O2,1.727825037918072e-08,8.668652401802977e-11,2.590648653206041e-11,1.7494559561237497e-11,4.081665260567173e-12
0,Fp1-F3,4.2534717558352e-09,7.153668695629418e-11,1.0569317131589107e-10,1.7089503000790626e-10,6.704086700243206e-11
0,F3-C3,8.530962346770206e-08,7.233346124208305e-11,3.8726624469699707e-11,1.0281456554999869e-10,3.6178437023398116e-11
