label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
1,Fp2-F4,1.4747349191559786e-06,7.070358501437176e-09,1.0951133445389062e-08,5.418305971164897e-09,6.198705356545863e-10
1,F4-C4,4.726252844282144e-07,8.33815932769063e-09,5.2561921648973285e-09,1.9327328395972723e-09,2.148015035268102e-10
1,C4-P4,6.038235143122751e-07,2.2948562435505457e-09,4.19523254887064e-09,2.1303240778442318e-09,2.6407768817345294e-10
1,P4-O2,9.016575385134651e-08,7.280198202003003e-10,2.861478100488979e-09,1.742302790760396e-09,3.992168529696109e-10
1,Fp1-F3,2.1822774259857249e-07,4.925667734842512e-10,4.5936982795232453e-10,2.678455310286549e-10,3.599764505322518e-11
1,F3-C3,9.441524389755867e-08,1.463924974788922e-09,1.1477149198869082e-09,3.622807220611821e-10,4.577407614533597e-11
1,C3-P3,1.3571944754347815e-06,1.4132143385182313e-09,5.058709948649948e-09,1.9245566043380896e-09,2.1448937187483036e-10
1,P3-O1,3.088004424277639e-07,1.2648186475412252e-09,2.839050788450875e-09,5.583115489450903e-09,3.3305898105950038e-09
1,Fp2-F8,2.3064745415678836e-07,1.5099313591097678e-09,3.883264666789715e-09,4.2846893084617915e-09,1.172210966957267e-09
1,F8-T4,1.28649881380878e-07,3.5454938429615598e-09,7.185189871772767e-09,6.216181915611967e-09,1.9800952899099144e-09
1,T4-T6,1.4042907847033173e-07,6.364566402537203e-09,9.141665353462626e-09,7.422942489217901e-09,2.2118741277454127e-09
1,T6-O2,6.38529393023149e-07,1.9966766898743696e-09,5.987773005767782e-09,2.932578956159582e-09,5.936085580104255e-10
1,Fp1-F7,1.0890200864897408e-06,2.1332434073126946e-09,5.975438287246766e-09,3.554683488917923e-09,4.614961148492147e-10
1,F7-T3,1.5194493307591474e-07,7.70063157474669e-10,2.331904891848811e-09,1.0026497297917123e-09,1.2503893417881376e-10
1,T3-T5,2.9303992307596024e-07,6.333298864058044e-10,1.5503981315730158e-09,3.254344656586933e-09,1.6100902311941284e-09
1,T5-O1,9.823742888003986e-08,2.040356660902136e-09,5.266024621109756e-09,7.809220391846442e-09,5.0196600188676395e-09
1,Fz-Cz,1.5257817836025606e-06,7.0539773624853195e-09,5.110363924437108e-09,2.2834250474999284e-09,2.988463835132634e-10
1,Cz-Pz,1.4181661565294468e-07,1.1865352519835736e-09,5.838187862822338e-10,1.193706439833556e-10,1.3521727016297023e-11
1,Fp2-F4,2.155715246655523e-06,2.224396442905992e-08,2.9300686688443775e-09,1.131790405615929e-09,3.30604148646304e-10
1,F4-C4,7.451849068270449e-07,1.613699135326902e-08,4.042989108027023e-09,5.398716145230861e-10,4.866733138795273e-11
1,C4-P4,5.12028881851095e-07,2.6350992438529887e-09,3.879400928271282e-10,1.6092550544596154e-10,3.26170510471181e-11
1,P4-O2,1.75619615126288e-07,1.1269909697277457e-09,9.741952765264077e-10,1.2964173636856281e-09,2.9553153005233407e-10
1,Fp1-F3,3.04529210910371e-07,2.622777605321359e-10,2.580225804123709e-10,1.3210385083371092e-10,3.6869727311272706e-11
1,F3-C3,8.170195012405096e-08,7.685673524182378e-10,2.0299378317164322e-10,8.827520278526692e-11,1.5229385820590725e-11
1,C3-P3,9.050567757558507e-07,2.14664668031714e-10,1.1971878736162876e-10,5.018102963971535e-11,1.2825269110998218e-11
1,P3-O1,1.3035289358158795e-07,1.257686918969204e-09,2.3903176479606153e-09,1.8303902636269788e-09,7.328451454524603e-10
1,Fp2-F8,1.7999173370763213e-07,1.637686597221274e-09,2.4438596246255847e-09,3.0291086647733763e-09,1.0295980945768507e-09
1,F8-T4,2.2964776252978452e-07,2.055026186687194e-09,4.138228426170029e-09,4.308963541368888e-09,1.4356453676101345e-09
1,T4-T6,8.557835113217992e-08,4.097507983166458e-09,6.1514166669161905e-09,5.89981799770513e-09,1.372443197673898e-09
1,T6-O2,5.798042366517335e-07,1.0741064264716364e-09,3.0909355377724444e-09,2.335251513349918e-09,6.609015529055635e-10
1,Fp1-F7,1.40462252878271e-06,1.387315099569153e-09,2.4787660732019173e-10,3.0844549099412316e-10,4.6922500545431096e-11
1,F7-T3,9.094389627476745e-08,4.1302266511349944e-10,3.3008918576860323e-10,3.264058268233917e-10,1.349766465449812e-10
1,T3-T5,6.987386528683512e-08,5.534215898610176e-10,1.2055044251530179e-09,2.3087917741347376e-09,6.196913055643236e-10
1,T5-O1,6.747832789649295e-09,1.169741387412379e-09,2.8619962094317126e-09,3.609870066509647e-09,1.2545599655452539e-09
1,Fz-Cz,1.2465731751875778e-06,6.724793319781152e-09,1.9256695094428365e-09,4.836194627715231e-10,4.574386146234679e-11
1,Cz-Pz,2.17323140190394e-07,6.889627993038507e-10,2.190280114852239e-10,3.223459282723637e-11,5.633518404966274e-12
