label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
1,Fp2-F4,2.8873011853955122e-08,4.900613532124419e-10,4.996641799898993e-10,6.7469120970059e-10,7.74033542162197e-10
1,F4-C4,6.318540280539564e-08,1.1094193200533616e-09,4.0061670603474687e-10,3.8308392100722053e-10,3.952435617895973e-10
1,C4-P4,2.2876487552848317e-07,1.4624406916350616e-09,4.1316941729193995e-10,1.0728063353869172e-10,4.628921989316777e-11
1,P4-O2,1.5800238421059266e-08,1.1533819571085553e-09,1.0482435093015475e-10,4.2914880288460947e-11,2.7075587783588605e-11
1,Fp1-F3,5.50859248223244e-08,8.312761202000667e-10,1.1377210814102579e-09,2.8421529525171473e-09,1.7646019499645467e-09
1,F3-C3,4.1163145472655045e-08,9.922318289181974e-10,6.409060943119433e-10,3.3952454065113677e-10,2.1840496926280783e-10
1,C3-P3,1.3425804721014262e-07,1.4952640747557614e-09,2.690163028233901e-10,1.5453517141473763e-10,2.176452240542296e-11
1,P3-O1,6.925431327935475e-09,2.4657866923051333e-10,4.715347137134423e-11,2.2444052356316633e-11,2.1003071358610336e-11
1,Fp2-F8,1.183516691432162e-08,3.061135859905347e-10,7.594756253879282e-10,1.7339541138168197e-09,2.0654632761938473e-09
1,F8-T4,1.6051154826584062e-08,1.3620868253821142e-09,2.1398483534934725e-09,7.486567457541508e-09,6.6357692378865445e-09
1,T4-T6,4.7955743019582916e-08,2.6493181536129292e-09,2.4157117423334906e-09,6.902257013388985e-09,6.293875166095994e-09
1,T6-O2,1.8686716367434736e-08,2.8728004311769158e-09,1.124108946285189e-09,2.159038508703699e-09,1.3240569087928922e-09
1,Fp1-F7,9.899560199763292e-08,1.0934288653960897e-09,1.06976021511275e-09,3.897189011886766e-09,2.249626428844777e-09
1,F7-T3,5.2284624663331447e-08,1.2125590116361737e-09,1.397899570857725e-09,2.3218478165748833e-09,6.070324992980442e-09
1,T3-T5,2.6109235605485986e-08,4.659986864247839e-10,8.371934857265169e-10,2.2042433881648397e-09,5.691261942992001e-09
1,T5-O1,8.262467475626945e-09,2.0777070141853075e-10,4.24862640962746e-11,6.33959212205662e-11,4.783494962619413e-11
