label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
0,Fp2-F4,2.8684076795642567e-08,1.0976395824901424e-09,5.523123989967375e-10,2.037632646078756e-10,1.716801343233741e-10
0,F4-C4,7.835844434670344e-08,1.3127822680007426e-09,6.937704087359856e-10,4.339708775463927e-10,2.699197628065581e-10
0,C4-P4,1.820079365423785e-08,2.565060872466754e-10,1.0984017754496159e-10,3.341379434148927e-11,1.7726639488408445e-11
0,P4-O2,1.174541165757171e-08,2.2842644322699224e-10,6.801202404802679e-11,4.307940924084967e-11,2.348485711154526e-11
0,Fp1-F3,6.766456191860076e-07,9.080941558924389e-10,8.264425748404954e-10,5.255850756750397e-10,2.296577205400571e-10
0,F3-C3,2.9186880714131574e-07,1.418502605143133e-09,5.919665476103845e-10,4.3795167621438343e-10,3.330696509227021e-10
0,C3-P3,3.540597418869736e-08,1.6147439960471098e-09,6.464122553561871e-10,1.1769637206688258e-10,3.1189008685436875e-11
0,P3-O1,3.742090268724033e-08,1.1691816777151288e-09,2.0452148953859615e-10,8.214486305286694e-11,2.4311834082256045e-11
0,Fp2-F8,1.0800197299776335e-07,1.1125825807663436e-09,6.916283151112348e-10,7.303144673898034e-10,4.2723121340554926e-10
0,F8-T4,1.4107312576434873e-07,6.230034882503722e-10,5.18408724446896e-10,3.760339543924906e-10,1.3871404981674905e-10
0,T4-T6,5.49459581675845e-08,2.5971408489123167e-10,1.9073339417045393e-10,1.1346755094541409e-10,3.539019630288254e-11
0,T6-O2,5.11989148288724e-08,4.6250701970505417e-10,1.0248815493424728e-10,2.707972194294685e-11,2.425359091759452e-11
0,Fp1-F7,6.603740177866895e-07,7.808167819696315e-10,1.1621661812896944e-09,9.37793104988987e-10,7.052862947523988e-10
0,F7-T3,1.0566918920286439e-07,1.9940833106611532e-10,3.323203181409985e-10,2.4704366713512345e-10,1.7381525830286946e-10
0,T3-T5,5.410256407549252e-07,7.258965867788957e-10,6.071494089124317e-10,8.528683194304689e-10,1.4717690154980298e-10
0,T5-O1,6.855158164608194e-07,5.424492766633082e-10,3.067715088052837e-10,4.212750077389679e-10,8.31905602954491e-11
0,Fz-Cz,1.0853495166315544e-07,1.5852479452812362e-09,1.0733119962274535e-09,1.0159934998976263e-09,7.511314763515721e-10
0,Cz-Pz,4.60216781118094e-08,6.763168075807906e-10,1.0398667849728394e-10,3.6704492636208916e-11,2.2862069000665003e-11
0,Fp2-F4,1.223662155224425e-08,9.988928384745423e-10,5.870381655114429e-10,2.69518804750053e-10,1.6789887403651195e-10
0,F4-C4,8.825348776666033e-08,1.0834441771059016e-09,4.523314161162013e-10,3.703001979011323e-10,2.5626170803246005e-10
0,C4-P4,8.056041392835082e-09,2.3576314034653553e-10,1.034672586733665e-10,3.0024973664355187e-11,2.1275268100546678e-11
0,P4-O2,4.10256298658668e-09,3.089784519553944e-10,7.006613672981287e-11,2.219864504013515e-11,2.0731854999232532e-11
0,Fp1-F3,5.069919480310698e-07,6.275555841291456e-10,3.2715659249162e-10,2.48140086818673e-10,1.880076704870742e-10
0,F3-C3,1.0126761726662955e-07,1.976909233799625e-09,8.992301360246949e-10,3.94674538148645e-10,2.8917448894740615e-10
0,C3-P3,2.687620004263254e-08,1.7154793570899947e-09,4.3327168930897174e-10,9.496636817163505e-11,3.3390915619642766e-11
0,P3-O1,2.5036584482158478e-08,4.742092956234019e-09,1.2922778263075845e-09,1.2708273394660932e-10,2.5239729732684714e-11
0,Fp2-F8,6.072464186022954e-08,5.941879094673425e-10,1.1408812957075854e-09,7.459886743853741e-10,5.16196062372777e-10
0,F8-T4,1.6243280250810458e-07,9.705949790483716e-10,3.967943534617121e-10,2.0858773466872853e-10,1.3202927819192484e-10
0,T4-T6,1.0552063004192278e-08,2.498904416444129e-10,1.204490620557376e-10,3.352781612110447e-11,2.1757188855983516e-11
0,T6-O2,5.679309816585136e-08,2.0307564583332798e-10,1.203942053811845e-10,2.217219382163132e-11,2.288269215066734e-11
0,Fp1-F7,6.148484596309276e-07,9.547037759561203e-10,1.0094516060109964e-09,8.990104603014412e-10,7.887493710072716e-10
0,F7-T3,8.345197769719055e-08,6.357811535051973e-10,3.757623001855526e-10,2.252044404405501e-10,2.6769988698681713e-10
0,T3-T5,2.76320897693759e-07,1.203604703846772e-09,3.837523645171333e-10,1.239957021237148e-10,8.144493276387861e-11
0,T5-O1,3.478367742531577e-07,4.0302294847171995e-09,8.062654706135844e-10,9.343363661110922e-11,4.6092075968165724e-11
0,Fz-Cz,9.538806834581861e-08,1.525898432193508e-09,1.1369755920889492e-09,8.613421346360309e-10,6.850306315871539e-10
0,Cz-Pz,3.773816234824719e-08,5.267931056497093e-10,2.932422047466632e-10,6.153119304453598e-11,2.407637072246855e-11
0,Fp2-F4,3.973933750053943e-08,6.493012239825462e-10,3.688660284134851e-10,2.2453390330771792e-10,1.6347227775194476e-10
0,F4-C4,5.4213449777852515e-08,7.202812776387754e-10,5.182675580527773e-10,3.255150671826569e-10,2.5017101997914276e-10
0,C4-P4,1.2602113417797197e-08,1.9300572594603974e-10,7.310235304640128e-11,2.30967833119799e-11,1.986483856295594e-11
0,P4-O2,3.7206555891221375e-09,8.450015482834932e-11,9.206456643193672e-11,1.7006376695159155e-11,2.098044466219717e-11
0,Fp1-F3,3.804019641226818e-07,5.871027420249008e-10,5.537906614058451e-10,2.6480501704947176e-10,2.0694450130580704e-10
0,F3-C3,3.47701278477087e-08,6.095245757042684e-10,5.647219115907307e-10,4.035959839355707e-10,2.732216034258831e-10
0,C3-P3,3.121446351417146e-08,4.3413013851341776e-10,1.3192352155880213e-10,2.0572944601240865e-11,3.249199609294921e-11
0,P3-O1,6.040238719533521e-09,3.578709306720872e-10,8.06221979237221e-11,3.287104683531406e-11,2.0511073379616953e-11
0,Fp2-F8,8.499496793444816e-08,6.217260939396029e-10,6.36781761345591e-10,6.187771281484963e-10,4.844779041379263e-10
0,F8-T4,9.185172479313993e-08,6.656461855029217e-10,5.501061111265465e-10,1.8128095372016903e-10,1.142284277920175e-10
0,T4-T6,1.3180367427240549e-08,2.42008744711813e-10,8.685274266403212e-11,4.004563333396879e-11,2.7567851786569045e-11
0,T6-O2,4.326787530254101e-08,7.227194499200236e-11,8.762182344848163e-11,2.1692242359981855e-11,2.1154925147445053e-11
0,Fp1-F7,3.6867694397620925e-07,1.7580390072455049e-09,9.208797242818663e-10,7.240972713967236e-10,7.584597720338218e-10
