label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
0,Fp2-F4,4.886824545338103e-09,6.627641911916315e-10,2.884546739568608e-10,3.2322730393323967e-10,7.620004632221592e-11
0,F4-C4,1.4098225904623058e-07,2.180954031075409e-09,8.676755737122073e-10,1.512523949689451e-10,2.5277474739007804e-11
0,C4-P4,1.15613471216025e-07,3.4117919948724427e-09,5.134312150375678e-10,1.9303988299345933e-10,1.1495208209035679e-11
0,P4-O2,3.3176034992566015e-08,7.272128200019719e-10,4.4492069194424964e-10,1.2278372384527221e-10,1.1184197276100975e-11
0,Fp1-F3,1.3859888314359136e-08,3.6259745766051865e-10,1.3009227046355307e-10,2.0215324568581996e-09,3.98306076720738e-10
0,F3-C3,3.9208033488371153e-07,7.64244352469241e-10,6.181455049609625e-10,1.527887610507691e-10,7.2352056296195466e-12
0,C3-P3,1.1511152256686484e-07,5.590289190655067e-10,4.1013402859614765e-10,1.2725755060336265e-10,2.0798850455211492e-11
0,P3-O1,2.0893829631026668e-08,7.105407068976877e-10,3.420853477517997e-10,2.488674255756706e-10,2.7249484524903958e-11
0,Fp2-F8,3.993749566285554e-08,5.066288431189832e-10,3.850797049243917e-10,2.889413480561081e-10,7.279587812457987e-11
0,F8-T4,7.00889771972222e-09,1.4119884481668651e-09,3.6526167799787517e-10,1.37646636117543e-10,4.7001973182703e-11
0,T4-T6,1.326528243500071e-08,1.7720004691592184e-09,2.983317757042652e-10,5.181832583671615e-11,2.0880665665407507e-11
0,T6-O2,4.221427639115082e-08,1.6956317836245228e-09,3.25174411387043e-10,1.243842214130806e-10,2.7597659946140774e-11
0,Fp1-F7,2.6627938081571703e-08,4.5983777005100244e-10,1.708626931020599e-10,2.320518952048972e-09,4.5743555686587e-10
0,F7-T3,2.1107316725532205e-08,3.2273148189013407e-10,2.036867825909233e-10,1.1765513775553818e-10,3.8827947654257194e-11
0,T3-T5,2.0496631070775622e-07,6.426342432379481e-10,6.191389868360012e-10,2.8167717245431623e-10,8.158918035246835e-11
0,T5-O1,1.0203311338897934e-07,1.9903955504426143e-09,4.381265792560912e-10,4.3869273511051665e-10,8.846543247906352e-11
0,Fz-Cz,9.574305452253134e-08,1.7536375441375098e-09,4.289126077739595e-10,1.6550579473769044e-10,2.2501765522283226e-11
0,Cz-Pz,6.389806894803475e-08,8.898242060846144e-10,3.6688661906323036e-10,9.24227121472438e-11,1.3647652012242969e-11
0,Fp2-F4,4.34652049267403e-09,9.413565050261095e-11,2.157856360795882e-10,4.755139563101075e-10,2.0874649418107494e-10
0,F4-C4,6.72462645717787e-07,5.495377389153093e-10,4.0494514179049457e-10,1.2209337421774037e-10,8.741960327746528e-11
0,C4-P4,2.8494644692452745e-07,8.084232600664463e-10,8.333332282426218e-10,7.584195971513001e-11,1.9507225198356408e-11
0,P4-O2,7.248642838255227e-08,1.800285924433933e-10,4.7006126434317295e-11,4.105111125514523e-11,1.571546802609203e-11
0,Fp1-F3,1.8328495928135015e-07,6.550989483589998e-11,1.608771092594921e-10,2.448554314119518e-09,4.985825072188525e-10
0,F3-C3,4.828088190655622e-07,1.5505780805905153e-10,2.278100087402566e-10,4.6059461474192265e-11,9.455669484922575e-12
0,C3-P3,1.8019821554916174e-07,3.273403146008945e-10,6.484577907301628e-10,5.016124934235709e-10,2.1548258308320593e-10
0,P3-O1,1.4279980616779767e-08,3.87721537962612e-10,6.056179734323028e-10,5.735053384301877e-10,2.342809651184835e-10
0,Fp2-F8,1.2647463090767085e-07,1.92201332803649e-10,3.78121849029769e-10,4.943961432758123e-10,2.1148616246315384e-10
0,F8-T4,9.171085436674584e-08,5.172479935839398e-10,2.3603118382247316e-10,1.870800330422672e-10,7.187267484910211e-11
0,T4-T6,1.076719227195343e-07,4.223514248020805e-10,3.9883426712690405e-10,6.876533285668451e-11,2.813884584052428e-11
0,T6-O2,6.190250396145784e-08,8.024031074814452e-10,3.5845067393579104e-10,1.0540130502570598e-10,3.601564898052177e-11
0,Fp1-F7,1.970450084607982e-08,1.0849592135807626e-10,3.8451980530388604e-10,2.79972024229542e-09,5.838981491464813e-10
0,F7-T3,1.3047264161964735e-07,3.0934800031873896e-10,5.888055426915221e-10,2.939172383954314e-10,9.398227512086833e-11
0,T3-T5,2.8446529806748555e-07,2.422194155606641e-10,4.865704019045899e-10,5.462955613178172e-10,1.4466633232694032e-10
0,T5-O1,4.897212442317463e-08,1.947959635616425e-10,4.568972834217661e-10,5.111411683090709e-10,1.5499035185088404e-10
0,Fz-Cz,3.6007131601619954e-07,7.339492081734444e-10,9.402493602208502e-10,4.94580523805532e-10,2.30686187289826e-10
0,Cz-Pz,6.456949905225336e-07,4.994504038863656e-10,4.778847091123232e-10,7.799897221928795e-11,1.9807257258188673e-11
0,Fp2-F4,1.5347485723589201e-09,1.376403667547239e-10,2.2615954542705915e-10,3.0935283569176643e-10,1.1103812174553745e-10
0,F4-C4,7.50815074859532e-08,1.2054811303459536e-10,4.577586628455829e-11,4.011204430784741e-11,9.600372686541251e-12
0,C4-P4,6.39230243926086e-08,4.466768837796037e-10,4.898870295246693e-11,2.4516075294133088e-11,6.5204778300216496e-12
0,P4-O2,3.4025549509888835e-08,5.268349679824102e-09,2.4110893963138866e-10,1.2172090538512826e-10,1.3847579967897645e-11
0,Fp1-F3,2.276874646896036e-07,6.910282415023513e-11,1.7327884485090464e-10,2.4754045960791426e-09,5.211108694517737e-10
0,F3-C3,8.496773782678046e-08,4.0596901655593196e-11,3.022330626132352e-11,1.4659709227634503e-11,4.497545844754314e-12
0,C3-P3,5.192351527538902e-08,5.7385763765360376e-11,3.548910455501644e-11,2.620180892903198e-11,5.816394260190196e-12
0,P3-O1,1.8293779143214214e-08,6.65221740209311e-10,1.2142722191391433e-10,6.211515488879984e-11,9.76088286878234e-12
0,Fp2-F8,4.097173591694293e-08,1.027537551333952e-10,2.088983445276594e-10,3.433329359250728e-10,1.1802311078876965e-10
0,F8-T4,6.003315405370484e-09,2.319882549141412e-10,1.5307839855470731e-10,1.2188110151943642e-10,3.367970172652334e-11
0,T4-T6,1.630354621831294e-08,2.8258708299156245e-10,4.193064606884935e-11,4.1460109108534164e-11,1.7527303234271386e-11
0,T6-O2,4.6125036680882494e-08,3.808916667936019e-09,2.518218202715106e-10,1.3037943594074934e-10,2.3455285984133728e-11
0,Fp1-F7,7.898882462184543e-08,9.092714821487376e-11,2.0531242298366207e-10,2.5697627462040124e-09,5.501194306546953e-10
0,F7-T3,1.5681411636126146e-08,3.2206694239658744e-11,9.072893622686988e-11,6.620316887909559e-11,3.555497417775115e-11
0,T3-T5,3.7419529726592915e-08,7.811083044464982e-11,2.958185455681721e-10,4.3898648402410943e-10,8.774664905807858e-11
0,T5-O1,3.555659380213252e-08,3.1117023489085216e-10,2.9993201015072743e-10,4.245288310600564e-10,7.021845586693815e-11
0,Fz-Cz,7.451844238715849e-08,1.5505598272933518e-10,2.5465446305768475e-11,3.8786181238496277e-11,9.501978820207692e-12
0,Cz-Pz,1.3549122958878485e-07,6.9366543762842e-11,3.235325011718402e-11,3.387438158150532e-11,5.965461652500665e-12
0,Fp2-F4,3.4617807637919337e-09,1.08031720218281e-10,2.3743892636903445e-10,2.36452026494714e-10,1.1587914318013416e-10
0,F4-C4,1.3064221572805776e-09,6.294656168045056e-11,3.487262075058974e-11,2.8684173745710915e-11,7.632421126191429e-12
0,C4-P4,3.060129894598737e-08,3.365563442040441e-10,1.299703568139518e-10,2.3630861164351385e-11,5.2926456720340066e-12
0,P4-O2,2.6149919313157414e-08,3.3231272911913963e-10,1.471840296027524e-10,6.882484284165318e-11,1.2038579833769521e-11
0,Fp1-F3,2.4229721170515174e-07,3.912978070704511e-11,1.4640112538362194e-10,2.489229152682482e-09,5.172267785768753e-10
0,F3-C3,9.862668909167291e-09,4.6038090223923207e-11,2.3011625914830293e-11,1.3913861556231171e-11,5.8025076436714305e-12
0,C3-P3,3.032220157760295e-08,4.1199639491916474e-11,5.279306411942292e-11,2.4077439403502962e-11,7.599594008809292e-12
0,P3-O1,9.59107485009392e-08,3.537152998016429e-10,1.740824791671667e-10,7.46304239944055e-11,1.6286561888457856e-11
0,Fp2-F8,2.9314295406534328e-08,1.8561743717190673e-10,3.470114236400739e-10,2.7425326110691676e-10,1.0465191958089132e-10
0,F8-T4,1.2383703189480057e-09,6.644727836762763e-11,9.522990046901871e-11,1.0631577119235415e-10,5.0711469478176704e-11
0,T4-T6,1.7798285519262828e-08,9.063453959903763e-11,6.206711959464066e-11,4.728476579946337e-11,1.5287473530294096e-11
0,T6-O2,3.845091401120316e-08,7.665535781947688e-10,2.642284559825129e-10,1.0430760401043798e-10,2.282423503918354e-11
0,Fp1-F7,8.076794374746194e-08,5.6701879181945757e-11,1.504682094957144e-10,2.4990213440682373e-09,5.344196361397645e-10
0,F7-T3,5.532613440394183e-10,7.410988545233255e-11,1.1587695573688793e-10,9.221816720674696e-11,3.6683129435691577e-11
0,T3-T5,3.615425782311577e-08,2.6714230360717907e-10,3.815572233110654e-10,4.308761472841851e-10,1.0686231874354483e-10
0,T5-O1,6.603293125168628e-08,6.505038184312532e-10,3.006637260819743e-10,4.198331549671503e-10,7.835892643167089e-11
0,Fz-Cz,9.038093885885125e-09,1.0317623707718972e-10,7.43179376451528e-11,3.7127323696762475e-11,1.0779837041922184e-11
0,Cz-Pz,4.294801184354221e-08,1.9729106672423044e-10,9.885823072103427e-11,3.2501646415600605e-11,9.803456182755272e-12
0,Fp2-F4,7.777422333428299e-09,1.8660553519282338e-10,1.8470398441841633e-10,2.2987869739342176e-10,8.89713319767268e-11
0,F4-C4,3.035798165002823e-08,6.751753355071244e-10,6.506818890999367e-11,2.2727304153387422e-11,8.114800570882896e-12
0,C4-P4,2.5843959513405995e-08,2.453210644532117e-10,5.496267243903174e-11,1.1456094584872065e-11,5.441717510661457e-12
0,P4-O2,3.305579895458227e-08,6.571627873745394e-10,8.510960839432153e-11,5.42914421919584e-11,1.269945935228057e-11
0,Fp1-F3,2.405010460394319e-07,4.557252461091506e-11,1.7469458509334472e-10,2.519820999130765e-09,4.877664650953033e-10
0,F3-C3,3.958939802496946e-08,1.2061395667397021e-10,3.9890601536509043e-11,1.7528869084386655e-11,3.961660807556047e-12
0,C3-P3,3.1374292090123254e-08,8.816927858277405e-11,1.9067113091855783e-11,1.5932530815837123e-11,5.510599276095682e-12
0,P3-O1,9.31624356403088e-08,2.999104190604696e-10,1.687418379590436e-10,6.237875427544459e-11,1.6171273697446063e-11
0,Fp2-F8,2.9593965033166256e-08,7.590110243372765e-11,2.0533872536093012e-10,3.3597941321192647e-10,1.1446620282198338e-10
0,F8-T4,1.0752272364796065e-09,9.938614672701994e-11,1.5886779754058458e-10,1.0730572762381546e-10,3.14563870994724e-11
0,T4-T6,2.6995142815693146e-09,1.2254527080634753e-10,3.729806716984009e-11,3.8878187590152996e-11,9.606525034511436e-12
0,T6-O2,3.2611535186089296e-08,7.173650894920621e-10,3.2232550584128993e-10,1.2240088301837523e-10,2.7626685438847147e-11
0,Fp1-F7,7.542980905995321e-08,8.147439863746164e-11,2.2183063984506807e-10,2.5664747127284828e-09,4.871129622260486e-10
0,F7-T3,2.361322437316434e-09,1.117105650281573e-10,8.715317077151214e-11,8.219168949742951e-11,3.3627610448384406e-11
0,T3-T5,1.4715669044079822e-09,2.034023281566398e-10,1.9045745600615778e-10,2.7054025398735337e-10,9.258737830984645e-11
0,T5-O1,2.210383827957923e-08,2.3781581039244406e-10,4.0594463865652984e-10,3.2922185921170193e-10,1.0200858062390385e-10
0,Fz-Cz,1.527922288608906e-08,2.1741293468062644e-10,9.159570677906824e-11,3.6731177346909306e-11,1.1054322673859475e-11
0,Cz-Pz,1.5040269103266386e-08,3.472074267634226e-10,3.561168705420822e-11,2.8646529302612743e-11,8.188901116393907e-12
0,Fp2-F4,1.6474993384009925e-08,1.926685273485537e-10,1.7688145233399283e-10,2.571712638523451e-10,8.097972132390529e-11
0,F4-C4,7.39291047195382e-08,4.674031099109743e-10,1.2475869891994458e-10,4.604872626842459e-11,1.0607636571784096e-11
0,C4-P4,7.651346725347391e-09,4.443224024254848e-10,2.9276526974782274e-11,1.77548324643625e-11,4.405750550499223e-12
0,P4-O2,1.3532964218183167e-07,5.757004763492455e-11,2.8459445307912494e-11,3.8774336937709676e-11,1.130920138745894e-11
0,Fp1-F3,2.594640948302985e-07,1.4431168514621862e-10,1.373780512147936e-10,2.420814648145733e-09,5.155689441743766e-10
