label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
0,Fp2-F4,2.4165915520602555e-08,1.1192639642954628e-10,7.080529304184226e-11,1.1104909219271455e-10,2.4271655248236617e-11
0,F4-C4,4.305018553881936e-08,1.0300264396976003e-10,8.343819159328119e-11,4.469474433927385e-11,1.090620351093546e-11
0,C4-P4,3.510003417923797e-08,4.163061509015039e-10,1.4194685135232286e-10,1.0951342635176563e-10,1.8403019232489522e-11
0,P4-O2,2.1549535126445894e-08,3.4345358977331974e-10,2.432750883389275e-10,2.460096046382078e-10,4.553173545183793e-11
0,Fp1-F3,1.2406192089597104e-08,1.0857588105716898e-10,1.2861291734595248e-10,1.2158307446467066e-10,3.8526489953942775e-11
0,F3-C3,2.7823504524843418e-08,7.054595838737337e-10,2.872855931632539e-10,8.959789078193006e-11,1.386957305494109e-11
0,C3-P3,3.507371215295442e-08,3.518920704354459e-10,6.028978258436373e-11,4.4338564535879186e-10,9.001445593921353e-11
0,P3-O1,1.85561802225373e-08,5.995395862637874e-10,7.577917585806848e-11,2.8399836095472772e-11,6.722231829517699e-12
0,Fp2-F8,1.410243589458242e-08,6.756183005615102e-11,8.451554911127465e-11,3.312256924180785e-10,7.153249876907484e-11
0,F8-T4,2.1942027078779594e-08,9.931164259524339e-11,4.392808496947436e-10,4.220099344857346e-10,1.082833676512097e-10
0,T4-T6,2.5329036867464156e-08,2.860119471507679e-10,4.3936538384002573e-10,4.130171896216689e-10,1.398363453891275e-10
0,T6-O2,6.145832885559663e-08,5.347233600695426e-10,5.060079660238628e-10,2.203480813290995e-10,2.7335160258924887e-11
0,Fp1-F7,1.5560591215592608e-08,1.5758171673023832e-10,1.519916937879751e-10,1.9401996420159001e-10,4.436656425652655e-11
0,F7-T3,9.595224206138686e-09,6.327964794033597e-11,7.508782259532065e-11,8.885609669220733e-11,1.8500704938300547e-11
0,T3-T5,2.0818393840793823e-08,8.679692599862079e-10,1.8901731680660422e-10,9.505786503751482e-11,1.0288719709833042e-11
0,T5-O1,2.4172389261803737e-08,5.981755239227176e-10,1.348458642754427e-10,1.518738180565949e-10,3.498517753848173e-11
0,Fz-Cz,4.591513689383733e-08,4.4819224843315125e-10,3.6714942355181886e-10,1.6292290779656733e-10,2.5086118340240604e-11
0,Cz-Pz,8.347815981194773e-08,4.667110901707938e-10,1.6339976436138716e-10,8.425206428315639e-11,1.4179915262888519e-11
0,Fp2-F4,7.535787300790924e-09,2.3153368549046873e-10,7.345775031153234e-11,7.036358642293054e-11,2.0601022160855597e-11
0,F4-C4,2.8130814448288587e-08,1.9319640380879194e-10,3.4523861588674134e-11,3.14333651482099e-11,9.164145661778878e-12
0,C4-P4,1.2509094194019355e-08,1.582012532628611e-10,4.6274056033422835e-11,6.981411787665069e-11,1.8270056786604287e-11
0,P4-O2,1.3275279673787546e-08,3.406475529707878e-10,3.74558032202177e-11,6.550128058375639e-11,1.747062511801273e-11
0,Fp1-F3,1.3153131324398026e-08,1.5718251755246844e-10,4.296875734643253e-11,8.71712261859786e-11,2.9991151283145594e-11
0,F3-C3,2.1616651495110066e-08,3.9506528911407206e-10,5.210965013513722e-11,4.603273022832295e-11,1.2988194367622745e-11
0,C3-P3,4.914407044516386e-08,1.1552102943643017e-10,3.6352786190999256e-11,4.0575387162608276e-10,8.062985811856837e-11
0,P3-O1,8.734539370475901e-09,2.60240115680723e-10,5.468585727343635e-11,1.9604431863364295e-11,6.862765058130883e-12
0,Fp2-F8,5.119994184845543e-09,3.123962746870569e-11,3.346791616880089e-11,3.0653719273172556e-10,7.089918924834097e-11
0,F8-T4,5.568996769175311e-09,8.255845848606023e-11,1.4161799493223368e-10,3.1090538855995983e-10,7.681685593697248e-11
0,T4-T6,2.5277317720412114e-09,6.324371586983464e-11,9.162066409147467e-11,2.2445672496233555e-10,6.475878449738766e-11
0,T6-O2,4.887062568871153e-08,2.78522389980743e-10,8.40104770863196e-11,3.48886599968585e-11,6.84825305275284e-12
0,Fp1-F7,4.277287896097315e-08,3.784530281444156e-11,2.976311543338104e-11,1.4062080156929836e-10,3.7736894362963125e-11
0,F7-T3,7.054839093436175e-09,8.204585928621699e-11,1.7675719608136525e-11,4.328104802488308e-11,1.1391522542917493e-11
0,T3-T5,1.4730038572466995e-08,2.1620331787588977e-10,7.991187376651948e-11,4.5679318672878e-11,9.392744212736824e-12
0,T5-O1,1.342027446520022e-07,4.867074181742123e-10,7.794855640037517e-11,1.393518710504392e-10,2.7488800196221348e-11
0,Fz-Cz,1.7042807841175804e-08,1.366853784708828e-09,1.1322710228752094e-10,2.5452676942329237e-11,9.160324898201345e-12
0,Cz-Pz,5.016897634995309e-08,5.027231383241592e-10,6.971024132743133e-11,2.7879325540768928e-11,8.395900268748066e-12
0,Fp2-F4,3.4908710569452614e-09,1.0759746667443407e-10,5.82435368419579e-11,8.758949461529398e-11,2.1879593705092794e-11
0,F4-C4,2.3983103576733332e-08,1.0079170204530363e-10,5.309792494674948e-11,3.457598144121875e-11,1.0571231157159814e-11
0,C4-P4,1.721337768430053e-08,2.2639470347383443e-10,4.956914463258348e-11,6.205733418244151e-11,1.5941762939181845e-11
0,P4-O2,4.877066764573652e-08,2.1326117899840024e-09,4.4127713312030315e-10,7.420386887043755e-11,1.2231969303493932e-11
0,Fp1-F3,5.377156317307162e-08,1.3378977448996864e-10,6.848227786024515e-11,1.0276443802192383e-10,3.009863211212994e-11
0,F3-C3,3.103711398872226e-08,1.1148558207258523e-10,4.8729649906316304e-11,4.6868531172902656e-11,9.417898342368724e-12
0,C3-P3,7.391682224241603e-08,2.226597643588196e-10,3.7226081926939244e-11,3.885003064958362e-10,8.486921944896402e-11
0,P3-O1,2.8334225124989515e-08,3.0689647431585867e-10,6.771360425106285e-11,2.019348804033478e-11,6.8103760411255565e-12
0,Fp2-F8,1.578743077324699e-09,3.4386819930167516e-11,5.062178891370943e-11,2.8288271816611833e-10,5.4526368195112786e-11
0,F8-T4,5.73807519918129e-09,4.421257887098357e-11,8.082641334964778e-11,2.9433561737889586e-10,5.8183340383494175e-11
0,T4-T6,3.0428878728520748e-09,2.520912867618744e-10,1.1981990994008495e-10,2.3616413035034447e-10,5.886675656355225e-11
0,T6-O2,8.61376402328191e-08,2.012096147110431e-09,5.128129172042543e-10,6.576311530043362e-11,8.62058220016986e-12
0,Fp1-F7,7.61711738939965e-09,4.1785999581861645e-11,5.7613200568752136e-11,1.4820310928287493e-10,4.452668749213857e-11
0,F7-T3,7.349322485161244e-09,3.1892246310434095e-11,4.3176397348179346e-11,4.845688110058195e-11,1.556966165342224e-11
