label,channel,dwt_A4,dwt_D4,dwt_D3,dwt_D2,dwt_D1
1,Fp2-F4,3.5755982991062675e-07,2.6138184982542518e-09,6.587353587800921e-09,5.865684521586136e-09,2.513853694410809e-09
1,F4-C4,4.568173565398296e-07,4.716400762674731e-09,1.9022106726997017e-09,1.1212194156253274e-09,4.46551129041696e-10
1,C4-P4,8.071447796929985e-08,1.3614694037124175e-09,4.436149936246878e-10,1.3005857942541067e-10,1.2738106956678896e-10
1,P4-O2,7.60159704834401e-07,4.3006576410801376e-09,1.2446409468788511e-09,5.63366702788789e-10,8.571108576761445e-11
1,Fp1-F3,1.921128422201546e-07,6.403221691986716e-10,3.165359466836614e-09,1.928695572698238e-09,1.4103653762526084e-09
1,F3-C3,8.317222689709009e-07,4.8663232365749315e-09,1.5323130307210353e-09,1.4132117428506906e-09,1.1776136893054186e-09
1,C3-P3,3.437282440407816e-07,7.54728401208259e-09,9.03128024068259e-10,2.5674105332977074e-10,9.266202197170689e-11
1,P3-O1,7.404604690092041e-08,5.644577408668882e-09,1.8255353659361522e-09,2.152810384775932e-10,6.575384529337736e-11
1,Fp2-F8,2.7182488776307147e-08,2.8246414008016856e-09,5.025919705326915e-09,4.57138442125934e-09,2.5108460641387292e-09
1,F8-T4,3.704638699718602e-08,1.4682400402150989e-09,5.5668578146693e-10,2.34845765229076e-10,2.8877574951417646e-10
1,T4-T6,8.118486601367707e-08,2.9002447825556317e-09,4.884122705014604e-10,2.3893653148187665e-10,1.2283872895450108e-10
1,T6-O2,5.370763471986441e-07,5.1561409198003566e-09,1.2066022223647285e-09,5.879782933705275e-10,1.0029960505939226e-10
1,Fp1-F7,1.0454762947523007e-06,4.980405001442991e-09,2.611729261667672e-09,2.266277380692652e-09,6.653362897678337e-10
1,F7-T3,4.6563981000971666e-07,1.0585982128048478e-08,2.4926780139682374e-09,1.7769720146886448e-09,1.1195415319328999e-09
1,T3-T5,2.3777680112501755e-07,3.318405940946928e-08,7.714916965974152e-09,2.0186866784812582e-09,9.96474090168549e-10
1,T5-O1,1.9444017935874712e-07,1.3564488435351104e-08,2.274647612324721e-09,5.439256854263706e-10,5.637007970439932e-11
1,Fz-Cz,1.3219595408743576e-07,3.3377500532835555e-09,9.227073610110086e-10,2.0691990001612758e-10,9.175581714257759e-11
1,Cz-Pz,2.5039333031397533e-07,2.427016341117041e-09,4.894545346449962e-10,2.6618585733427363e-10,5.325607142609193e-11
1,Fp2-F4,7.205481695166662e-08,3.4528926703452074e-09,3.0752285346340137e-09,3.930368064175931e-09,3.82325270775726e-09
1,F4-C4,2.3106432461389731e-07,3.812872561762363e-09,6.452046513495358e-10,4.063197929451007e-10,3.749550198901586e-10
1,C4-P4,5.895874171004192e-07,2.253514083998312e-09,8.281894881795759e-10,1.1669041159421096e-10,1.2184205338675148e-10
1,P4-O2,9.153885810601605e-07,2.9269908528151697e-09,1.958667407251711e-09,1.5314273682258852e-10,2.4727381627753886e-11
1,Fp1-F3,1.0125960637116852e-07,1.680360003182498e-09,1.7681087191278513e-09,1.7304030924564703e-09,1.4388080435181764e-09
1,F3-C3,8.249266862673735e-07,5.544135006286805e-09,3.433274543613762e-09,1.1653318495139296e-09,8.599165778635875e-10
1,C3-P3,2.3167670285625205e-07,4.967892835966826e-09,2.877302370141049e-09,2.302253250006776e-10,5.6169499707453366e-11
1,P3-O1,1.5872197004521145e-07,8.327708163993691e-09,3.433226215982117e-09,2.712806685636227e-10,5.119639542523872e-11
1,Fp2-F8,3.6915153845257244e-08,3.123656129991918e-09,2.424753380602003e-09,3.910338197239906e-09,4.017569865513204e-09
1,F8-T4,3.446307990290876e-08,6.23431674463593e-10,3.91337043179215e-10,2.1444612519358407e-10,2.4064852278800627e-10
1,T4-T6,7.241471687368414e-07,1.8449498178472488e-09,7.926619335692813e-10,1.7501138532166926e-10,9.236419059669664e-11
1,T6-O2,3.7703723996465494e-07,9.9863726342561e-09,1.9155333824768233e-09,3.894182575475079e-10,4.006989005149039e-11
1,Fp1-F7,1.1095315303458276e-06,3.1712654950933013e-09,2.090216040891908e-09,9.744594592321072e-10,5.812563104543257e-10
1,F7-T3,1.1226944207591486e-06,6.054848831535934e-09,3.647785041738419e-09,1.4362036023258927e-09,8.265256473200129e-10
1,T3-T5,2.8284485032053646e-07,3.4272271230381634e-08,1.8497034566674337e-08,2.0809816940714027e-09,8.394145493043278e-10
1,T5-O1,9.008757761625005e-08,5.960584244834648e-09,2.7319382922080457e-09,3.4731491306084544e-10,4.9597825305167007e-11
