label,channel,imf1_var,imf1_energy,imf2_var,imf2_energy,imf3_var,imf3_energy
0,Fp2-F4,1.302151297626957e-10,3.337132847556227e-08,8.117430477830907e-11,3.989060420837781e-08,0.0,0.0
0,F4-C4,7.358166345629012e-11,1.883763784543228e-08,8.972041231877733e-11,4.0242652972290876e-08,0.0,0.0
0,C4-P4,2.7673019227748137e-13,7.094300650229509e-11,4.1153541194318093e-11,1.387714530147187e-08,0.0,0.0
0,P4-O2,1.6688317822314515e-12,4.272665204463699e-10,2.8804785813966825e-11,9.538004121203009e-09,0.0,0.0
0,Fp1-F3,5.036567793245878e-11,1.2893806735811973e-08,7.48552642548073e-11,2.878801037510369e-08,0.0,0.0
0,F3-C3,1.839143317533702e-11,4.716085171280635e-09,1.2413053845642454e-10,5.175798403013075e-08,0.0,0.0
0,C3-P3,6.21528460670685e-13,1.591174006029517e-10,1.0440691438024861e-10,2.3718085130984394e-07,0.0,0.0
0,P3-O1,1.2114536958879476e-12,3.1013893957085235e-10,1.8167901052964827e-11,5.296576516584497e-08,0.0,0.0
0,Fp2-F8,4.728388291824649e-11,1.210573210867847e-08,4.228911813021536e-11,5.7570168952509506e-08,0.0,0.0
0,F8-T4,6.372964775030159e-11,1.6326147991457392e-08,4.787729298171042e-11,3.460550695617646e-08,0.0,0.0
0,T4-T6,5.439513722806795e-11,1.3925218846026603e-08,4.267917162519853e-11,4.110443380469074e-08,0.0,0.0
0,T6-O2,8.259092456085007e-13,2.1147104897138115e-10,6.046191907169704e-12,3.303153091499623e-08,0.0,0.0
0,Fp1-F7,4.380363751840778e-11,1.123195700603965e-08,5.2062155489751994e-11,1.2713581531764254e-07,0.0,0.0
0,F7-T3,1.0563790238676525e-10,2.7054434097461147e-08,7.198109091312454e-11,2.7970368799531237e-08,0.0,0.0
0,T3-T5,8.120544545305746e-11,2.0794368093313033e-08,6.11287698707241e-11,5.983002073675527e-08,0.0,0.0
0,T5-O1,6.94970065043927e-13,1.7837171322506677e-10,2.266733808967481e-11,7.011611853067035e-09,0.0,0.0
0,Fz-Cz,6.976796792542005e-13,1.7867708175962484e-10,1.4633900584294758e-10,5.419617782485494e-08,0.0,0.0
