label,channel,imf1_var,imf1_energy,imf2_var,imf2_energy,imf3_var,imf3_energy
1,Fp2-F4,1.2287232887658855e-11,3.1741149543536876e-09,2.8398161131210813e-10,4.604607197503168e-07,0.0,0.0
1,F4-C4,9.27752953252251e-12,2.375125338858374e-09,1.0209405353566682e-08,3.478234608523238e-06,0.0,0.0
1,C4-P4,4.605363996083432e-11,1.1796544032954356e-08,2.5725353602362782e-09,8.676771885427928e-07,0.0,0.0
1,P4-O2,7.717220544112251e-12,1.9774162451833116e-09,8.51124878397514e-10,3.5459497295084397e-07,0.0,0.0
1,Fp1-F3,2.7357922357680492e-11,7.0067720609102364e-09,1.1556348944094565e-10,5.1609770505862406e-08,0.0,0.0
1,F3-C3,1.946929413623795e-12,4.985117008410821e-10,8.541845988215652e-11,1.0524441286739058e-07,0.0,0.0
1,C3-P3,8.089109017588073e-13,2.0719728750593074e-10,9.60496546934752e-11,6.46678502061425e-08,0.0,0.0
1,P3-O1,6.131779540688377e-12,1.572623536381288e-09,9.83544426630704e-11,9.234208710558008e-08,0.0,0.0
1,Fp2-F8,3.1817314205069454e-11,8.15780936391552e-09,2.1360675263269702e-10,1.3971036708313796e-07,0.0,0.0
1,F8-T4,6.501203798232777e-11,1.6668587842114517e-08,2.37512192018716e-09,6.510695036439222e-07,0.0,0.0
1,T4-T6,4.5113673762935466e-11,1.1550364555963195e-08,5.796790225738864e-10,4.219322141895534e-07,0.0,0.0
1,T6-O2,3.7535994773997166e-11,9.609906636785094e-09,3.496935383238987e-10,1.7417835010989404e-07,0.0,0.0
1,Fp1-F7,1.8702403144756958e-11,4.787913628804242e-09,1.1545668056324149e-10,1.1015504051523678e-07,0.0,0.0
1,F7-T3,1.6825128902719435e-11,4.312561851767058e-09,5.0124036325839336e-11,1.1671166073262673e-07,0.0,0.0
1,T3-T5,5.387774718149736e-11,1.3793884097237826e-08,8.210939518589799e-11,8.944545685038784e-08,0.0,0.0
1,T5-O1,4.9083790830726985e-11,1.2566257640859275e-08,1.7544907484709674e-10,4.543761311939894e-08,0.0,0.0
1,Fz-Cz,1.7764801859100236e-12,4.547812393380753e-10,7.686203682074783e-10,2.1719484469573526e-07,0.0,0.0
1,Cz-Pz,8.722250662567437e-13,2.237985740253565e-10,8.912383784791696e-10,2.2828456437342661e-07,0.0,0.0
1,Fp2-F4,5.8829282710587975e-12,1.5061258659958853e-09,4.815714808541674e-10,1.3118995981134206e-07,0.0,0.0
1,F4-C4,1.0154226411341062e-10,2.6680834124885845e-08,8.450628386401599e-09,1.259170899503357e-05,0.0,0.0
1,C4-P4,1.870832000584175e-12,4.789351468498486e-10,4.234022124432204e-09,2.657414453210487e-06,0.0,0.0
1,P4-O2,8.55586851726243e-12,2.1910936003177077e-09,8.650591992168956e-10,7.84061942392462e-07,0.0,0.0
1,Fp1-F3,1.710977844361917e-11,4.383536457940671e-09,3.8378513604539594e-10,9.836766771697716e-08,0.0,0.0
1,F3-C3,1.83848826631603e-12,4.70782431063808e-10,1.418877328978563e-10,5.4558400122756044e-08,0.0,0.0
1,C3-P3,1.5768152623121858e-12,4.040761297730984e-10,8.448480243443287e-11,8.747547156447003e-08,0.0,0.0
1,P3-O1,5.504599218870608e-12,1.4094570017538662e-09,1.6119845367790822e-10,8.203303277692124e-08,0.0,0.0
1,Fp2-F8,2.8828819974861545e-11,7.3894638405097815e-09,4.201667680704525e-10,2.577124186238292e-07,0.0,0.0
1,F8-T4,5.224477576615031e-11,1.3406198291879439e-08,2.1602691348840557e-09,3.6976122526813626e-06,0.0,0.0
1,T4-T6,4.826782225162627e-11,1.2381301882234326e-08,7.176755169635391e-10,4.147824202493488e-07,0.0,0.0
1,T6-O2,4.203873425551808e-11,1.076191639741328e-08,4.072414651952796e-10,4.223760276399662e-07,0.0,0.0
1,Fp1-F7,1.1865072741637541e-11,3.0377193783146107e-09,2.693407116243122e-10,8.657276644147634e-08,0.0,0.0
1,F7-T3,1.7696345782716935e-11,4.537646351082186e-09,3.777858365350352e-11,1.2470873016788342e-08,0.0,0.0
1,T3-T5,4.6345266057613047e-11,1.1865363193946786e-08,9.3984258756414e-11,4.813678283270322e-08,0.0,0.0
1,T5-O1,3.843784346938908e-11,9.840641583682638e-09,2.2820285470045926e-10,1.9177701938643843e-07,0.0,0.0
1,Fz-Cz,6.723461699688817e-13,1.7226926590154174e-10,1.218275966578738e-09,3.8248903121381754e-07,0.0,0.0
1,Cz-Pz,3.0243960436989897e-12,7.752475418906565e-10,8.232143831974704e-10,3.1892611553417106e-07,0.0,0.0
1,Fp2-F4,7.529653172430166e-12,1.9288294924140206e-09,4.770919415845057e-10,1.2264523409115763e-07,0.0,0.0
1,F4-C4,2.1850720478805384e-12,5.599873255156707e-10,1.5959436600027473e-08,7.88375420135619e-06,0.0,0.0
1,C4-P4,1.3743432493563317e-12,3.521463985815581e-10,5.547926287402632e-09,1.6091931967171223e-06,0.0,0.0
1,P4-O2,6.620368258948346e-12,1.6948415097384412e-09,1.6897033766625754e-09,9.039707950967272e-07,0.0,0.0
1,Fp1-F3,3.147071336888237e-11,8.056939149611447e-09,3.871345753044984e-10,1.1742409388115505e-07,0.0,0.0
1,F3-C3,3.62272937747085e-12,9.274236704128509e-10,4.072518704165187e-10,1.0453235086436589e-07,0.0,0.0
1,C3-P3,8.011204370490989e-13,2.050904635280591e-10,2.899897582940995e-10,1.6593337859347083e-07,0.0,0.0
1,P3-O1,3.176301487347239e-12,8.133609084725668e-10,1.0519687418490602e-10,5.044965116254498e-08,0.0,0.0
1,Fp2-F8,3.602198966476493e-11,9.221661402777947e-09,8.742321770570285e-10,2.6994984459268316e-07,0.0,0.0
1,F8-T4,5.957802096627433e-11,1.53153640924553e-08,4.010100652075064e-09,1.932678160300078e-06,0.0,0.0
1,T4-T6,4.368038054152866e-11,1.122606052761225e-08,1.1240079366999837e-09,2.9825905693109423e-07,0.0,0.0
1,T6-O2,3.81969719377194e-11,9.7827748933498e-09,5.592364001513926e-10,3.1386806901509924e-07,0.0,0.0
1,Fp1-F7,3.302614831572977e-11,8.464666578966027e-09,1.047092598348452e-10,4.124666911070991e-08,0.0,0.0
1,F7-T3,1.1688950703756577e-11,3.0000157922797803e-09,1.6421952729763408e-10,4.204159931862183e-08,0.0,0.0
1,T3-T5,4.7850922885403365e-11,1.2256396190436745e-08,1.885138429906669e-10,5.10818103941249e-08,0.0,0.0
1,T5-O1,4.089241205397132e-11,1.0502192445685935e-08,2.456772994105865e-10,1.0506008150598359e-07,0.0,0.0
1,Fz-Cz,1.55297025041222e-12,3.983221652619911e-10,1.703855314672835e-09,4.712921044209344e-07,0.0,0.0
1,Cz-Pz,6.22118737302211e-13,1.6057461139972526e-10,1.5244582108818875e-09,6.755077670802259e-07,0.0,0.0
1,Fp2-F4,1.1418197633859715e-11,2.925960822702955e-09,5.435842818666051e-10,1.4732542669999754e-07,0.0,0.0
1,F4-C4,1.622041692419066e-11,4.1534441123016375e-09,1.2456700390837786e-08,4.934693036466586e-06,0.0,0.0
1,C4-P4,1.3834328203340365e-11,3.5417167078780787e-09,4.308267588721035e-09,1.1029732089755512e-06,0.0,0.0
1,P4-O2,6.612945963026057e-12,1.6933257131351077e-09,2.0349826551595266e-09,5.498278827653391e-07,0.0,0.0
1,Fp1-F3,2.2462462387995266e-11,5.751195346848404e-09,3.684117173925104e-10,2.1992194428879671e-07,0.0,0.0
1,F3-C3,3.026933536570876e-12,7.750392453273291e-10,1.1184821811380529e-10,3.3453542325406946e-08,0.0,0.0
1,C3-P3,7.134600141215302e-13,1.8280890636866198e-10,1.0937776473859881e-10,2.139342670694767e-07,0.0,0.0
1,P3-O1,5.8806456609636484e-12,1.5140167931769963e-09,1.8808239505325612e-10,1.0260784374641895e-07,0.0,0.0
1,Fp2-F8,3.5837723222871576e-11,9.174902068405259e-09,3.719190683533005e-10,1.6402701696388913e-07,0.0,0.0
1,F8-T4,6.939029309931589e-11,1.7767343175055396e-08,1.5186662941847025e-09,8.350015757795576e-07,0.0,0.0
1,T4-T6,6.091036616261132e-11,1.559429117203004e-08,8.819279647178671e-10,2.2841029754290268e-07,0.0,0.0
1,T6-O2,4.102584064273423e-11,1.0518130154152645e-08,4.890648104423382e-10,1.892821434332249e-07,0.0,0.0
1,Fp1-F7,2.0533644710513892e-11,5.258570995151271e-09,1.8707937530431323e-10,9.452139902463777e-08,0.0,0.0
1,F7-T3,1.5105386280077015e-11,3.867036270341969e-09,3.8810789244357343e-11,2.2923610621037128e-08,0.0,0.0
1,T3-T5,5.891130295633217e-11,1.5081562218995354e-08,7.323395205944396e-11,6.608361570264638e-08,0.0,0.0
1,T5-O1,4.550072460280467e-11,1.1658950657392947e-08,1.202017628873571e-10,1.0281143665923068e-07,0.0,0.0
1,Fz-Cz,3.3009656236277915e-12,8.502035668584878e-10,2.669236356016053e-09,6.890624592281277e-07,0.0,0.0
