label,channel,imf1_var,imf1_energy,imf2_var,imf2_energy,imf3_var,imf3_energy
0,Fp2-F4,6.110498324443375e-13,1.5687794063257335e-10,7.239179649459261e-11,2.3057359967290468e-08,0.0,0.0
0,F4-C4,1.2464486945176877e-12,3.19606511911016e-10,1.4053895355090888e-10,9.804016030594103e-08,0.0,0.0
0,C4-P4,4.729223070001313e-13,1.2114658973067589e-10,4.238101674499252e-11,2.87153058284848e-08,0.0,0.0
0,P4-O2,6.018602586559919e-13,1.5441895823504417e-10,1.5748480708267156e-10,5.587644385401781e-08,0.0,0.0
0,Fp1-F3,1.0722745663266616e-12,2.749281554628394e-10,6.069739347101417e-11,3.554519404316727e-08,0.0,0.0
0,F3-C3,3.824035637704293e-13,9.790939295831368e-11,7.697755233851845e-11,1.1088074291295103e-07,0.0,0.0
0,C3-P3,5.223889699731745e-13,1.3380565535664673e-10,1.5790821450448835e-10,4.937831980829874e-08,0.0,0.0
0,P3-O1,5.509754728870713e-12,1.4142741247773023e-09,1.0097063840493948e-10,3.7236510106279686e-08,0.0,0.0
0,Fp2-F8,6.547902434175429e-13,1.6765090194618037e-10,1.0369678442729583e-10,2.6925489722025507e-08,0.0,0.0
0,F8-T4,5.845663265894845e-12,1.5055724856614509e-09,6.478824058172951e-11,8.869534489992637e-08,0.0,0.0
0,T4-T6,6.377321648610836e-12,1.6556778456847701e-09,1.5532549625753892e-10,6.412590654252327e-08,0.0,0.0
0,T6-O2,3.4169666788165735e-13,8.839524791563548e-11,2.1598770490545677e-11,5.540606676560871e-09,0.0,0.0
0,Fp1-F7,8.179241076339002e-13,2.1050637100301656e-10,7.015622931794187e-11,9.214714475893001e-08,0.0,0.0
0,F7-T3,3.08417481901049e-12,8.000418237459603e-10,3.692547117858273e-10,3.4764106423850955e-07,0.0,0.0
0,T3-T5,2.4855899000647698e-12,6.365844502415324e-10,6.841498859039164e-11,2.2444850787223897e-08,0.0,0.0
0,T5-O1,7.043625736251957e-12,1.8133576266486155e-09,1.585526514695468e-10,1.1249108315546949e-07,0.0,0.0
0,Fz-Cz,7.300112693096656e-13,1.8737288388596408e-10,1.4564954242987927e-10,6.341171342149587e-08,0.0,0.0
0,Cz-Pz,2.6643638892522605e-12,6.88378259794757e-10,2.413182025491781e-10,2.5557771439911915e-07,0.0,0.0
0,Fp2-F4,7.557400955985303e-13,1.9363089839793544e-10,1.688366530025948e-11,1.4043713025238223e-07,0.0,0.0
0,F4-C4,1.037385745863539e-12,2.6561969354877535e-10,2.8332217438184176e-10,3.677310488031641e-07,0.0,0.0
0,C4-P4,2.492682968304394e-13,6.381293372063268e-11,3.2109716441734775e-11,8.915309888492623e-09,0.0,0.0
0,P4-O2,1.4700488766954183e-12,3.767300161187512e-10,1.5920780159172138e-10,6.215172941352978e-08,0.0,0.0
0,Fp1-F3,8.01709920393829e-13,2.0536737749986738e-10,1.0047832233936648e-11,6.367377190199203e-08,0.0,0.0
0,F3-C3,5.785226553889534e-13,1.4812281917504254e-10,1.687211396560899e-10,2.1142534168515894e-07,0.0,0.0
0,C3-P3,1.5491526081205615e-12,3.9705643028289545e-10,6.429349935301348e-11,1.835074064375592e-08,0.0,0.0
0,P3-O1,5.797713290543346e-13,1.4857697665791258e-10,1.0812320844930502e-10,3.505848936179328e-08,0.0,0.0
0,Fp2-F8,5.86780571299368e-12,1.502161972832107e-09,4.655644916142809e-11,2.0079655648426043e-08,0.0,0.0
0,F8-T4,7.1519134927506654e-12,1.8467146897430555e-09,1.7259829517468623e-10,8.180152650055445e-08,0.0,0.0
0,T4-T6,6.8054964414959145e-12,1.7677250302254932e-09,1.41078944228493e-09,3.900955304339427e-06,0.0,0.0
0,T6-O2,8.409919641980129e-13,2.1538984119062682e-10,8.58233947617276e-10,4.377202301521816e-06,0.0,0.0
0,Fp1-F7,1.3918325356587255e-13,3.566784073577321e-11,2.4628176950081867e-11,7.136197934417159e-09,0.0,0.0
0,F7-T3,1.709141930081237e-12,4.385201624435264e-10,1.9742352447565834e-10,2.351289162039658e-07,0.0,0.0
0,T3-T5,1.9550442102288182e-12,5.047075266059424e-10,2.1934261022248567e-10,5.25089386592523e-07,0.0,0.0
0,T5-O1,1.2669689589206516e-12,3.2665033503436123e-10,1.656977987638116e-10,1.423514692399273e-07,0.0,0.0
