label,channel,imf1_var,imf1_energy,imf2_var,imf2_energy,imf3_var,imf3_energy
0,Fp2-F4,1.3490006809230556e-11,3.45641038934333e-09,8.169840309095872e-11,3.34686344647416e-08,0.0,0.0
0,F4-C4,3.3057797777045356e-12,8.463241403372819e-10,3.123187156325489e-10,1.5166015815264747e-07,0.0,0.0
0,C4-P4,2.2360471480888173e-12,5.72466212262931e-10,6.054243921451235e-11,1.553746557056984e-08,0.0,0.0
0,P4-O2,1.5774812571701542e-12,4.040355470496868e-10,5.3910390109500363e-11,1.63799212018777e-08,0.0,0.0
0,Fp1-F3,1.2021563649633443e-11,3.0776421010668053e-09,1.4549492017701363e-10,3.8177091807090736e-08,0.0,0.0
0,F3-C3,3.720743255797431e-12,9.526164834747072e-10,3.9335911912156956e-11,1.0077493888178142e-08,0.0,0.0
0,C3-P3,2.1669971765432724e-11,5.547582635694127e-09,1.2566177298433146e-10,4.14007612800647e-08,0.0,0.0
0,P3-O1,1.958786045670084e-11,5.01455953711192e-09,3.2934193169959605e-10,9.889815320215785e-08,0.0,0.0
0,Fp2-F8,6.579159722559795e-12,1.6844625579300318e-09,1.2289929771924087e-09,3.157164428677777e-07,0.0,0.0
0,F8-T4,5.039362865575216e-12,1.295307204976628e-09,8.720560531971765e-10,3.0752942701128527e-07,0.0,0.0
0,T4-T6,1.1039106370768945e-11,2.842616566293929e-09,5.957262968292055e-10,2.3073587557907697e-07,0.0,0.0
0,T6-O2,3.311713917574342e-12,8.483864620520956e-10,2.2124572641830158e-10,1.3374775965072286e-07,0.0,0.0
0,Fp1-F7,1.47094544558097e-11,3.765751015211864e-09,1.1981476991157695e-10,3.8315248296263295e-08,0.0,0.0
0,F7-T3,1.2053015194886352e-11,3.0860658660874666e-09,7.056080479438577e-10,1.8350282228044407e-07,0.0,0.0
0,T3-T5,7.325453311610339e-11,1.8753165083895826e-08,2.6801551663970825e-11,7.587089605084238e-09,0.0,0.0
0,T5-O1,7.945760891566295e-11,2.034254541190658e-08,3.3244202925940156e-10,1.5173156098668845e-07,0.0,0.0
0,Fz-Cz,1.0654958440392172e-12,2.7284888750380467e-10,1.3573901782192293e-10,1.2664550254067368e-07,0.0,0.0
0,Cz-Pz,5.508738673496679e-13,1.4111608037924353e-10,2.0290017741720217e-10,1.8958817820541693e-07,0.0,0.0
0,Fp2-F4,1.2596223729588616e-11,3.2251839121799452e-09,1.1613683688231033e-10,3.462856410277972e-08,0.0,0.0
0,F4-C4,2.928313993988354e-12,7.49872027824675e-10,2.2875529641134835e-10,6.093940596175463e-08,0.0,0.0
0,C4-P4,3.2579089733597893e-12,8.346252930862598e-10,1.6443550731918447e-10,4.342664839392687e-08,0.0,0.0
0,P4-O2,1.5133971291062065e-12,3.8747605447213846e-10,3.196568354326359e-11,8.45717741103576e-09,0.0,0.0
0,Fp1-F3,8.782757902984907e-12,2.2494173591177313e-09,1.010916824829274e-10,9.263654125115844e-08,0.0,0.0
0,F3-C3,1.0256089982412265e-12,2.62963975415821e-10,1.3243796188869541e-10,3.522780385420752e-08,0.0,0.0
0,C3-P3,1.7939049261635527e-11,4.59276284948082e-09,3.587649602483826e-11,1.288472966749219e-08,0.0,0.0
0,P3-O1,1.5258933129047916e-11,3.9067121327294746e-09,1.4767780237912886e-10,1.0794508921108967e-07,0.0,0.0
0,Fp2-F8,3.895348245490238e-12,9.986505376638837e-10,1.967840464473858e-10,3.7227230329213836e-07,0.0,0.0
0,F8-T4,1.4497706633707364e-12,3.7120851392530514e-10,6.299072053842227e-10,1.1145600607010282e-06,0.0,0.0
0,T4-T6,8.414443475457819e-12,2.1586561784671045e-09,1.2783912603914342e-10,1.0983300081898231e-07,0.0,0.0
0,T6-O2,1.6596588421267459e-12,4.24935556800798e-10,5.711705732100781e-11,1.617425459323931e-08,0.0,0.0
0,Fp1-F7,1.3440232128403087e-11,3.441719652423537e-09,1.5337335575966723e-10,2.3588566835058637e-07,0.0,0.0
0,F7-T3,6.200179264981016e-12,1.5880312741230992e-09,1.1971698078012765e-10,2.802479816331034e-07,0.0,0.0
0,T3-T5,6.692015265093263e-11,1.713573660038859e-08,1.0321928976890404e-10,2.6475204243811965e-08,0.0,0.0
0,T5-O1,6.433125072366018e-11,1.6469107114444757e-08,1.1185430682953288e-10,2.9587739384757655e-08,0.0,0.0
0,Fz-Cz,6.894738158624621e-13,1.7683855098092522e-10,2.06394082387518e-10,5.3444378642435686e-08,0.0,0.0
0,Cz-Pz,7.838523710105571e-13,2.0081089581204828e-10,7.058759043499266e-11,1.9900660006215584e-07,0.0,0.0
0,Fp2-F4,1.4933644015333312e-11,3.8239557820220045e-09,2.916618555419133e-10,8.135015625987768e-08,0.0,0.0
0,F4-C4,2.344799635836112e-12,6.002689329217517e-10,7.183135873717197e-10,2.2886299269064001e-07,0.0,0.0
