label,channel,imf1_var,imf1_energy,imf2_var,imf2_energy,imf3_var,imf3_energy
0,Fp2-F4,4.980173137618344e-12,1.2751251894333068e-09,7.491783257289305e-12,6.896942180984885e-09,0.0,0.0
0,F4-C4,7.869337749653442e-12,2.015244883594515e-09,5.084936789638971e-11,3.5783515603716214e-08,0.0,0.0
0,C4-P4,4.516778328209027e-11,1.1564332509156517e-08,1.450009067423009e-11,2.3822941872535755e-08,0.0,0.0
0,P4-O2,7.725335562806905e-11,1.9777005980533116e-08,1.0659457853735167e-10,2.8029124253808975e-08,0.0,0.0
0,Fp1-F3,6.48564179855057e-12,1.6603672598957694e-09,6.077027102086855e-12,5.193359791418475e-09,0.0,0.0
0,F3-C3,2.8752518024315803e-12,7.362578926290139e-10,1.033773723050812e-11,3.4335383305752704e-08,0.0,0.0
0,C3-P3,1.9934158083473257e-12,5.104652721398599e-10,1.5630014599152519e-10,7.942066399849951e-08,0.0,0.0
0,P3-O1,2.6896806735934785e-11,6.885701981175629e-09,8.777701341284376e-11,4.3219923194506146e-08,0.0,0.0
0,Fp2-F8,1.5356556830210467e-11,3.931290862374883e-09,8.878840505552591e-11,2.335587820199007e-08,0.0,0.0
0,F8-T4,8.447365424862961e-13,2.1628103523245493e-10,4.5834328107702883e-10,1.2948281938183827e-07,0.0,0.0
0,T4-T6,2.1876743020826374e-12,5.60117652422935e-10,1.007546691858146e-10,4.572641348105362e-08,0.0,0.0
0,T6-O2,2.168440018241969e-12,5.55429301324033e-10,4.77088264108932e-10,1.2296394942866793e-07,0.0,0.0
0,Fp1-F7,1.936546279468626e-12,4.960005930067476e-10,1.0022295353990216e-11,2.663724032988833e-09,0.0,0.0
0,F7-T3,1.3818263428460702e-12,3.5376720378305164e-10,4.03167299185198e-11,1.0493609033084522e-08,0.0,0.0
0,T3-T5,5.2690898554726056e-12,1.3493654631262893e-09,7.115781571408856e-11,4.3138279761099534e-08,0.0,0.0
0,T5-O1,8.209998583723941e-12,2.1025840346128918e-09,6.429943622569192e-11,4.203617970299944e-08,0.0,0.0
0,Fz-Cz,1.8094020627055317e-11,4.632072736305341e-09,7.496097193078678e-12,4.391405253223683e-08,0.0,0.0
0,Cz-Pz,1.5857574107873573e-12,4.0618465440949514e-10,8.920204913347565e-11,2.6363885609574232e-08,0.0,0.0
0,Fp2-F4,2.120271959956326e-12,5.43923503985012e-10,1.3794745638241915e-11,4.484235100026449e-09,0.0,0.0
0,F4-C4,1.2097266040638417e-13,3.099252660898841e-11,3.344920109072038e-11,9.496112065797745e-09,0.0,0.0
0,C4-P4,5.005323472360893e-13,1.281373959876493e-10,7.148191027970148e-11,1.845224651318248e-08,0.0,0.0
0,P4-O2,1.758101056919638e-12,4.5020566244241024e-10,3.398042155712287e-11,9.428422123868849e-08,0.0,0.0
0,Fp1-F3,2.5602948203067736e-12,6.559954137808178e-10,1.8752842326245613e-11,5.7381496010376e-09,0.0,0.0
0,F3-C3,1.0499423784730665e-12,2.688709949363038e-10,5.386859053396785e-11,1.7117906831828737e-08,0.0,0.0
0,C3-P3,2.9304131386127805e-13,7.501910255324614e-11,5.933050451216292e-11,2.4823199582815972e-08,0.0,0.0
0,P3-O1,5.022976461761173e-13,1.2893353236240585e-10,9.115059436009165e-11,5.6366699898307376e-08,0.0,0.0
0,Fp2-F8,2.2686810989773824e-12,5.808701139252894e-10,7.825887536409477e-11,3.185002847793342e-08,0.0,0.0
0,F8-T4,5.165719221072426e-13,1.3228947232126343e-10,2.94840408850829e-11,2.01543537008806e-08,0.0,0.0
0,T4-T6,5.991773600097344e-13,1.5381054984018357e-10,8.246975971847094e-11,2.6028307239781582e-08,0.0,0.0
0,T6-O2,5.224193960470025e-13,1.341938379482372e-10,9.955561777518945e-11,1.8269560252801654e-07,0.0,0.0
0,Fp1-F7,1.9289403065285067e-12,4.938269680577327e-10,4.5022832060264964e-11,1.3009670247511992e-08,0.0,0.0
0,F7-T3,5.672272298651036e-13,1.453879723418132e-10,7.933209658691276e-11,2.786336613432455e-08,0.0,0.0
0,T3-T5,3.428755368116568e-13,8.782261596316833e-11,3.047504767969056e-10,7.916127404711014e-08,0.0,0.0
0,T5-O1,3.4524971051672165e-13,8.857867141601704e-11,9.462212657955989e-11,1.3345861901042782e-07,0.0,0.0
0,Fz-Cz,8.731431309135669e-14,2.2362068549965205e-11,9.194646031145576e-12,1.729626204831471e-08,0.0,0.0
0,Cz-Pz,1.633757469237282e-13,4.1953362463741656e-11,3.179650152745626e-11,3.6605459798319745e-08,0.0,0.0
0,Fp2-F4,1.1387559494685564e-09,3.049159230267135e-07,1.1302523550341834e-09,3.094918866307983e-07,0.0,0.0
