label,channel,imf1_var,imf1_energy,imf2_var,imf2_energy,imf3_var,imf3_energy
1,Fp2-F4,3.013998219939042e-11,7.723723836633192e-09,1.0511778106973027e-10,1.8439040568019823e-07,0.0,0.0
1,F4-C4,3.1790550949135884e-12,8.13990937620394e-10,3.6611635535197276e-10,2.5606839049191155e-07,0.0,0.0
1,C4-P4,6.463199110029631e-13,1.6561072452671378e-10,1.8111551421134565e-10,7.737864362327361e-08,0.0,0.0
1,P4-O2,1.4689867596887695e-12,3.7616509114563957e-10,2.1518917877324514e-10,5.407789756727276e-07,0.0,0.0
1,Fp1-F3,1.0832640718621972e-11,2.774777938299949e-09,1.4223989452673757e-10,1.6177559885769739e-07,0.0,0.0
1,F3-C3,7.88720725379623e-12,2.0246792606384313e-09,2.1491419546218831e-10,5.893359877827661e-07,0.0,0.0
1,C3-P3,6.752455319032424e-13,1.728930069218056e-10,2.2158626201413957e-10,3.322101539072521e-07,0.0,0.0
1,P3-O1,1.5417670961261683e-12,3.957769980297299e-10,2.2470348659731794e-10,6.482435318106267e-08,0.0,0.0
1,Fp2-F8,2.5811945046258125e-11,6.637837902739577e-09,1.3752472849545042e-10,3.652300202427985e-08,0.0,0.0
1,F8-T4,1.4263200512439596e-12,3.6571143462161016e-10,4.276645962853639e-11,3.503968335449093e-08,0.0,0.0
1,T4-T6,1.12895068991157e-12,2.897626020569624e-10,9.104184409767517e-11,5.657940275524876e-08,0.0,0.0
1,T6-O2,2.458046084652987e-12,6.293344307399344e-10,2.9028802644742693e-10,3.575139082795401e-07,0.0,0.0
1,Fp1-F7,7.595163139563562e-12,1.944707870094691e-09,6.97300263073995e-11,8.122331991219468e-07,0.0,0.0
1,F7-T3,9.825709064977013e-12,2.5181358918832697e-09,2.5607360359827344e-10,3.3510284934937614e-07,0.0,0.0
1,T3-T5,7.259499643242793e-12,1.8621283474383562e-09,8.019678176316914e-10,2.0767548064132176e-07,0.0,0.0
1,T5-O1,3.2934505128375577e-12,8.4348324577438e-10,1.8540661710450335e-10,1.7494646392719048e-07,0.0,0.0
1,Fz-Cz,5.648947959253694e-13,1.4462363108355242e-10,2.3785300515806735e-10,1.091020905545787e-07,0.0,0.0
1,Cz-Pz,5.264839446335664e-13,1.3568618343935323e-10,2.5474598583127513e-10,1.7150477415198807e-07,0.0,0.0
1,Fp2-F4,2.3214713624869547e-11,5.9521208063721285e-09,1.5169855399201593e-10,4.42724871209637e-08,0.0,0.0
1,F4-C4,2.2501009073598375e-12,5.763199066787311e-10,6.488393844186941e-11,1.4076254876006133e-07,0.0,0.0
1,C4-P4,7.389616142185542e-13,1.893254608468844e-10,3.9351544250111935e-10,5.438260517910311e-07,0.0,0.0
1,P4-O2,1.8712048360596676e-12,4.792613708927271e-10,1.9546738648649845e-10,5.54446472808898e-07,0.0,0.0
1,Fp1-F3,1.047922292673978e-11,2.699139697671473e-09,6.543235454059244e-11,7.925630904983709e-08,0.0,0.0
1,F3-C3,6.796216438250614e-12,1.762916781498398e-09,2.4506637580507695e-10,4.275086149517607e-07,0.0,0.0
1,C3-P3,7.688392760139404e-13,1.9694194227772997e-10,2.2908366369687552e-10,1.9706580298639617e-07,0.0,0.0
1,P3-O1,3.925450864151715e-12,1.0057990633617504e-09,3.9121833570803067e-10,1.5241466097476408e-07,0.0,0.0
1,Fp2-F8,2.64582150821474e-11,6.783433377287922e-09,6.62168655094039e-11,2.9678177855102223e-08,0.0,0.0
1,F8-T4,1.220416109652906e-12,3.1244336064604934e-10,3.161755766624835e-11,2.611267720999306e-08,0.0,0.0
1,T4-T6,7.28794759122663e-13,1.871713284117365e-10,3.3284286663014696e-10,6.537107461242862e-07,0.0,0.0
1,T6-O2,6.165520894587281e-12,1.5841516245668637e-09,5.498602205740013e-10,1.8883482316132648e-07,0.0,0.0
1,Fp1-F7,4.5690562464281135e-12,1.1701161354729305e-09,1.468033156873881e-10,8.761308423278093e-07,0.0,0.0
1,F7-T3,1.0815884651746959e-11,2.769901725741569e-09,3.5072083526311385e-10,6.600365079891488e-07,0.0,0.0
1,T3-T5,7.266107205724379e-12,1.8606242093669366e-09,9.81655459951222e-10,2.8287089391706934e-07,0.0,0.0
1,T5-O1,5.480709326629854e-12,1.4030642518661488e-09,2.2183687793903676e-10,9.437518463200794e-08,0.0,0.0
1,Fz-Cz,4.897135809844877e-13,1.2546895302974675e-10,3.160560205447926e-10,1.0236109095519589e-07,0.0,0.0
1,Cz-Pz,1.530948235651649e-12,3.9228334333462143e-10,1.2245232202114207e-10,4.0446980572279963e-07,0.0,0.0
1,Fp2-F4,9.169170631624178e-12,2.352678644148181e-09,2.125462916809138e-10,1.3582488973927856e-07,0.0,0.0
1,F4-C4,1.1630501297006881e-12,2.978181597176067e-10,1.723044645763626e-10,1.5971791733905518e-07,0.0,0.0
1,C4-P4,4.631148134387983e-13,1.1865082186341337e-10,3.390287457949608e-10,1.1439352146355315e-07,0.0,0.0
1,P4-O2,2.8003398963894375e-12,7.16899168631698e-10,6.658652540927508e-11,4.939313618639976e-07,0.0,0.0
1,Fp1-F3,4.535216309092854e-12,1.1614566759941268e-09,2.358086802955681e-10,5.120445313566605e-07,0.0,0.0
1,F3-C3,4.004167469212527e-12,1.025268868944588e-09,2.8329876946689915e-10,4.2581845944378444e-07,0.0,0.0
1,C3-P3,1.6249617478050387e-12,4.1655027048633416e-10,2.0768664702573748e-10,1.2334824355386048e-07,0.0,0.0
1,P3-O1,2.053418253095951e-12,5.31357054671241e-10,2.2927467591539324e-10,2.3942011922899924e-07,0.0,0.0
1,Fp2-F8,9.584950869325082e-12,2.472017600744413e-09,9.19751676867999e-11,1.5373706891946314e-07,0.0,0.0
1,F8-T4,1.1929224863594825e-12,3.054439975503834e-10,7.938443451296916e-11,9.998585115916122e-08,0.0,0.0
1,T4-T6,3.724677576892531e-12,9.546774206504747e-10,2.6511659451640436e-10,2.2898563091726952e-07,0.0,0.0
1,T6-O2,1.4347565851421377e-12,3.676575221449451e-10,2.606788363451624e-10,1.2980096909460972e-07,0.0,0.0
1,Fp1-F7,2.599335644040708e-12,6.680718302354826e-10,1.5640636603395463e-09,5.05261381917058e-06,0.0,0.0
1,F7-T3,7.750009385367538e-12,1.9840085144266912e-09,5.85764117715322e-10,2.718749348230759e-06,0.0,0.0
1,T3-T5,5.127065782266753e-12,1.3170449136458418e-09,5.896514807477391e-10,3.767639687650759e-07,0.0,0.0
1,T5-O1,8.767958674930696e-12,2.259463461133264e-09,2.1516383133859015e-10,7.862092435861312e-08,0.0,0.0
1,Fz-Cz,7.065094375223081e-13,1.8086694824945783e-10,1.9000359531700948e-10,1.2468989712477625e-07,0.0,0.0
1,Cz-Pz,1.6438586367657382e-11,4.219323601742216e-09,3.3086930286119437e-10,2.832017738976212e-07,0.0,0.0
1,Fp2-F4,4.761815560023401e-13,1.2294667611212267e-10,1.0660056077010982e-10,4.850263395910176e-08,0.0,0.0
1,F4-C4,4.795278562761825e-13,1.2279655957140444e-10,5.154971543204572e-11,3.281759396520032e-07,0.0,0.0
1,C4-P4,4.978981884730933e-13,1.2747287070303659e-10,2.3107405678070265e-10,5.058390764359523e-07,0.0,0.0
1,P4-O2,1.1938132939941847e-12,3.0564399197403405e-10,2.686058644310061e-10,2.980273501969444e-07,0.0,0.0
1,Fp1-F3,1.1314444162301992e-12,2.9251541260051074e-10,3.65218990450244e-10,3.0941671329428864e-07,0.0,0.0
1,F3-C3,4.955041355020698e-12,1.2692301996245148e-09,1.9649335825945334e-10,2.0031687305207974e-07,0.0,0.0
1,C3-P3,4.713336840118345e-13,1.2193661740923657e-10,2.4772980555570055e-10,3.97071359149698e-07,0.0,0.0
